stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 1}",1,0.5,[ 0.35009361  0.57854036  1.        ],[ 1.         0.9144385  0.       ],[ 0.34778984  0.34831183]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 1}",2,0.5,[ 0.35223322  0.59336305  1.        ],[ 1.          0.90964313  0.        ],[ 0.34393023  0.34444291]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 1}",3,0.5,[ 0.34082397  0.70305164  1.        ],[ 1.          0.94034537  0.        ],[ 0.35089125  0.35139994]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 10}",1,0.5,[ 0.35009361  0.57854036  1.        ],[ 1.         0.9144385  0.       ],[ 0.34525111  0.35048044]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 10}",2,0.5,[ 0.35223322  0.59336305  1.        ],[ 1.          0.90964313  0.        ],[ 0.34141278  0.3465437 ]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 10}",3,0.5,[ 0.67550371  0.70305164  1.        ],[ 1.          0.94034537  0.        ],[ 0.34916311  0.35348937]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 100}",1,0.5,[ 0.35009361  0.57854036  1.        ],[ 1.         0.9144385  0.       ],[ 0.32140946  0.37034802]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 100}",2,0.5,[ 0.55104603  0.59336305  1.        ],[ 1.          0.90964313  0.        ],[ 0.31906667  0.36589223]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 100}",3,0.5,[ 0.67550371  0.70305164  1.        ],[ 1.          0.94034537  0.        ],[ 0.33558071  0.3728733 ]
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 1000}",1,0.5,"[ 0.51576044  0.51578532  0.51598895  0.51601423  0.51621835  0.51602691
  0.51644867  0.51770792  0.51812027  0.51792829  0.51813472  0.51834131
  0.51854807  0.51896208  0.51916933  0.51937675  0.51958433  0.51979208
  0.52        0.52020808  0.52062475  0.52043269  0.52044908  0.52107587
  0.52149458  0.52151186  0.52193159  0.52235199  0.52277308  0.52298387
  0.52319484  0.52425222  0.52446421  0.52467638  0.5266152   0.52704351
  0.52725793  0.52747253  0.5276873   0.52876377  0.52897959  0.52991803
  0.5301353   0.53035275  0.53206454  0.53228477  0.53366584  0.53461218
  0.53565436  0.5372318   0.53726316  0.53842905  0.54223549  0.54300385
  0.54537597  0.54561176  0.54584775  0.554126    0.55437195  0.56402019
  0.56427916  0.56453836  0.56479779  0.57169634  0.57712638  0.57740385
  0.57720058  0.57747834  0.57790642  0.57818533  0.57854036  0.57833656
  0.57861635  0.57889642  0.57917676  0.57945736  0.57973825  0.5800194
  0.57981562  0.58009709  0.58037882  0.58094312  0.5810219   0.58130477
  0.58141809  0.58227228  0.58255757  0.58263855  0.5832106   0.58666667
  0.58724666  0.58762376  0.58844046  0.58823529  0.58929465  0.58947368
  0.58906172  0.59028832  0.59017224  0.59047136  0.59090909  0.59121104
  0.59130435  0.59832197  0.5995785   0.59989457  0.60021097  0.6005277
  0.60084477  0.60116218  0.60147992  0.6021164   0.60254372  0.6028632
  0.60446571  0.60478723  0.6051091   0.60512273  0.60491191  0.60470085
  0.60534759  0.60567148  0.60664523  0.60697051  0.60729614  0.60666308
  0.60698925  0.60689284  0.60721983  0.60754717  0.60787487  0.60886008
  0.60918919  0.60855441  0.60921409  0.61211129  0.61256831  0.61290323
  0.61323851  0.61302682  0.6128149   0.61315068  0.61348684  0.61361142
  0.61462342  0.61931188  0.6191005   0.61888889  0.61880913  0.6189415
  0.61941964  0.62303371  0.6236498   0.62343572  0.62379055  0.62371722
  0.62414188  0.62594094  0.62848837  0.62922002  0.62893816  0.62945646
  0.6322314   0.63179669  0.63555291  0.63533611  0.63446631  0.63424821
  0.63405797  0.63669725  0.63664216  0.6370325   0.63680982  0.63837638
  0.63876923  0.64210526  0.6425031   0.6440678   0.64840764  0.64792332
  0.64769821  0.64955071  0.64932563  0.64910026  0.65074241  0.65006468
  0.65068049  0.64996747  0.64993481  0.64970646  0.64947781  0.64924886
  0.64944408  0.64895013  0.64937623  0.65735695  0.65595075  0.65571526
  0.65616438  0.6563786   0.65994437  0.66040362  0.66131285  0.66107617
  0.67064974  0.67518797  0.67520723  0.67619784  0.67594741  0.67569659
  0.67014446  0.67827529  0.67806505  0.68088737  0.68475452  0.68421053
  0.68462898  0.70616114  0.71469741  0.71428571  0.71580989  0.71641791
  0.71764706  0.71811361  0.71689989  0.72309417  0.72560976  0.72649573
  0.72515337  0.72481572  0.73524721  0.73548387  0.73667205  0.74177215
  0.73979592  0.74311927  1.        ]","[ 1.          0.99847212  0.99847212  0.99694423  0.99694423  0.99618029
  0.99541635  0.99388846  0.99388846  0.99312452  0.99312452  0.99312452
  0.99312452  0.99312452  0.99312452  0.99312452  0.99312452  0.99312452
  0.99312452  0.99312452  0.99312452  0.99236058  0.99159664  0.99159664
  0.99159664  0.9908327   0.9908327   0.9908327   0.9908327   0.9908327
  0.9908327   0.9908327   0.9908327   0.9908327   0.99006875  0.99006875
  0.99006875  0.99006875  0.99006875  0.99006875  0.99006875  0.98777693
  0.98777693  0.98777693  0.98242934  0.98242934  0.98090145  0.97937357
  0.97555386  0.97555386  0.97478992  0.97402597  0.97097021  0.96944232
  0.96409473  0.96409473  0.96409473  0.95416348  0.95416348  0.93888464
  0.93888464  0.93888464  0.93888464  0.93200917  0.91749427  0.91749427
  0.91673033  0.91673033  0.91520244  0.91520244  0.9144385   0.91367456
  0.91367456  0.91367456  0.91367456  0.91367456  0.91367456  0.91367456
  0.91291062  0.91291062  0.91291062  0.91291062  0.91214668  0.91214668
  0.90832697  0.90832697  0.90832697  0.90756303  0.90756303  0.90756303
  0.90756303  0.90679908  0.90221543  0.90145149  0.89992361  0.89839572
  0.89686784  0.89152024  0.88999236  0.88999236  0.88388083  0.88388083
  0.88311688  0.87165775  0.86936593  0.86936593  0.86936593  0.86936593
  0.86936593  0.86936593  0.86936593  0.86936593  0.86860199  0.86860199
  0.86860199  0.86860199  0.86860199  0.86631016  0.86554622  0.86478228
  0.86478228  0.86478228  0.86478228  0.86478228  0.86478228  0.86249045
  0.86249045  0.86096257  0.86096257  0.86096257  0.86096257  0.86096257
  0.86096257  0.85867074  0.85867074  0.85714286  0.85637892  0.85637892
  0.85637892  0.85561497  0.85485103  0.85485103  0.85485103  0.85408709
  0.85408709  0.85255921  0.85179526  0.85103132  0.84950344  0.8487395
  0.84797555  0.84721161  0.83804431  0.83728037  0.83728037  0.83575248
  0.83346066  0.82582124  0.82582124  0.82582124  0.82352941  0.82276547
  0.81818182  0.81665393  0.81665393  0.81588999  0.81283422  0.81207028
  0.80213904  0.79526356  0.79373568  0.79373568  0.79297173  0.79297173
  0.79297173  0.79220779  0.79220779  0.78380443  0.7776929   0.77463713
  0.77387319  0.77310924  0.7723453   0.77158136  0.77005348  0.76776165
  0.76699771  0.763178    0.76165011  0.76088617  0.76012223  0.75935829
  0.75859435  0.75553858  0.75553858  0.73720397  0.73262032  0.73185638
  0.73185638  0.73109244  0.7249809   0.7249809   0.72345302  0.72268908
  0.68601986  0.68601986  0.68449198  0.6684492   0.66768526  0.66692131
  0.63789152  0.62490451  0.6210848   0.60962567  0.60733384  0.60580596
  0.592055    0.56913675  0.5683728   0.56531704  0.56378915  0.5500382
  0.51260504  0.5118411   0.50878533  0.49274255  0.45454545  0.45454545
  0.45148969  0.45072574  0.35217723  0.34835752  0.34835752  0.22383499
  0.22154316  0.12375859  0.        ]","[ 0.19988581  0.20028172  0.20034646  0.20036439  0.20044746  0.20049624
  0.20068123  0.2008312   0.2014075   0.20486687  0.20529014  0.20531258
  0.20569233  0.20583433  0.20584508  0.20589761  0.20594864  0.20596995
  0.20605047  0.20607858  0.20609076  0.20615215  0.20616945  0.20623154
  0.20630515  0.20631169  0.20632246  0.2063506   0.20640888  0.20649412
  0.20650371  0.20656202  0.20657032  0.20663006  0.20663379  0.20664731
  0.20668736  0.20675116  0.20678333  0.20678705  0.20681151  0.20684065
  0.20688129  0.20689228  0.20690449  0.20696487  0.20697262  0.20704568
  0.20712607  0.20714883  0.20715429  0.20716509  0.20730783  0.20731864
  0.20738758  0.20738855  0.20762734  0.20764575  0.20778115  0.20785117
  0.20787946  0.20796053  0.20797111  0.20812511  0.20819521  0.20821806
  0.20823438  0.2086984   0.20885279  0.20904347  0.47679503  0.47781334
  0.47803403  0.47804399  0.47878835  0.47883291  0.47893737  0.47903823
  0.47906615  0.47927148  0.47928326  0.47928893  0.47951652  0.47955941
  0.47966556  0.47968197  0.47979268  0.48017682  0.48038387  0.480511
  0.48066006  0.48079898  0.48089338  0.48090516  0.4810323   0.48113848
  0.48118138  0.48141471  0.48169444  0.48189985  0.48205722  0.48213321
  0.48242126  0.48265463  0.48760273  0.48773071  0.48822079  0.48822672
  0.48834805  0.48844976  0.48872056  0.48884357  0.48891416  0.4889541
  0.48895978  0.48897157  0.48912005  0.48914603  0.48915508  0.48922633
  0.48924238  0.48925881  0.48926449  0.4893043   0.4893536   0.48946763
  0.4895353   0.48959718  0.48960432  0.48962045  0.48964159  0.48975424
  0.48976886  0.48985779  0.48996152  0.48998781  0.48998948  0.49003242
  0.49013004  0.49013704  0.49013871  0.49014609  0.49015347  0.49019509
  0.49023803  0.49024059  0.49025238  0.49026599  0.49028243  0.49033961
  0.49034432  0.49036105  0.49036361  0.49037966  0.49038704  0.49046735
  0.49047161  0.4904834   0.49048907  0.49054533  0.4905779   0.49059463
  0.49070092  0.49071697  0.49072265  0.49074387  0.49075161  0.49075992
  0.49077635  0.4907789   0.49082894  0.49085623  0.49086621  0.49087189
  0.49088264  0.4909852   0.4909935   0.49100993  0.49108981  0.49109509
  0.49109979  0.49110547  0.49111476  0.49111623  0.4911219   0.49113444
  0.49115917  0.49124811  0.49126076  0.49134834  0.49136802  0.49137814
  0.49139276  0.49145464  0.49147915  0.4914817   0.49149106  0.49149435
  0.49150711  0.49158544  0.49159112  0.49161173  0.49167279  0.49171274
  0.49181904  0.49182472  0.49186199  0.49188995  0.49196358  0.49198502
  0.49200108  0.49200363  0.49209559  0.49210738  0.49219718  0.49221862
  0.49223468  0.49234098  0.49234666  0.49237563  0.49238393  0.49240036
  0.49248552  0.49260923  0.49261754  0.49263397  0.49273881  0.49289758
  0.49297242  0.49310323  0.4931312   0.49326078  0.49333685  0.4934944
  0.49362521  0.49385884]"
