stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 1}",3,"[ 0.34771755  0.39816765  0.34545941  0.42552092  0.34082397  0.70305164
  1.        ]","[ 1.          0.96948718  0.66230769  0.63358974  0.32666667  0.30717949
  0.        ]",[ 0.34393023  0.34444291  0.34778984  0.34831183  0.35089125  0.35139994],0.5
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 10}",3,"[ 0.34771755  0.39816765  0.46882188  0.42552092  0.62477876  0.63477339
  0.70305164  1.        ]","[ 1.          0.96948718  0.94076923  0.63358974  0.63358974  0.61410256
  0.30717949  0.        ]","[ 0.34141278  0.34525111  0.3465437   0.34811647  0.34916311  0.35048044
  0.35348937]",0.5
stage-1,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'learning_rate': 0.001, 'max_depth': 1, 'n_estimators': 100}",3,"[ 0.39525692  0.39816765  0.46882188  0.61416137  0.6203384   0.63477339
  0.70305164  1.        ]","[ 1.          0.96948718  0.94076923  0.94076923  0.92128205  0.61410256
  0.30717949  0.        ]","[ 0.31906667  0.32140946  0.32198595  0.33558071  0.36589223  0.37034802
  0.3728733 ]",0.5
