stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 1}",SMOTE,3,"[ 0.34564969  0.39569915  0.49352195  0.61709023  0.58220503  0.59277344
  1.        ]","[ 1.          0.96945788  0.95011453  0.920845    0.6128786   0.30898447
  0.        ]",[ 0.49956786  0.49957813  0.49958069  0.50022126  0.50022187  0.5002454 ],0.809390466686
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 1}",ROS,3,"[ 0.34564969  0.41407845  0.49158338  0.61709023  0.63014417  0.57183908
  1.        ]","[ 1.          0.98065666  0.95138712  0.920845    0.61186052  0.30389412
  0.        ]",[ 0.49960263  0.49960345  0.49962595  0.50021116  0.50021829  0.50022459],0.809390466686
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 1}",None,3,"[ 0.34564969  0.39569915  0.34243864  0.42198401  0.63014417  0.70063694
  1.        ]",[ 1.          0.96945788  0.6604734   0.63120387  0.61186052  0.3079664   0.        ],[ 0.34703504  0.34756284  0.34795572  0.34823095  0.34848774  0.34876108],0.5
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 3}",SMOTE,3,"[ 0.56876086  0.57449941  0.58848119  0.6         0.63022176  0.63746009
  0.64369687  0.65031587  0.64708149  0.66297997  0.66269841  0.66736975
  0.64178206  0.65025253  0.34693878  0.0625      0.25        1.        ]","[  1.00000000e+00   9.93128022e-01   9.67421736e-01   9.59022652e-01
   9.33061848e-01   9.14736574e-01   9.05828455e-01   8.90811911e-01
   8.54924917e-01   8.08602698e-01   8.07584627e-01   8.05293968e-01
   5.42631713e-01   2.62153220e-01   8.65360143e-03   5.09035378e-04
   5.09035378e-04   0.00000000e+00]","[ 0.49963725  0.49968129  0.49968182  0.49968333  0.4997161   0.49975773
  0.49990741  0.50000323  0.50008252  0.50026471  0.50028571  0.50029534
  0.50031864  0.50032113  0.50035714  0.500375    0.5005    ]",0.818711456226
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 3}",ROS,3,"[ 0.56876086  0.58077557  0.5862069   0.59370152  0.5978861   0.61406146
  0.62079038  0.63824429  0.65232558  0.6635662   0.66659431  0.68075928
  0.68859869  0.58041112  0.59425718  0.41304348  0.22580645  1.        ]","[ 1.          0.98727412  0.98218376  0.9740392   0.96462204  0.93586154
  0.91957241  0.90302876  0.85670654  0.85339781  0.78162382  0.60244337
  0.34894375  0.12216849  0.12115042  0.00483584  0.00178162  0.        ]","[ 0.49960588  0.49965909  0.49973529  0.4998      0.49980374  0.49983835
  0.49987705  0.50010905  0.50013158  0.50016376  0.50019643  0.500297
  0.50032716  0.50033333  0.50038312  0.50042308  0.5005    ]",0.816227242803
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 3}",None,3,"[ 0.3929786   0.3937569   0.39603053  0.39856525  0.39919611  0.34218832
  0.40700766  0.40757028  0.41418875  0.42944464  0.63919938  0.65615142
  0.66958623  0.68012422  0.68349929  0.72416472  0.73153296  0.73162939
  0.47727273  1.          1.        ]","[ 1.          0.99847289  0.99032833  0.96156783  0.96054976  0.66225503
  0.66225503  0.6604734   0.65232884  0.625859    0.625859    0.58233647
  0.56426572  0.55739374  0.489183    0.23721049  0.23441079  0.2331382
  0.00534487  0.00509035  0.        ]","[ 0.34702155  0.34709891  0.34717032  0.34756215  0.34760492  0.34789676
  0.34797416  0.34802171  0.3480467   0.34816041  0.34828443  0.34834084
  0.34845821  0.34854461  0.34862988  0.34873017  0.34887471  0.34887556
  0.34889696  0.34916062]",0.5
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 5}",SMOTE,3,"[ 0.34564969  0.49716568  0.61286111  0.61767627  0.62159452  0.63175849
  0.63332762  0.65558583  0.66267316  0.67239051  0.67315933  0.67247114
  0.67145104  0.67088608  0.67659839  0.67634945  0.69209559  0.6923435
  0.69238187  0.69584245  0.69532392  0.69469027  0.69172553  0.6916841
  0.69214605  0.69322393  0.69488775  0.69839956  0.69468676  0.66143345
  0.44396552  0.47619048  0.50442478  1.        ]","[ 1.          0.98218376  0.95571392  0.94986002  0.94655129  0.94273352
  0.94120641  0.91855434  0.90099262  0.88699415  0.87961313  0.8747773
  0.86917791  0.863324    0.83227284  0.79409519  0.76660728  0.75719012
  0.7309748   0.72842963  0.726648    0.71926699  0.6978875   0.67319929
  0.67065411  0.66658183  0.65385594  0.64418427  0.44591499  0.24662764
  0.02621532  0.01527106  0.01450751  0.        ]","[ 0.4995      0.49953667  0.49954348  0.49954478  0.49954762  0.49961765
  0.49965607  0.49966129  0.49966754  0.49975     0.49978571  0.49984615
  0.49988462  0.49998     0.49999342  0.50001724  0.50004545  0.50006604
  0.50016667  0.5002      0.50022727  0.50024576  0.50029808  0.5003
  0.50031818  0.50032812  0.50033871  0.50035929  0.50036382  0.50038049
  0.50041525  0.5004375   0.5005    ]",0.796636427303
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 5}",ROS,3,"[ 0.34564969  0.58098859  0.58286238  0.5931013   0.5977521   0.62174941
  0.62408821  0.64075593  0.64309091  0.652003    0.64805447  0.65193026
  0.65275459  0.66824218  0.66839378  0.67259537  0.68667007  0.68730809
  0.69097938  0.69346473  0.69799197  0.67850099  0.68189103  0.54807692
  0.46551724  1.        ]","[ 1.          0.97225757  0.9712395   0.96716722  0.96105879  0.93713413
  0.93637058  0.91473657  0.90022907  0.88648511  0.84779842  0.79944006
  0.79613133  0.75566302  0.75515398  0.73148384  0.68439807  0.68363451
  0.68236192  0.6805803   0.66352762  0.43777043  0.21659455  0.02901502
  0.02061593  0.        ]","[ 0.4995      0.49958     0.49959091  0.49962281  0.499625    0.49964286
  0.49965758  0.49973529  0.49975214  0.49993617  0.49996667  0.50003846
  0.50006373  0.50016667  0.50018056  0.50021795  0.50025     0.5002931
  0.5003      0.50032609  0.50033057  0.50035301  0.50036607  0.50043333
  0.5005    ]",0.787031259369
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 5}",None,3,"[ 0.34564969  0.39588846  0.39570772  0.39896592  0.39887458  0.39891481
  0.34410276  0.34244962  0.40909091  0.41147679  0.41359972  0.41439206
  0.6231652   0.63266428  0.63248337  0.64195352  0.64403778  0.65400062
  0.65723173  0.65866584  0.67439614  0.68372346  0.70516541  0.70574443
  0.70575221  0.6         0.60130719  0.66869919  0.67908903  0.4375      1.        ]","[ 1.          0.99007381  0.98549249  0.96233138  0.9381522   0.93560702
  0.67498091  0.66607279  0.6230593   0.62051413  0.60066175  0.59506236
  0.5942988   0.5856452   0.58080937  0.5553576   0.5553576   0.53881395
  0.53779588  0.53779588  0.53296004  0.31967422  0.30923899  0.3064393
  0.24357343  0.09391703  0.09366251  0.08373632  0.0834818   0.00356325
  0.        ]","[ 0.34697395  0.34706483  0.34708976  0.34721117  0.34740245  0.34766338
  0.34780736  0.34789676  0.34793674  0.34795442  0.34797416  0.34816041
  0.34821444  0.3482249   0.34825517  0.34827148  0.34830536  0.34834113
  0.34844605  0.34856341  0.34864572  0.34864678  0.34869681  0.34879789
  0.3488152   0.34882707  0.34889696  0.34891044  0.34897326  0.34916062]",0.5
stage-1,with_demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 1, 'learning_rate': 0.001, 'max_depth': 10}",SMOTE,3,"[ 0.34564969  0.61022961  0.62485414  0.62589357  0.6345684   0.64915328
  0.65065789  0.65251223  0.65108477  0.65122006  0.65268118  0.65187021
  0.65020576  0.65370658  0.6443828   0.64135381  0.63922376  0.62918752
  0.61915269  0.59609868  0.58508719  0.58175138  0.52033195  1.        ]","[ 1.          0.83201833  0.81776533  0.80223976  0.79333164  0.76100789
  0.75515398  0.74700942  0.74090099  0.74039196  0.74039196  0.73631967
  0.64342072  0.64189361  0.59124459  0.57393739  0.55332146  0.4158819
  0.35708832  0.26444388  0.24764571  0.2417918   0.15958259  0.        ]","[ 0.4995      0.49954545  0.49956154  0.4995765   0.49962821  0.49972222
  0.4997381   0.49977273  0.49983333  0.49997059  0.5         0.50025887
  0.50027778  0.50028261  0.50028788  0.5002931   0.5004006   0.50040265
  0.50044492  0.50045     0.50045745  0.5004625   0.5005    ]",0.764498994511
