crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
1065350,84,10U,,600,No Affidavit,Unsustained,0,0915,17,3858,S WENTWORTH AVE,CHICAGO IL,2013-10-04 18:00:00,2013-10-04,2013-11-05,1411,not-sustained
1067904,84,10U,,600,No Affidavit,Unsustained,0,0923,17,4950,S ROCKWELL ST,CHICAGO IL 60632,2014-03-10 18:15:00,2014-03-10,2014-06-10,1019,not-sustained
1070057,84,10U,,600,No Affidavit,Unsustained,0,0911,17,2441,W 35TH ST,CHICAGO IL,2014-06-28 17:00:00,2014-06-29,2014-11-17,404,not-sustained
1072667,85,04E,,600,No Affidavit,Unsustained,0,0434,05,2255,E 103RD ST,CHICAGO IL 60617,2014-11-07 07:00:00,2014-11-24,2014-12-31,1223,not-sustained
1055789,86,10U,,600,No Affidavit,Unsustained,0,1033,17,2500,S ALBANY AVE,CHICAGO IL,2012-07-22 03:20:00,2012-07-24,2014-03-06,1456,not-sustained
1056452,86,05B,NS,600,Not Sustained,Unsustained,0,1022,17,3112,W DOUGLAS BLVD,CHICAGO IL,2012-08-11 02:00:00,2012-08-20,2013-12-30,657,not-sustained
1069157,86,03C,,600,No Affidavit,Unsustained,0,1012,19,,,,2014-05-14 08:50:00,2014-05-14,2014-09-11,784,not-sustained
1045630,87,01B,NS,600,Not Sustained,Unsustained,0,0511,11,,W 95TH ST,CHICAGO IL,2011-05-23 11:30:00,2011-05-24,2011-11-30,489,not-sustained
1055339,87,05L,NS,600,Not Sustained,Unsustained,0,1832,17,800,N STATE ST,CHICAGO IL 60654,2012-06-28 19:50:00,2012-07-07,2013-04-19,1156,not-sustained
1060942,88,04E,,600,No Affidavit,Unsustained,0,1024,17,3315,W OGDEN AVE,CHICAGO IL 60623,2013-03-19 00:00:00,2013-03-24,2013-05-02,1309,not-sustained
1047165,89,,,,Unknown,Unknown,?,0823,17,3420,W 63RD ST,CHICAGO IL 60629,2011-07-21 23:00:00,2011-07-22,,415,open-investigation
1067003,250,10Z,,600,No Affidavit,Unsustained,0,,XX,,,,2014-01-13 00:00:00,2014-01-13,2014-04-03,1368,not-sustained
1049247,89,10Z,EX,600,Exonerated,Unsustained,0,0834,17,7900,S KOSTNER AVE,CHICAGO IL,2011-10-10 22:24:00,2011-10-12,2012-05-10,1091,not-sustained
1055629,89,10U,,600,No Affidavit,Unsustained,0,0822,17,5200,S KEDZIE AVE,CHICAGO IL 60632,2012-07-17 18:12:00,2012-07-17,2012-10-12,444,not-sustained
1046249,90,05A,UN,600,Unfounded,Unsustained,0,0923,17,5128,S RICHMOND ST,CHICAGO IL,2011-06-17 22:30:00,2011-06-18,2012-10-19,1481,not-sustained
1047513,90,05A,NS,600,Not Sustained,Unsustained,0,0932,17,5100,S DAMEN AVE,CHICAGO IL,2011-08-05 19:45:00,2011-08-06,2014-03-18,899,not-sustained
1049454,90,05A,NS,600,Not Sustained,Unsustained,0,0822,17,5550,S KEDZIE AVE,CHICAGO IL 60629,2011-10-17 23:00:00,2011-10-20,2012-04-27,448,not-sustained
1050653,90,05L,NS,600,Not Sustained,Unsustained,0,2211,19,,,,2011-12-11 18:30:00,2011-12-12,2012-12-21,499,not-sustained
1051976,90,04E,NS,600,Not Sustained,Unsustained,0,0324,17,7207,S SOUTH CHICAGO AVE,CHICAGO IL 60619,2012-02-18 00:00:00,2012-02-18,2012-05-24,990,not-sustained
1062217,90,05Q,,600,No Affidavit,Unsustained,0,0933,17,1206,W 51ST ST,CHICAGO IL 60609,2012-01-24 00:00:00,2013-05-15,2013-07-31,645,not-sustained
1066530,90,03D,EX,600,Exonerated,Unsustained,0,0935,17,5216,S WELLS ST,CHICAGO IL,2012-01-05 01:12:00,2013-12-10,2015-02-10,578,not-sustained
1053415,90,01B,NS,600,Not Sustained,Unsustained,0,0911,17,3505,S WESTERN AVE,CHICAGO IL 60632,2012-04-17 23:41:00,2012-04-18,2014-01-23,1440,not-sustained
1057941,90,03C,NS,600,Not Sustained,Unsustained,0,0935,19,,,,2012-10-08 00:00:00,2012-10-22,2013-07-26,108,not-sustained
1059173,90,01C,NS,600,Not Sustained,Unsustained,0,0915,17,3120,S EMERALD AVE,CHICAGO IL,2012-12-23 01:50:00,2012-12-23,2013-12-11,300,not-sustained
1069970,90,04E,,600,No Affidavit,Unsustained,0,1024,04,3315,W OGDEN AVE,CHICAGO IL 60623,2014-06-23 15:00:00,2014-06-24,2014-12-05,987,not-sustained
1070416,91,10U,,600,No Affidavit,Unsustained,0,1923,17,1060,W ADDISON ST,CHICAGO IL 60613,2014-07-16 18:53:00,2014-07-17,2014-09-23,82,not-sustained
1073291,92,,,,Unknown,Unknown,?,0412,17,8500,S STONY ISLAND AVE,CHICAGO IL 60619,2014-12-03 18:16:00,2015-01-09,,1223,open-investigation
1044714,93,10U,,600,No Affidavit,Unsustained,0,0713,17,6207,S JUSTINE ST,CHICAGO IL,2011-04-13 10:30:00,2011-04-13,2011-06-30,547,not-sustained
1045615,93,05M,NS,600,Not Sustained,Unsustained,0,0711,17,5520,S WELLS ST,CHICAGO IL 60621,2011-05-23 00:00:00,2011-05-23,2013-04-17,1440,not-sustained
1055247,94,05M,NS,600,Not Sustained,Unsustained,0,1014,17,3768,W OGDEN AVE,CHICAGO IL 60623,2012-07-03 00:00:00,2012-07-03,2014-01-10,1481,not-sustained
1059045,94,05A,,600,No Affidavit,Unsustained,0,1034,17,2600,W 22ND PL,CHICAGO IL,2012-12-14 22:00:00,2012-12-16,2013-05-14,1298,not-sustained
1064422,94,05B,,600,No Affidavit,Unsustained,0,1014,17,1845,S MILLARD AVE,CHICAGO IL,2013-03-03 09:25:00,2013-08-22,2013-11-05,1456,not-sustained
1059362,95,03D,,,Unknown,Unknown,?,1124,17,307,S KEDZIE AVE,CHICAGO IL,2013-01-03 19:03:00,2013-01-06,2013-03-26,1336,unknown
1061037,95,10U,,600,No Affidavit,Unsustained,0,1121,17,620,N TRUMBULL AVE,CHICAGO IL 60624,2013-03-10 18:00:00,2013-03-29,2013-07-09,704,not-sustained
1065040,95,,,,Unknown,Unknown,?,1134,04,3151,W HARRISON ST,CHICAGO IL,2013-07-14 19:20:00,2013-09-20,,1336,open-investigation
1045270,96,10P,NS,600,Not Sustained,Unsustained,0,1414,08,2150,N CALIFORNIA AVE,CHICAGO IL 60647,2011-04-26 00:00:00,2011-05-09,2011-08-17,1028,not-sustained
1047180,96,01C,,600,No Affidavit,Unsustained,0,1424,17,2053,W EVERGREEN AVE,CHICAGO IL 60622,2011-07-23 18:20:00,2011-07-23,2011-09-29,293,not-sustained
1056517,96,05B,NS,600,Not Sustained,Unsustained,0,1422,17,1750,N KIMBALL AVE,CHICAGO IL 60647,2012-08-22 00:00:00,2012-08-22,2013-12-31,319,not-sustained
1053076,97,05A,NS,600,Not Sustained,Unsustained,0,2412,17,6400,N TALMAN AVE,CHICAGO IL 60645,2012-03-22 18:00:00,2012-04-04,2015-01-08,24,not-sustained
1070506,98,03D,,600,No Affidavit,Unsustained,0,2532,17,1406,N LINDER AVE,CHICAGO IL 60651,2014-07-22 03:32:00,2014-07-22,2014-10-21,1184,not-sustained
1055437,99,10U,,600,No Affidavit,Unsustained,0,0923,17,5258,S MAPLEWOOD AVE,CHICAGO IL 60632,2012-07-07 08:24:00,2012-07-11,2012-10-25,780,not-sustained
1057539,100,10U,,600,No Affidavit,Unsustained,0,0223,17,5017,S COTTAGE GROVE AVE,CHICAGO IL 60615,2012-03-12 00:00:00,2012-10-04,2012-11-02,1317,not-sustained
1060737,100,01B,,600,No Affidavit,Unsustained,0,0225,04,5101,S WENTWORTH AVE,CHICAGO IL,2013-03-14 16:30:00,2013-03-15,2013-05-31,1298,not-sustained
1067674,100,03G,,600,No Affidavit,Unsustained,0,0225,17,,E GARFIELD BLVD,CHICAGO IL 60615,2014-02-23 20:00:00,2014-02-24,2014-07-10,8,not-sustained
1046083,101,03D,,600,No Affidavit,Unsustained,0,0613,03,8131,S MAY ST,CHICAGO IL 60620,2011-06-10 12:30:00,2011-06-11,2011-10-03,1052,not-sustained
1058025,101,01C,NS,600,Not Sustained,Unsustained,0,0613,14,8125,S MAY ST,CHICAGO IL,2012-10-08 14:00:00,2012-10-25,2013-12-11,1149,not-sustained
1068095,101,09A,NS,600,Not Sustained,Unsustained,0,0111,03,,E LAKE ST,CHICAGO IL 60601,2013-08-15 17:00:00,2014-03-20,2014-05-08,987,not-sustained
1069723,102,10Z,,600,No Affidavit,Unsustained,0,1733,17,3850,N SACRAMENTO AVE,CHICAGO IL,2014-06-07 19:30:00,2014-06-11,2014-08-22,951,not-sustained
1072231,103,10U,,600,No Affidavit,Unsustained,0,0223,03,5036,S COTTAGE GROVE AVE,CHICAGO IL 60615,2014-10-25 15:15:00,2014-10-25,2015-02-09,245,not-sustained
1059789,104,10P,SU,100,Sustained,Reprimand,0,,04,3315,W OGDEN,CHICAGO IL 60614,2013-01-28 10:00:00,2013-01-28,2014-10-01,173,disciplined
1066573,105,,,,Unknown,Unknown,?,1932,14,1320,W FULLERTON AVE,CHICAGO IL,2013-12-12 14:30:00,2013-12-12,,690,open-investigation
1046760,106,03G,,600,No Affidavit,Unsustained,0,2422,17,7700,N MARSHFIELD AVE,CHICAGO IL,2011-06-07 11:00:00,2011-07-07,2011-10-11,593,not-sustained
1056031,106,10Z,UN,600,Unfounded,Unsustained,0,2433,17,6150,N KENMORE AVE,CHICAGO IL,2012-06-15 17:50:00,2012-08-02,2013-03-12,12,not-sustained
1054102,107,10U,,600,No Affidavit,Unsustained,0,2233,14,11400,S EGGLESTON AVE,CHICAGO IL 60628,2012-05-18 00:00:00,2012-05-18,2012-08-15,884,not-sustained
1048257,108,03C,UN,600,Not Sustained,Unsustained,0,1533,19,,,,2011-09-02 19:07:00,2011-09-05,2012-07-16,83,not-sustained
1048888,108,10Z,SU,001,Sustained,1,1,1532,17,200,N LAVERGNE AVE,CHICAGO IL,2011-09-13 22:30:00,2011-09-28,2014-08-20,275,disciplined
1053519,108,05N,UN,600,Unfounded,Unsustained,0,2533,17,4800,W NORTH AVE,CHICAGO IL 60651,2012-04-23 20:20:00,2012-04-23,2014-01-31,1113,not-sustained
1054346,108,,,,Unknown,Unknown,?,,20,,,,2012-05-29 00:00:00,2012-05-29,,81,open-investigation
1046045,109,10U,NS,600,Not Sustained,Unsustained,0,1621,17,5878,N LUNA AVE,CHICAGO IL 60646,2011-05-19 00:00:00,2011-06-09,2011-08-17,764,not-sustained
1048407,109,10U,NS,600,Not Sustained,Unsustained,0,1624,19,,,,2011-08-25 15:55:00,2011-09-11,2011-12-12,174,not-sustained
1061762,110,05C,NS,600,Not Sustained,Unsustained,0,1223,17,1901,W MADISON ST,CHICAGO IL 60612,2013-04-06 23:30:00,2013-04-26,2014-08-19,251,not-sustained
1066463,110,10U,NS,600,Not Sustained,Unsustained,0,1134,17,3000,W HARRISON ST,CHICAGO IL 60612,2013-11-30 02:55:00,2013-12-05,2014-03-26,97,not-sustained
1072890,111,03G,,,Unknown,Unknown,?,2413,17,2340,W PETERSON AVE,CHICAGO IL 60659,2014-11-05 09:30:00,2014-12-09,,702,open-investigation
1061513,112,04E,,600,No Affidavit,Unsustained,0,2515,04,5555,W GRAND AVE,CHICAGO IL 60639,2011-08-23 10:00:00,2013-04-16,2013-06-10,1193,not-sustained
1051819,112,03B,NS,600,Not Sustained,Unsustained,0,1624,17,4900,W IRVING PARK RD,CHICAGO IL 60641,2012-02-09 23:00:00,2012-02-10,2012-06-29,88,not-sustained
1057798,112,03C,NS,600,Not Sustained,Unsustained,0,1722,17,4255,N KNOX AVE,CHICAGO IL,2011-10-13 10:30:00,2012-10-15,2014-02-05,583,not-sustained
1057601,112,10Z,,600,No Affidavit,Unsustained,0,1723,17,3832,W MONTROSE AVE,CHICAGO IL 60618,2012-10-07 10:45:00,2012-10-07,2013-01-28,1193,not-sustained
1062935,112,05A,NS,600,Not Sustained,Unsustained,0,1722,17,4334,W LELAND AVE,CHICAGO IL,2013-06-16 12:58:00,2013-06-18,2014-01-13,778,not-sustained
1046460,113,10D,,600,No Affidavit,Unsustained,0,1524,19,,,,2011-06-24 15:00:00,2011-06-26,2011-10-03,354,not-sustained
1062372,113,04E,,600,No Affidavit,Unsustained,0,1513,17,1048,S MONITOR AVE,CHICAGO IL 60644,2013-05-17 19:00:00,2013-05-21,2013-08-01,354,not-sustained
1063272,113,03G,,600,No Affidavit,Unsustained,0,1523,19,,,,2013-07-01 14:00:00,2013-07-03,2013-08-01,583,not-sustained
1061389,114,09K,SU,000,Sustained,Reprimand,0,2432,04,6464,N CLARK ST,CHICAGO IL,2013-04-12 00:30:00,2013-04-12,2015-01-27,614,disciplined
1069860,115,10U,,600,No Affidavit,Unsustained,0,0912,19,,,,2014-06-17 21:30:00,2014-06-17,2014-11-04,58,not-sustained
1053857,116,03D,,600,No Affidavit,Unsustained,0,0522,17,440,W 117TH ST,CHICAGO IL 60628,2012-05-04 16:30:00,2012-05-08,2012-10-03,501,not-sustained
1059339,116,05M,NS,600,Not Sustained,Unsustained,0,0524,17,11800,S PEORIA ST,CHICAGO IL,2013-01-04 20:00:00,2013-01-04,2014-04-22,33,not-sustained
1060797,116,04E,,,Unknown,Unknown,?,0512,19,,,,2013-03-14 19:00:00,2013-03-18,2013-04-09,9,unknown
1071344,116,03G,NS,600,Not Sustained,Unsustained,0,0532,17,327,E 115TH ST,CHICAGO IL,2014-09-02 19:00:00,2014-09-03,2015-01-27,1455,not-sustained
1049161,117,05B,,600,No Affidavit,Unsustained,0,2324,17,850,W ADDISON ST,CHICAGO IL,2011-10-08 18:05:00,2011-10-08,2011-12-19,1456,not-sustained
1067822,117,09J,,600,No Affidavit,Unsustained,0,3100,03,1200,S YORK RD,ELMHURST IL 60126,2014-02-25 00:00:00,2014-03-06,2014-06-09,231,not-sustained
1045614,118,05N,NS,600,Not Sustained,Unsustained,0,0224,17,4808,S CALUMET AVE,CHICAGO IL 60615,2011-05-12 00:00:00,2011-05-23,2011-09-30,969,not-sustained
1050118,118,03C,NS,600,Not Sustained,Unsustained,0,0412,17,8600,S STONY ISLAND AVE,CHICAGO IL 60617,2011-11-18 00:00:00,2011-11-18,2012-02-14,1138,not-sustained
1055076,118,03D,,600,No Affidavit,Unsustained,0,2531,17,1332,N CENTRAL AVE,CHICAGO IL 60651,2012-03-12 10:46:00,2012-06-26,2012-08-07,578,not-sustained
1054857,118,05L,NS,600,Not Sustained,Unsustained,0,1422,17,1601,N CENTRAL PARK AVE,CHICAGO IL 60647,2012-06-18 00:00:00,2012-06-18,2013-01-24,1440,not-sustained
1056951,118,07A,NS,600,Not Sustained,Unsustained,0,1024,17,3422,W 26TH ST,CHICAGO IL,2012-09-09 17:35:00,2012-09-10,2013-01-29,1101,not-sustained
1057772,118,10J,,600,No Affidavit,Unsustained,0,1423,17,1530,N HUMBOLDT DR,CHICAGO IL 60622,2012-10-14 00:00:00,2012-10-14,2013-01-23,607,not-sustained
1063505,118,03C,,600,No Affidavit,Unsustained,0,1111,17,4625,W HURON ST,CHICAGO IL 60644,2013-07-13 12:20:00,2013-07-13,2013-08-09,833,not-sustained
1065617,118,05B,NS,600,Not Sustained,Unsustained,0,1423,17,1500,N HUMBOLDT DR,CHICAGO IL 60622,2013-10-19 22:23:00,2013-10-19,2014-02-03,841,not-sustained
1067694,118,03C,,600,No Affidavit,Unsustained,0,1111,19,,,,2014-02-25 19:20:00,2014-02-25,2014-04-09,1080,not-sustained
1067932,118,03B,,600,No Affidavit,Unsustained,0,2524,17,2431,N AVERS AVE,CHICAGO IL,2014-03-11 19:31:00,2014-03-11,2014-05-23,1307,not-sustained
1069858,118,,,,Unknown,Unknown,?,2524,17,3707,W DIVERSEY AVE,CHICAGO IL,2014-06-16 19:30:00,2014-06-17,,912,open-investigation
1071223,118,03G,NS,600,Not Sustained,Unsustained,0,1724,17,4016,N SAWYER AVE,CHICAGO IL,2014-08-20 10:00:00,2014-08-27,2014-12-18,397,not-sustained
1062450,119,10U,,600,No Affidavit,Unsustained,0,2513,17,6921,W ARMITAGE AVE,CHICAGO IL 60707,2013-05-19 00:00:00,2013-05-24,2013-08-01,1443,not-sustained
1053229,120,,,,Unknown,Unknown,?,,10,,,CHICAGO IL,2012-03-09 00:00:00,2012-04-11,,499,open-investigation
1053198,120,15D,UN,600,Unfounded,Unsustained,0,1411,19,,,,2012-04-10 00:00:00,2012-04-10,2012-04-27,1279,not-sustained
1053299,120,10U,,600,No Affidavit,Unsustained,0,2022,19,,,,2012-04-02 18:23:00,2012-04-13,2012-09-13,390,not-sustained
1055243,120,,,,Unknown,Unknown,?,1613,17,5324,N NATOMA AVE,CHICAGO IL 60656,2012-07-03 00:52:00,2012-07-03,,81,open-investigation
1061750,122,09K,SU,000,Sustained,Noted,0,1134,04,3151,W HARRISON ST,CHICAGO IL,2013-04-25 19:20:00,2013-04-25,2014-04-25,1325,sustained
1057182,123,10B,SU,001,Sustained,3,3,0213,04,3510,S MICHIGAN AVE,CHICAGO IL 60654,2012-08-31 09:00:00,2012-09-19,2014-05-08,447,disciplined
1061880,123,09J,,600,No Affidavit,Unsustained,0,3100,19,,,,2013-04-30 00:00:00,2013-04-30,2013-06-14,948,not-sustained
1045741,124,10L,SU,100,Sustained,5,5,3100,01,6501,W NORTH AVE,OAK PARK IL,2011-05-28 00:00:00,2011-05-28,2012-10-18,173,disciplined
1048037,125,05P,NS,600,Not Sustained,Unsustained,0,0833,03,3950,W 79TH ST,CHICAGO IL 60652,2011-08-26 15:13:00,2011-08-26,2013-01-24,448,not-sustained
1069097,125,10Z,,600,No Affidavit,Unsustained,0,0834,19,,,,2014-05-11 12:30:00,2014-05-11,2014-07-24,333,not-sustained
1067302,127,03D,,600,No Affidavit,Unsustained,0,0113,03,400,S STATE ST,CHICAGO IL 60605,2014-01-31 00:00:00,2014-02-03,2014-04-02,547,not-sustained
1052872,128,03B,,600,No Affidavit,Unsustained,0,1131,17,4700,W GLADYS AVE,CHICAGO IL 60644,2012-03-24 19:50:00,2012-03-27,2013-04-01,1491,not-sustained
1068659,128,04B,,600,No Affidavit,Unsustained,0,2534,17,4010,W DIVISION ST,CHICAGO IL,2014-04-17 19:00:00,2014-04-17,2014-06-17,1335,not-sustained
1062236,129,03B,,600,No Affidavit,Unsustained,0,2024,17,4800,N KENMORE AVE,CHICAGO IL,2013-05-15 21:05:00,2013-05-15,2013-07-02,1330,not-sustained
1066197,130,03D,,600,No Affidavit,Unsustained,0,1533,17,5043,W WASHINGTON BLVD,CHICAGO IL,2011-05-08 20:00:00,2013-11-20,2013-12-31,1150,not-sustained
1044266,131,10P,SU,100,Sustained,Reprimand,0,2212,04,1900,W MONTEREY AVE,CHICAGO IL 60643,2011-03-26 00:00:00,2011-03-26,2012-04-25,567,disciplined
1053561,131,10D,,600,No Affidavit,Unsustained,0,2223,14,8734,S WALLACE ST,CHICAGO IL 60620,2012-04-25 00:00:00,2012-04-25,2012-06-26,1042,not-sustained
1054356,131,10U,,600,No Affidavit,Unsustained,0,2233,19,,,,2012-05-29 00:00:00,2012-05-29,2012-07-23,1265,not-sustained
1057901,131,10U,,600,No Affidavit,Unsustained,0,2234,17,11362,S LAFLIN ST,CHICAGO IL 60643,2012-10-20 00:00:00,2012-10-21,2012-12-04,1265,not-sustained
1058716,131,10D,,600,No Affidavit,Unsustained,0,2222,19,,,,2012-11-30 05:20:00,2012-11-30,2013-03-20,549,not-sustained
1059053,131,10U,NS,600,Not Sustained,Unsustained,0,0523,17,12217,S NORMAL AVE,CHICAGO IL 60628,2012-12-16 00:00:00,2012-12-17,2014-02-13,1067,not-sustained
1065606,131,10J,,600,No Affidavit,Unsustained,0,2233,19,,,,2013-10-05 09:00:00,2013-10-19,2014-01-09,884,not-sustained
1072261,297,10U,,600,No Affidavit,Unsustained,0,0421,19,,,,2014-10-26 21:30:00,2014-10-27,2014-12-16,1223,not-sustained
1069669,131,,,,Unknown,Unknown,?,3100,03,4440,W 95TH ST,OAK LAWN IL,2014-06-08 07:30:00,2014-06-08,,1042,open-investigation
1049534,132,10U,,600,No Affidavit,Unsustained,0,0232,04,5101,S WENTWORTH AVE,CHICAGO IL 60609,2011-10-24 14:00:00,2011-10-24,2012-03-02,1151,not-sustained
1050433,132,07E,,600,No Affidavit,Unsustained,0,0622,17,300,W 87TH ST,CHICAGO IL,2011-10-23 18:00:00,2011-12-02,2012-04-05,1052,not-sustained
1053257,132,10J,,600,No Affidavit,Unsustained,0,0225,04,5401,S WENTWORTH AVE,CHICAGO IL 60609,2012-04-11 17:00:00,2012-04-12,2014-04-09,619,not-sustained
1063641,132,10J,SU,100,Sustained,Reprimand,0,0225,04,5101,S WENTWORTH AVE,CHICAGO IL 60609,2013-07-18 00:00:00,2013-07-18,2014-10-02,45,disciplined
1068672,132,10Z,,600,No Affidavit,Unsustained,0,0211,17,3338,S CALUMET AVE,CHICAGO IL,2014-04-12 21:00:00,2014-04-18,2014-10-21,442,not-sustained
1059845,133,12F,UN,600,Unfounded,Unsustained,0,0232,17,5900,S WABASH AVE,CHICAGO IL,2013-01-26 18:30:00,2013-01-30,2013-12-04,1021,not-sustained
1062184,133,,,,Unknown,Unknown,?,0411,17,7500,S DORCHESTER AVE,CHICAGO IL 60619,2013-05-03 23:30:00,2013-05-14,,419,open-investigation
1068270,133,05B,EX,600,Exonerated,Unsustained,0,,19,,,,2014-03-28 22:40:00,2014-03-29,2014-07-09,1021,not-sustained
1068573,133,03B,,600,No Affidavit,Unsustained,0,0331,17,6900,S CLYDE AVE,CHICAGO IL 60649,2014-04-13 22:50:00,2014-04-14,2014-09-11,1452,not-sustained
1068744,133,03D,,600,No Affidavit,Unsustained,0,0322,19,,,,2014-04-21 00:30:00,2014-04-23,2014-07-15,1452,not-sustained
1069940,133,03G,,,Unknown,Unknown,?,0332,19,,,,2014-06-20 17:15:00,2014-06-22,2014-07-15,1052,unknown
1070423,133,03G,,600,No Affidavit,Unsustained,0,0314,19,,,,2014-07-18 04:15:00,2014-07-18,2014-10-03,1082,not-sustained
1072651,133,03G,,600,No Affidavit,Unsustained,0,0734,17,1300,W 72ND PL,CHICAGO IL,2014-11-21 17:00:00,2014-11-21,2015-02-27,1452,not-sustained
1073190,133,03C,,600,No Affidavit,Unsustained,0,0334,19,,,,2014-12-29 20:29:00,2015-01-02,2015-03-06,1452,not-sustained
1051056,134,03C,NS,600,Not Sustained,Unsustained,0,0614,19,,,,2012-01-01 00:00:00,2012-01-04,2012-06-27,918,not-sustained
1056838,134,05A,,600,No Affidavit,Unsustained,0,0621,17,7600,S HALSTED ST,CHICAGO IL 60620,2012-09-04 17:57:00,2012-09-04,2012-12-04,1170,not-sustained
1060017,134,10U,,600,No Affidavit,Unsustained,0,0624,19,,,,2013-02-07 16:30:00,2013-02-08,2013-04-19,920,not-sustained
1045549,135,03B,,600,No Affidavit,Unsustained,0,2023,19,,,,2011-05-20 00:00:00,2011-05-20,2011-06-30,924,not-sustained
1046343,135,05A,NS,600,Not Sustained,Unsustained,0,2033,17,1448,W CARMEN AVE,CHICAGO IL 60640,2011-06-21 23:35:00,2011-06-22,2014-10-02,1156,not-sustained
1047721,135,10Z,NS,600,Not Sustained,Unsustained,0,0231,17,5500,S DR MARTIN LUTHER KING JR DR,CHICAGO IL 60615,2011-08-13 12:45:00,2011-08-15,2012-08-09,916,not-sustained
1048915,135,03G,EX,600,Exonerated,Unsustained,0,1713,17,4800,N KEDZIE AVE,CHICAGO IL,2011-09-29 10:50:00,2011-09-29,2012-02-02,1279,not-sustained
1052191,135,04E,,600,No Affidavit,Unsustained,0,2011,17,5952,N LINCOLN AVE,CHICAGO IL 60659,2012-02-26 00:00:00,2012-02-28,2012-05-09,924,not-sustained
1057279,135,03B,,,Unknown,Unknown,?,1913,17,1232,W LELAND AVE,CHICAGO IL 60640,2012-08-16 05:00:00,2012-09-23,2012-12-06,924,unknown
1062074,135,03G,,600,No Affidavit,Unsustained,0,2422,17,1632,W JUNEWAY TER,CHICAGO IL,2013-03-26 19:00:00,2013-05-08,2013-10-25,289,not-sustained
1062469,135,03G,,600,No Affidavit,Unsustained,0,1533,17,600,S CICERO AVE,CHICAGO IL 60644,2013-05-24 00:00:00,2013-05-25,2013-10-23,289,not-sustained
1062700,135,04E,,600,No Affidavit,Unsustained,0,2525,17,3951,W FULLERTON AVE,CHICAGO IL 60647,2013-06-03 00:00:00,2013-06-05,2013-08-09,289,not-sustained
1067710,135,03G,,600,No Affidavit,Unsustained,0,1132,17,4050,W GLADYS AVE,CHICAGO IL 60624,2014-02-26 20:17:00,2014-02-26,2014-05-23,289,not-sustained
1068918,135,,,,Unknown,Unknown,?,1522,17,5201,W JACKSON BLVD,CHICAGO IL 60644,2014-05-01 23:00:00,2014-05-02,,960,open-investigation
1067434,136,03C,,600,No Affidavit,Unsustained,0,1133,19,,,,2014-02-10 10:00:00,2014-02-10,2014-06-17,1381,not-sustained
1070265,136,03D,NS,600,Unfounded,Unsustained,0,2424,17,7319,N ROGERS AVE,CHICAGO IL,2014-02-04 17:30:00,2014-07-10,2014-09-23,987,not-sustained
1072169,136,,,,Unknown,Unknown,?,2423,17,1608,W SHERWIN AVE,CHICAGO IL 60626,2014-10-22 00:00:00,2014-10-22,,231,open-investigation
1056165,139,03C,NS,600,Not Sustained,Unsustained,0,1223,19,,,,2012-08-08 05:45:00,2012-08-08,2013-05-20,1124,not-sustained
1068427,141,03G,,600,No Affidavit,Unsustained,0,2412,17,2000,W DEVON AVE,CHICAGO IL 60645,2014-04-04 21:00:00,2014-04-06,2014-05-21,833,not-sustained
1050431,142,05B,NS,600,Not Sustained,Unsustained,0,2222,17,8700,S LOOMIS ST,CHICAGO IL 60620,2011-12-02 13:00:00,2011-12-02,2012-06-19,645,not-sustained
1056064,142,05A,NS,600,Not Sustained,Unsustained,0,0333,17,1950,E 72ND PL,CHICAGO IL 60649,2012-07-30 20:44:00,2012-08-03,2013-12-24,656,not-sustained
1060234,142,03G,,,Unknown,Unknown,?,2232,17,10300,S ABERDEEN ST,CHICAGO IL 60643,2013-02-18 12:37:00,2013-02-19,2013-03-19,543,unknown
1072890,143,,,,Unknown,Unknown,?,2413,17,2340,W PETERSON AVE,CHICAGO IL 60659,2014-11-05 09:30:00,2014-12-09,,702,open-investigation
1054667,144,05A,,600,No Affidavit,Unsustained,0,1024,17,2359,S HOMAN AVE,CHICAGO IL 60623,2012-06-10 21:00:00,2012-06-11,2012-10-26,309,not-sustained
1058968,144,05P,,600,No Affidavit,Unsustained,0,1022,19,,,,2012-11-28 00:00:00,2012-12-12,2013-04-01,1456,not-sustained
1049272,145,03G,EX,600,Exonerated,Unsustained,0,1313,19,,,,2011-10-12 00:00:00,2011-10-13,2011-12-16,9,not-sustained
1051139,145,05A,NS,600,No Affidavit,Unsustained,0,1524,19,,,,2012-01-01 00:00:00,2012-01-09,2014-01-23,969,not-sustained
1072133,145,03B,,,Unknown,Unknown,?,2532,17,1222,N LARAMIE AVE,CHICAGO IL 60651,2012-02-01 18:19:00,2014-10-21,2014-11-14,578,unknown
1056883,145,03C,UN,600,Unfounded,Unsustained,0,0823,19,,,,2012-09-06 17:30:00,2012-09-06,2012-12-14,1493,not-sustained
