officer_id,crid
9343,1062978
559,1063003
7008,1063003
9424,1063003
3207,1063004
3453,1063004
9530,1063016
6437,1063037
5525,1063059
7336,1063096
5708,1063111
8549,1063111
8783,1063111
9459,1063111
8662,1063157
7420,1063178
9035,1063195
5231,1063319
4384,1063333
1331,1063349
5506,1063349
7483,1063349
7265,1063352
581,1063371
9598,1063371
646,1063397
9478,1063397
232,1063400
2979,1063407
3999,1063407
9594,1063424
9620,1063456
9443,1063482
1023,1063486
2745,1063486
8965,1063488
8965,1063489
9211,1063519
1007,1063527
3835,1063527
5980,1063527
637,1063532
9120,1063532
9392,1063532
8965,1063535
9529,1063553
3588,1063564
1680,1063569
2194,1063583
9126,1063593
5599,1063610
5708,1063610
8549,1063610
3546,1063626
6720,1063648
9222,1063648
3006,1063668
490,1063700
7635,1063700
174,1063735
1669,1063735
2916,1063735
3042,1063735
3201,1063735
6420,1063735
7459,1063735
5202,1063803
2409,1063821
5208,1063821
5818,1063825
6789,1063859
9199,1063866
6749,1063870
1976,1063874
3330,1063874
3339,1063874
5408,1063874
6930,1063874
7407,1063874
7871,1063874
8283,1063874
8502,1063874
9579,1063878
5253,1063892
9574,1063892
785,1063933
2276,1063933
560,1063935
1269,1063935
9417,1063935
8660,1063950
2010,1063962
4785,1063969
5635,1063969
6377,1063969
6962,1063969
7918,1063969
2446,1063973
9264,1063973
9541,1063973
1674,1063996
3688,1064039
9028,1064042
3550,1064089
8467,1064089
8450,1064101
9120,1064140
6332,1064148
4792,1064150
9225,1064180
802,1064218
1118,1064218
1966,1064218
5263,1064218
8455,1064218
8957,1064233
9005,1064233
1263,1064268
3023,1064268
4434,1064268
9096,1064268
4367,1064297
5718,1064323
823,1064324
996,1064324
1627,1064340
9607,1064369
1051,1064389
7072,1064389
9188,1064419
9315,1064453
9344,1064453
7765,1064492
9198,1064492
9634,1064492
729,1064495
9551,1064495
1137,1064534
7845,1064534
9357,1064552
862,1064568
1178,1064568
2523,1064568
2812,1064568
4250,1064568
8515,1064568
8723,1064568
9106,1064568
9134,1064568
9154,1064568
9174,1064568
9349,1064568
9649,1064568
387,1064662
9653,1064662
1806,1064727
3872,1064727
4167,1064727
8004,1064734
1763,1064754
2883,1064754
4963,1064754
7886,1064754
145,1064854
1419,1064854
3530,1064854
6324,1064854
4039,1064877
6522,1064877
7026,1064886
9114,1064886
7119,1064895
7285,1064895
2472,1064912
1160,1064958
2346,1064958
4288,1064958
7257,1064958
3024,1065005
3981,1065005
5285,1065020
9079,1065027
9303,1065038
3550,1065043
1749,1065052
2718,1065052
8550,1065052
9369,1065052
9592,1065052
5877,1065057
8453,1065057
9018,1065057
7386,1065076
282,1065091
2075,1065091
2882,1065091
3079,1065091
3695,1065091
6039,1065091
7938,1065091
9301,1065091
9325,1065091
9628,1065091
5809,1065115
2026,1065173
9405,1065173
561,1065184
6838,1065184
9355,1065184
908,1065189
9320,1065189
1340,1065200
1724,1065200
2225,1065200
2956,1065200
3174,1065200
5285,1065200
5669,1065200
5978,1065200
9086,1065200
8891,1065214
7231,1065236
9612,1065236
326,1065264
1145,1065264
1501,1065264
2364,1065264
3778,1065264
5036,1065264
5344,1065264
7247,1065264
7857,1065264
8486,1065264
9584,1065264
3431,1065270
6865,1065270
5798,1065335
5869,1065336
0,1065378
4864,1065383
8842,1065383
6519,1065428
8169,1065428
9049,1065428
9385,1065428
887,1065449
507,1065485
5607,1065503
8597,1065524
8727,1065524
1410,1065542
9001,1065542
9477,1065542
5378,1065556
7592,1065559
4317,1065597
4577,1065597
8564,1065597
2497,1065687
2835,1065687
8682,1065706
1705,1065722
6528,1065722
8264,1065722
9111,1065722
9169,1065722
9309,1065722
6857,1065723
5208,1065729
6310,1065758
9581,1065758
5630,1065778
251,1065812
2340,1065812
1976,1065814
995,1065820
9030,1065834
9343,1065834
2448,1065865
4596,1065865
1307,1065901
4067,1065965
5161,1065984
9242,1065991
9122,1066062
5500,1066117
9386,1066117
636,1066142
7536,1066218
321,1066220
5098,1066265
8954,1066273
5433,1066294
8824,1066294
1007,1066306
3916,1066309
4279,1066309
4710,1066309
5866,1066309
6884,1066309
3121,1066315
3854,1066315
5140,1066315
7490,1066315
1113,1066322
1403,1066322
16,1066361
8004,1066361
2552,1066363
2245,1066378
2691,1066378
8977,1066378
9447,1066378
0,1066384
3020,1066402
3815,1066418
1679,1066430
9326,1066484
7630,1066489
8594,1066529
2265,1066553
7074,1066599
3557,1066614
5292,1066614
5320,1066614
4032,1066646
9263,1066646
9182,1066655
4991,1066656
2302,1066673
9067,1066673
9345,1066673
9694,1066673
9456,1066681
2916,1066697
3042,1066697
4139,1066697
5552,1066697
6420,1066697
7459,1066697
7865,1066697
8548,1066697
8619,1066697
557,1066710
1743,1066710
2807,1066713
9088,1066756
1851,1066781
3916,1066781
4710,1066781
6884,1066781
1540,1066825
5105,1066825
4491,1066828
4688,1066828
294,1066870
3815,1066870
4095,1066870
6925,1066870
7635,1066870
8971,1066870
9323,1066870
0,1066916
9014,1066953
9507,1066953
1310,1066961
2170,1066961
3508,1066961
4056,1066961
7509,1066961
9078,1066961
9297,1066961
9474,1066961
9047,1066993
7645,1066997
6613,1067027
9027,1067027
640,1067052
9441,1067052
662,1067056
192,1067088
8458,1067181
144,1067194
4288,1067194
4589,1067194
6633,1067194
6930,1067194
7155,1067194
6319,1067201
5419,1067204
241,1067217
9466,1067233
8305,1067272
9532,1067272
2166,1067276
2389,1067276
8982,1067276
9408,1067276
300,1067292
6995,1067292
0,1067300
8447,1067349
0,1067393
2036,1067418
2862,1067418
9055,1067418
9528,1067418
915,1067425
6466,1067436
9022,1067436
1387,1067465
5810,1067465
9588,1067494
9544,1067502
7265,1067526
531,1067550
7843,1067550
1303,1067553
9621,1067611
4101,1067615
4844,1067615
5480,1067615
5481,1067615
6400,1067615
6603,1067615
7455,1067615
4973,1067622
6508,1067622
8991,1067622
9110,1067622
2778,1067628
3256,1067628
4019,1067628
5111,1067628
6634,1067628
7906,1067628
8607,1067628
9101,1067628
9138,1067628
2231,1067646
9623,1067654
9102,1067691
3621,1067714
6411,1067748
7097,1067748
8285,1067748
2478,1067758
6673,1067759
9460,1067759
9489,1067759
5079,1067778
3500,1067791
8968,1067791
192,1067807
616,1067807
935,1067807
5399,1067807
6134,1067807
6205,1067807
7144,1067807
8135,1067807
8502,1067807
8900,1067807
9236,1067813
3459,1067864
9440,1067864
561,1067876
769,1067876
1749,1067876
2470,1067876
3348,1067876
4081,1067876
4336,1067876
4351,1067876
6038,1067876
7409,1067876
9616,1067941
0,1067982
5857,1068001
1178,1068033
8515,1068033
332,1068041
9160,1068041
8840,1068048
9583,1068048
5121,1068060
7144,1068060
113,1068062
1244,1068062
6506,1068062
9606,1068070
5691,1068071
0,1068087
9604,1068189
235,1068191
382,1068191
421,1068191
428,1068191
1417,1068191
1463,1068191
1975,1068191
2022,1068191
4551,1068191
6043,1068191
6054,1068191
8167,1068191
8627,1068191
9308,1068191
6083,1068193
2809,1068207
6206,1068253
0,1068255
9033,1068258
9044,1068258
6542,1068270
7010,1068270
8941,1068270
746,1068273
1047,1068273
1576,1068273
2627,1068273
3962,1068273
5990,1068273
6411,1068273
6537,1068273
7097,1068273
7691,1068273
3207,1068274
2036,1068301
5215,1068308
9250,1068308
504,1068309
1516,1068309
4376,1068309
5672,1068309
5904,1068309
8230,1068309
4085,1068340
6240,1068340
9265,1068340
5234,1068352
8950,1068352
9351,1068352
3712,1068381
5090,1068381
6178,1068381
9320,1068381
1079,1068385
9064,1068385
4669,1068395
4729,1068395
9209,1068395
4582,1068397
129,1068406
1064,1068406
8767,1068406
9243,1068406
7556,1068457
1420,1068475
6372,1068475
9039,1068485
4122,1068486
9462,1068486
1416,1068494
9196,1068494
9622,1068494
1997,1068506
3583,1068506
9280,1068587
294,1068614
1538,1068614
2343,1068614
3075,1068614
3897,1068614
4157,1068614
7508,1068614
713,1068634
6506,1068634
6573,1068634
6664,1068634
4844,1068664
806,1068770
2334,1068770
1382,1068794
3402,1068794
6117,1068794
1889,1068851
4468,1068851
6236,1068851
9168,1068875
582,1068907
746,1068907
1047,1068907
1335,1068907
2627,1068907
5990,1068907
7691,1068907
9360,1068914
1274,1068926
5130,1068926
5229,1068926
5910,1068926
8203,1068926
8573,1068926
9168,1069025
1793,1069039
2715,1069039
3325,1069039
4150,1069039
2561,1069051
8620,1069070
385,1069082
1739,1069082
3973,1069082
5147,1069082
5772,1069082
7403,1069082
7674,1069082
9290,1069082
9448,1069082
5456,1069174
6869,1069176
6878,1069176
8990,1069176
6658,1069179
2845,1069191
5925,1069221
3833,1069222
7094,1069222
8016,1069222
9321,1069222
9402,1069222
8998,1069257
4557,1069260
9135,1069260
8091,1069262
6517,1069279
8007,1069306
3032,1069324
2611,1069335
3705,1069362
2068,1069376
6480,1069376
3598,1069388
8241,1069410
9178,1069417
4885,1069432
4483,1069445
5865,1069445
8338,1069448
7748,1069455
3840,1069462
6676,1069466
673,1069518
3356,1069518
4941,1069518
5419,1069518
5462,1069518
6826,1069518
8185,1069518
8254,1069518
8265,1069518
8698,1069518
8891,1069518
9316,1069518
7810,1069521
8943,1069521
249,1069528
6799,1069528
2718,1069613
1113,1069617
1520,1069639
4637,1069690
2638,1069700
4594,1069700
8870,1069700
9364,1069700
2388,1069702
9521,1069705
7499,1069725
1042,1069752
0,1069798
2273,1069825
9057,1069863
1096,1069864
9070,1069864
9268,1069864
9407,1069864
3529,1069870
9097,1069870
6947,1069946
6642,1070041
9565,1070041
5598,1070053
1171,1070128
3356,1070128
6280,1070128
957,1070130
1792,1070130
6000,1070130
4728,1070159
9493,1070159
9664,1070159
6464,1070210
8934,1070210
9464,1070210
8930,1070219
9159,1070219
4341,1070239
8957,1070239
9509,1070239
9578,1070239
6913,1070257
0,1070340
6461,1070354
5098,1070359
9513,1070363
605,1070370
228,1070413
1375,1070413
7026,1070413
7499,1070413
9627,1070428
9430,1070446
4226,1070528
9207,1070528
6523,1070532
884,1070559
7095,1070573
7837,1070606
9222,1070613
51,1070643
88,1070643
1078,1070643
2530,1070643
3339,1070643
4658,1070643
5063,1070643
5516,1070643
6531,1070643
6765,1070643
7088,1070643
7170,1070643
7966,1070643
8951,1070643
9187,1070643
227,1070661
3175,1070691
4030,1070691
7686,1070691
8138,1070701
1743,1070730
4284,1070730
9190,1070744
251,1070746
3837,1070746
6739,1070746
7972,1070746
9488,1070746
8963,1070784
9288,1070784
169,1070792
9179,1070792
2306,1070799
6832,1070821
6858,1070821
1795,1070824
0,1070900
7775,1070911
9328,1071088
9553,1071088
681,1071101
874,1071141
1152,1071141
4408,1071141
4426,1071141
4447,1071141
4926,1071141
4930,1071141
5733,1071141
6018,1071141
6059,1071141
8133,1071141
8563,1071141
1558,1071149
3397,1071149
8170,1071207
5425,1071219
490,1071226
2343,1071226
3815,1071226
914,1071279
3071,1071279
3982,1071279
5020,1071279
5595,1071279
9095,1071279
9327,1071279
9400,1071279
9434,1071279
9566,1071279
1225,1071283
2221,1071283
7027,1071283
9032,1071283
4954,1071303
5940,1071319
9153,1071322
646,1071330
5725,1071330
6552,1071330
9019,1071330
9193,1071330
9629,1071355
1892,1071486
6264,1071486
7507,1071486
9684,1071486
1891,1071499
4804,1071499
3501,1071517
7019,1071517
3465,1071609
9262,1071609
9585,1071609
9522,1071616
4549,1071629
5304,1071629
1523,1071631
7987,1071631
1375,1071672
2298,1071672
3244,1071672
3404,1071672
3728,1071672
6169,1071672
6295,1071672
7026,1071672
7499,1071672
8881,1071672
9080,1071672
425,1071711
9605,1071711
924,1071723
1247,1071733
2026,1071733
2359,1071733
2422,1071733
2854,1071733
3365,1071733
4174,1071733
9405,1071733
9431,1071733
9648,1071733
9085,1071740
9139,1071740
9381,1071740
9681,1071740
3723,1071829
9021,1071841
2670,1071843
9225,1071843
9285,1071843
9490,1071843
9609,1071843
3287,1071850
9502,1071850
146,1071853
243,1071853
373,1071853
974,1071853
1164,1071853
2324,1071853
2377,1071853
5628,1071853
5953,1071853
6270,1071853
9121,1071853
9640,1071853
1278,1071880
4093,1071886
9476,1071886
9495,1071886
9692,1071886
2207,1071905
2532,1071905
4506,1071968
5875,1071968
9002,1071968
9302,1071968
2171,1071986
5383,1071992
8215,1071992
4609,1072046
9084,1072046
9583,1072098
1806,1072128
2593,1072128
4091,1072128
4601,1072128
4945,1072128
9527,1072138
1576,1072148
3962,1072148
6537,1072148
7097,1072148
7425,1072148
7918,1072148
8285,1072148
4062,1072169
5827,1072169
6055,1072169
9164,1072169
9279,1072169
2287,1072170
8751,1072198
9611,1072201
9274,1072319
4679,1072367
299,1072382
6203,1072408
1326,1072409
5056,1072409
9073,1072409
9091,1072414
9120,1072414
9421,1072414
9413,1072418
2190,1072449
4941,1072449
8978,1072449
9455,1072449
334,1072482
3708,1072482
9147,1072482
1023,1072519
2039,1072519
2041,1072519
2745,1072519
7052,1072519
8029,1072519
8884,1072519
8893,1072519
268,1072527
1737,1072527
3808,1072527
5101,1072527
5734,1072527
7063,1072527
9000,1072527
9366,1072527
9542,1072527
2336,1072531
4785,1072531
5224,1072531
6377,1072531
6431,1072531
6962,1072531
7332,1072531
8037,1072531
8370,1072531
7978,1072539
2237,1072554
2477,1072554
2718,1072554
3586,1072554
6688,1072554
6948,1072554
7508,1072554
7676,1072554
8399,1072554
8935,1072554
9165,1072554
527,1072576
6154,1072576
2078,1072623
8420,1072623
9301,1072623
9499,1072623
696,1072632
2558,1072632
2863,1072632
4450,1072632
9081,1072636
9214,1072636
9683,1072636
9127,1072664
9687,1072665
2511,1072666
4986,1072760
693,1072771
8055,1072776
8338,1072776
9371,1072776
6830,1072838
5342,1072858
3346,1072865
5754,1072865
9492,1072865
1698,1072880
1803,1072880
466,1072922
778,1072922
1396,1072922
3554,1072922
4079,1072922
9117,1072922
9401,1072922
182,1072924
1230,1072924
3277,1072924
4380,1072924
6774,1072924
9492,1072924
9558,1072924
5336,1072953
399,1072999
9280,1072999
8076,1073008
9069,1073008
9587,1073037
9608,1073037
7845,1073050
8311,1073050
9562,1073059
720,1073070
1558,1073070
1634,1073070
2275,1073070
2298,1073070
2661,1073070
3397,1073070
4330,1073070
4365,1073070
7372,1073070
7893,1073070
8041,1073070
2240,1073076
9376,1073076
6343,1073081
9561,1073098
9617,1073098
936,1073123
1232,1073123
3395,1073123
5461,1073123
5989,1073123
6050,1073123
8493,1073123
8925,1073123
8960,1073123
5643,1073132
8481,1073132
9646,1073134
774,1073166
9210,1073166
2643,1073183
3214,1073183
6572,1073183
8629,1073183
8637,1073183
933,1073185
4053,1073196
7147,1073196
7906,1073196
9101,1073196
6738,1073227
9437,1073227
3962,1073264
5851,1073264
5874,1073264
5990,1073264
6373,1073264
8426,1073264
8281,1073271
9494,1073271
317,1073276
3096,1073276
6900,1073276
8182,1073276
9583,1073282
5064,1073295
7042,1073295
7361,1073323
7894,1073324
493,1073329
5433,1073329
7550,1073329
7490,1073347
445,1073354
2705,1073354
8265,1073379
1523,1073410
6294,1073410
8132,1073410
3489,1073457
9058,1073457
656,1073458
3769,1073458
3271,1073528
4950,1073528
1145,1073532
1148,1073532
1501,1073532
5220,1073532
5344,1073532
5778,1073532
6974,1073532
8411,1073532
8486,1073532
9365,1073532
9669,1073554
445,1073617
8665,1073617
8993,1073617
9143,1073617
9256,1073617
9257,1073617
8481,1073621
1015,1073634
7600,1073643
9076,1073643
451,1073648
7235,1073705
9125,1073705
9390,1073705
7992,1073738
9089,1073738
9313,1073738
8132,1073749
7817,1073771
8204,1073771
9224,1073771
2938,1073831
5849,1073831
6588,1073875
9347,1073897
405,1073899
8044,1073899
1116,1073905
0,1073925
2946,1073940
9060,1073982
3754,1074112
8674,1074112
9389,1074112
2567,1074113
9556,1074113
9352,1074143
4065,1074204
9654,1074204
4579,1074207
97,1074212
5510,1074236
6548,1074279
2749,1074312
5669,1074323
0,1074360
7009,1074385
891,1074397
9409,1074399
9675,1074399
277,1074411
1420,1074411
9377,1074430
4568,1074485
1576,1074504
3712,1074504
5973,1074504
6245,1074504
6411,1074504
7918,1074504
3108,1074514
7466,1074514
4311,1074527
6677,1074529
7300,1074558
4918,1074608
9232,1074608
4039,1074613
9167,1074613
4865,1074619
9675,1074619
9162,1074659
832,1074669
4101,1074669
6802,1074669
8573,1074669
9699,1074669
825,1074685
9200,1074685
4812,1074703
190,1074705
5294,1074705
6312,1074705
1136,1074721
0,1074759
2610,1074767
3370,1074774
4928,1074774
2825,1074789
6712,1074789
7722,1074789
953,1074829
2446,1074829
5754,1074829
6242,1074852
632,1074905
665,1074905
6960,1074905
6501,1074907
3081,1074927
6403,1074927
6948,1074927
9184,1074927
9361,1074927
9382,1074927
9510,1074927
9647,1074927
389,1074943
7519,1074943
7585,1074943
4377,1074994
9195,1075017
2366,1075047
2635,1075089
5382,1075091
766,1075094
4033,1075094
7670,1075103
2144,1075104
6239,1075104
7550,1075104
9419,1075111
9437,1075111
3298,1075158
1994,1075179
4749,1075179
8956,1075179
9093,1075179
9567,1075179
143,1075188
1221,1075188
1632,1075188
2530,1075188
4335,1075188
8933,1075188
9130,1075188
3583,1075225
5748,1075241
1847,1075283
8781,1075283
9016,1075283
4660,1075297
6046,1075325
2989,1075389
5389,1075403
6672,1075403
0,1075427
9461,1075453
6164,1075460
9674,1075460
177,1075465
2275,1075479
2462,1075479
4365,1075479
4609,1075479
8742,1075479
9084,1075479
9632,1075479
0,1075490
3809,1075542
6654,1075542
9519,1075542
6008,1075586
9031,1075589
654,1075607
3032,1075631
7176,1075637
8975,1075667
9048,1075667
9053,1075683
9499,1075683
8947,1075691
0,1075706
7047,1075727
2195,1075750
2535,1075750
2647,1075750
3443,1075750
3482,1075750
4123,1075750
7216,1075750
8534,1075750
9299,1075750
9415,1075750
6523,1075763
0,1075784
3959,1075831
4057,1075838
9580,1075839
407,1075891
9335,1075891
9065,1075929
9228,1075929
621,1075955
1218,1075955
1826,1075955
2073,1075955
2182,1075955
3710,1075955
3830,1075955
5278,1075955
5341,1075955
5839,1075955
6273,1075955
6881,1075955
6998,1075955
7724,1075955
8207,1075955
9576,1075955
9653,1075955
9564,1075958
4268,1076063
5515,1076063
9491,1076063
5419,1076136
9105,1076161
457,1076217
6970,1076229
9690,1076229
0,1076274
0,1076307
9655,1076312
8364,1076341
268,1076357
573,1076357
3108,1076357
3893,1076357
9446,1076357
1421,1076393
101,1076398
0,1076403
5772,1076413
5830,1076413
1172,1076512
9177,1076540
9052,1076596
2154,1076629
4093,1076629
9240,1076629
9621,1076629
1296,1076665
1572,1076665
1683,1076665
2656,1076665
147,1076706
4452,1076740
3181,1076743
9133,1076778
