officer_id,crid
967,1047003
9356,1047003
4328,1047022
8996,1047028
9465,1047028
3363,1047073
4823,1047074
9157,1047087
9671,1047097
5117,1047100
3586,1047103
4147,1047103
9701,1047103
9090,1047129
2398,1047133
100,1047148
4522,1047148
4574,1047148
6915,1047148
7967,1047148
8566,1047148
9666,1047148
9050,1047152
9272,1047153
9650,1047153
1048,1047179
6635,1047199
8099,1047233
390,1047249
4764,1047253
156,1047268
7095,1047268
4764,1047276
6739,1047300
1715,1047313
8549,1047313
9317,1047317
412,1047319
2009,1047319
3458,1047319
9597,1047319
9670,1047319
2971,1047327
3627,1047327
3823,1047327
7108,1047327
5481,1047405
6164,1047442
7499,1047442
8742,1047442
5063,1047530
1502,1047532
5475,1047532
9216,1047532
1491,1047589
9503,1047630
9631,1047630
5461,1047639
3219,1047650
8952,1047650
9185,1047650
2036,1047669
6413,1047673
5840,1047676
9506,1047687
9223,1047700
5455,1047721
2702,1047739
8961,1047739
9311,1047739
7116,1047743
9140,1047743
728,1047783
865,1047783
3525,1047783
4167,1047783
6516,1047783
7286,1047783
7494,1047783
8631,1047783
1368,1047791
4008,1047791
6015,1047791
9550,1047791
9639,1047791
2386,1047795
4807,1047795
1534,1047799
3547,1047824
2974,1047838
9387,1047838
9355,1047846
3193,1047904
7913,1047907
2809,1047925
9332,1047931
606,1047936
4779,1047936
8646,1047936
9059,1047936
9220,1047936
3181,1047939
5584,1047939
6963,1047939
3866,1047984
6436,1047984
7996,1047984
9687,1047984
3816,1047990
9281,1047990
9514,1047990
9663,1047990
9677,1047990
601,1048041
1810,1048041
2273,1048041
6574,1048062
8841,1048062
7506,1048075
9393,1048075
1222,1048077
2540,1048077
4000,1048077
5368,1048077
8972,1048077
4152,1048079
8054,1048088
527,1048102
1216,1048102
1330,1048102
1923,1048102
1216,1048121
1923,1048121
754,1048134
1279,1048134
2511,1048134
5385,1048134
6392,1048134
9500,1048134
7089,1048149
7698,1048155
9575,1048155
4168,1048179
5802,1048179
2720,1048277
4221,1048296
2575,1048368
8745,1048368
9260,1048368
2313,1048369
2973,1048369
6837,1048369
9538,1048407
5348,1048409
6370,1048411
2282,1048426
7217,1048435
9212,1048481
9237,1048481
8970,1048497
1124,1048525
383,1048527
2006,1048527
7698,1048529
9418,1048556
1459,1048561
4973,1048562
9249,1048562
2456,1048571
4308,1048571
9077,1048571
9146,1048571
5054,1048615
9398,1048615
9482,1048615
990,1048641
9112,1048641
599,1048681
2268,1048681
4442,1048681
4584,1048681
6160,1048681
7037,1048681
8850,1048681
9151,1048681
9704,1048681
9350,1048689
9645,1048700
9698,1048700
1721,1048706
2841,1048706
2887,1048723
9287,1048755
9003,1048758
9379,1048758
7217,1048774
2508,1048799
3867,1048799
1558,1048811
6180,1048811
8660,1048811
9163,1048811
8939,1048851
9396,1048851
709,1048854
2291,1048871
4441,1048901
8833,1048901
989,1048903
5362,1048903
8775,1048905
6798,1048926
9391,1048926
1822,1048935
8466,1048947
8955,1048951
1651,1048993
4333,1048993
4930,1048993
9508,1048993
0,1048999
9526,1049002
1094,1049077
4147,1049077
6269,1049077
9382,1049077
5061,1049091
8832,1049091
8645,1049096
2700,1049118
7570,1049150
9600,1049150
1441,1049154
3411,1049161
6871,1049161
8798,1049170
1140,1049193
7470,1049193
5205,1049208
9276,1049212
9452,1049212
9497,1049212
7403,1049215
8939,1049215
9396,1049215
9484,1049215
9602,1049215
9657,1049215
9688,1049268
2256,1049270
978,1049350
9098,1049350
3719,1049362
3098,1049415
3299,1049415
8630,1049415
9582,1049415
5876,1049421
3641,1049425
427,1049429
1294,1049448
1543,1049448
2072,1049448
2088,1049448
5033,1049448
8942,1049448
9034,1049448
9045,1049448
9221,1049448
9258,1049448
9307,1049448
9445,1049448
9449,1049448
424,1049457
9278,1049461
7485,1049488
6246,1049494
1623,1049532
1871,1049532
3882,1049532
5437,1049532
9439,1049532
3548,1049552
5184,1049552
7591,1049552
9453,1049569
979,1049584
382,1049586
8525,1049636
9346,1049636
8622,1049659
9123,1049659
9410,1049659
9659,1049659
4251,1049687
6513,1049687
3544,1049697
4779,1049700
1533,1049735
1860,1049735
2961,1049735
5923,1049735
5170,1049739
9306,1049740
2105,1049763
2286,1049763
4347,1049779
5414,1049779
4626,1049799
7241,1049813
2280,1049819
3387,1049819
3761,1049819
6990,1049819
3527,1049834
8474,1049834
9570,1049836
411,1049850
8210,1049853
2014,1049892
3000,1049892
4815,1049892
3069,1049910
6044,1049910
6294,1049910
8535,1049931
1135,1049993
5967,1049993
9703,1049997
4920,1050011
5859,1050013
246,1050032
2718,1050032
2869,1050032
3349,1050032
8038,1050032
8173,1050032
9432,1050032
5298,1050042
8468,1050042
9054,1050042
0,1050074
3781,1050081
4120,1050081
6117,1050081
7152,1050081
8434,1050081
6004,1050085
7407,1050085
4934,1050107
6300,1050107
9554,1050138
5189,1050139
2647,1050142
7694,1050142
5586,1050154
2368,1050156
8093,1050156
1302,1050160
5270,1050175
3344,1050193
1761,1050256
6254,1050256
8376,1050261
2696,1050264
7726,1050264
9241,1050285
4039,1050290
9520,1050290
379,1050298
8994,1050298
2293,1050312
3153,1050330
9254,1050334
9496,1050338
0,1050340
1177,1050341
8875,1050341
9463,1050341
9539,1050341
8967,1050351
9697,1050382
1746,1050389
3236,1050389
6915,1050389
1540,1050402
5105,1050402
3407,1050421
8875,1050421
9139,1050421
9261,1050421
9463,1050421
868,1050425
4066,1050431
7728,1050448
190,1050498
301,1050498
980,1050498
1603,1050498
2577,1050498
3705,1050498
4044,1050498
4379,1050498
4409,1050498
6259,1050498
6356,1050498
8932,1050498
9244,1050498
9271,1050498
9619,1050498
817,1050502
9398,1050502
7730,1050553
4975,1050573
9504,1050573
7165,1050599
2807,1050606
6131,1050606
0,1050621
8973,1050623
9013,1050623
9531,1050637
9673,1050637
623,1050653
4535,1050653
6283,1050653
3060,1050657
8297,1050657
5249,1050671
9014,1050671
9468,1050692
2358,1050708
6301,1050715
9226,1050723
9549,1050725
7733,1050750
9148,1050750
891,1050759
2449,1050784
2874,1050784
6235,1050787
9066,1050799
9561,1050866
858,1050944
6069,1050944
3118,1050949
3984,1050949
4667,1050949
5133,1050949
7052,1050949
8029,1050949
8215,1050949
9150,1050949
5673,1050956
9618,1050956
6117,1051016
6511,1051016
8065,1051016
9668,1051021
8889,1051026
3389,1051030
5925,1051044
2038,1051052
7475,1051052
9555,1051052
651,1051071
6433,1051081
9614,1051081
9672,1051081
9104,1051141
7526,1051149
7670,1051149
1623,1051158
6115,1051158
6327,1051158
4224,1051177
8937,1051177
3909,1051214
9042,1051242
64,1051248
7592,1051248
8984,1051267
9471,1051292
9568,1051292
1052,1051295
3598,1051295
4348,1051295
6551,1051295
2441,1051299
2994,1051299
9633,1051299
5487,1051325
6080,1051325
9041,1051325
4531,1051346
2205,1051363
7765,1051363
8149,1051363
9087,1051363
9245,1051382
192,1051388
6698,1051388
1171,1051397
1721,1051415
3827,1051415
5057,1051415
582,1051452
2627,1051452
6907,1051525
491,1051587
363,1051616
2343,1051616
4147,1051616
6488,1051616
5556,1051680
8926,1051706
9063,1051706
9083,1051706
9294,1051706
9438,1051706
7946,1051708
9229,1051708
9052,1051891
9070,1051891
9524,1051891
9614,1051891
6186,1051920
4604,1051924
4818,1051924
5783,1051924
7307,1051924
8999,1051924
9472,1051924
9615,1051924
1439,1051960
1204,1051976
2434,1051976
5122,1051976
5835,1051976
6092,1051976
6415,1051976
9516,1051976
9416,1051977
0,1051984
3467,1051988
7241,1052022
2466,1052025
9186,1052025
4095,1052034
3427,1052043
6479,1052056
6479,1052058
8810,1052063
5676,1052068
148,1052083
1646,1052083
9026,1052083
878,1052103
4074,1052147
9014,1052155
9547,1052155
9548,1052155
2712,1052183
3044,1052183
8327,1052183
623,1052200
2513,1052200
8392,1052200
9149,1052200
9269,1052200
8143,1052207
9695,1052207
9549,1052214
9192,1052216
8466,1052220
9339,1052223
6295,1052237
8547,1052237
9051,1052237
6368,1052250
621,1052253
764,1052253
1717,1052253
1881,1052253
1973,1052253
3710,1052253
4759,1052253
6636,1052253
7319,1052253
7584,1052253
8207,1052253
950,1052258
6038,1052258
7487,1052258
7113,1052266
7814,1052267
889,1052274
1371,1052274
2032,1052291
9217,1052291
1697,1052315
2537,1052315
4224,1052315
8123,1052315
8937,1052315
2845,1052329
150,1052351
6201,1052351
968,1052405
7346,1052435
9463,1052444
8929,1052450
9295,1052450
2284,1052475
3771,1052475
3960,1052475
5804,1052475
6417,1052475
6828,1052475
6933,1052475
9172,1052475
9231,1052475
9238,1052475
9322,1052475
9637,1052475
9082,1052486
9348,1052486
8422,1052509
8600,1052509
605,1052510
3980,1052510
4212,1052510
2548,1052517
3781,1052517
5909,1052517
8535,1052517
704,1052529
1033,1052529
4523,1052529
5054,1052529
2647,1052555
4113,1052555
3547,1052561
9251,1052565
9518,1052565
9137,1052566
1439,1052591
4581,1052591
7111,1052591
46,1052600
0,1052624
9561,1052626
3567,1052627
345,1052673
3088,1052691
5982,1052691
9347,1052691
3169,1052692
9463,1052695
9611,1052708
4133,1052722
3952,1052735
5872,1052735
6073,1052735
7724,1052746
2953,1052769
4457,1052769
5835,1052769
5991,1052769
7249,1052769
966,1052776
1645,1052776
4448,1052776
4854,1052776
5043,1052776
6199,1052776
9010,1052776
8286,1052807
671,1052813
4111,1052813
9303,1052861
3984,1052880
8969,1052881
8712,1052884
3928,1052896
4882,1052896
8138,1052896
8851,1052903
8946,1052903
9651,1052910
5251,1052915
5915,1052915
6164,1052915
5117,1052932
252,1052936
3833,1052936
9011,1052936
6507,1052945
773,1052970
1756,1052970
2178,1052970
4302,1052970
4410,1052970
6075,1052970
6577,1052970
7515,1052970
9248,1052970
9427,1052970
9435,1052970
9511,1052970
221,1052981
1254,1052981
8685,1052981
9168,1052981
9252,1052981
2284,1052983
6728,1052983
4109,1052999
8816,1053009
9091,1053041
4318,1053081
9593,1053081
5946,1053112
3438,1053134
9705,1053134
882,1053142
7826,1053147
8065,1053147
68,1053154
5595,1053154
6549,1053154
1308,1053187
9253,1053208
3035,1053214
3158,1053214
4638,1053214
8277,1053214
9662,1053214
635,1053238
9284,1053248
1361,1053288
1518,1053317
8500,1053317
9341,1053324
9590,1053336
459,1053341
1921,1053341
4615,1053341
1466,1053351
3169,1053351
4024,1053362
212,1053378
5966,1053378
8102,1053381
8171,1053385
9012,1053385
4758,1053410
5071,1053410
6015,1053410
9411,1053421
2098,1053432
5861,1053472
3742,1053473
4239,1053473
803,1053475
4730,1053475
8348,1053488
9700,1053488
3087,1053498
5816,1053498
7277,1053498
7687,1053498
3224,1053502
3300,1053509
4322,1053509
9024,1053509
6185,1053526
9457,1053526
9643,1053526
7207,1053545
3705,1053546
782,1053563
5809,1053563
923,1053571
1131,1053571
1312,1053571
3469,1053571
8948,1053591
1209,1053637
7747,1053637
5251,1053649
6164,1053649
9166,1053695
1222,1053716
2540,1053716
7478,1053716
8033,1053716
8972,1053716
3206,1053725
9270,1053725
9572,1053725
3144,1053767
3985,1053767
5080,1053767
7645,1053767
9305,1053767
9258,1053775
776,1053784
4170,1053784
8780,1053784
9378,1053784
9403,1053784
9501,1053784
37,1053791
8581,1053791
2331,1053821
4802,1053821
233,1053830
3219,1053830
4536,1053830
5814,1053830
5896,1053830
9628,1053830
0,1053923
9613,1053927
415,1053929
1156,1053929
1803,1053929
3339,1053929
3462,1053929
3795,1053929
4942,1053929
5383,1053929
5498,1053929
5577,1053929
9331,1053929
9559,1053929
341,1053942
6537,1053942
7560,1053942
1579,1053946
6840,1053946
9230,1053947
2415,1054001
7278,1054013
505,1054023
1122,1054023
6503,1054023
9204,1054024
5727,1054028
7411,1054028
7392,1054039
8143,1054045
3696,1054048
2751,1054063
7750,1054063
9338,1054063
9552,1054080
9560,1054080
9141,1054141
2991,1054178
7752,1054178
9394,1054178
5954,1054189
9505,1054189
7506,1054215
1952,1054258
6207,1054259
268,1054265
1898,1054265
3984,1054265
5110,1054265
5730,1054265
6444,1054265
9015,1054315
6280,1054333
6830,1054347
2681,1054406
2420,1054465
4391,1054466
8638,1054466
3838,1054469
3928,1054469
737,1054477
806,1054477
1550,1054477
1654,1054477
2911,1054477
3077,1054477
3395,1054477
4056,1054477
4262,1054477
6888,1054477
7044,1054477
7052,1054477
7581,1054477
7662,1054477
8505,1054477
8669,1054477
9094,1054477
9226,1054477
9515,1054477
9630,1054480
9625,1054491
0,1054581
7213,1054582
5117,1054598
8841,1054624
0,1054645
7516,1054655
3438,1054658
1579,1054693
2957,1054693
2963,1054693
5714,1054693
2331,1054705
4131,1054740
2466,1054752
3168,1054752
8021,1054761
9084,1054761
9252,1054761
4152,1054769
453,1054805
326,1054814
4233,1054826
2209,1054830
9329,1054830
1602,1054855
2577,1054855
4110,1054855
4402,1054855
6611,1054855
7640,1054855
8171,1054855
9025,1054855
9271,1054855
9658,1054855
9660,1054855
9674,1054855
3237,1054891
370,1054892
2674,1054918
1138,1054935
1269,1054935
6411,1054935
8054,1054935
938,1054967
6173,1054967
8655,1054967
9218,1054967
9324,1054967
9624,1054967
1528,1054968
2244,1054968
6995,1054968
1788,1054979
6786,1054979
6252,1054983
9035,1054983
3710,1054987
5732,1054987
7319,1054987
3482,1054991
4101,1054991
4349,1054996
9525,1055022
7426,1055026
8404,1055026
9546,1055026
2423,1055032
9540,1055032
3361,1055059
8134,1055120
5353,1055129
6235,1055129
8987,1055129
1711,1055189
5349,1055189
6691,1055189
7645,1055189
9444,1055189
4017,1055200
4420,1055200
5651,1055208
9128,1055208
9626,1055208
6276,1055212
5829,1055216
1014,1055231
0,1055232
9538,1055239
4102,1055374
1530,1055418
3615,1055418
8758,1055418
9203,1055418
1185,1055513
0,1055526
5079,1055546
8775,1055564
2466,1055601
2569,1055601
5072,1055601
9534,1055626
9569,1055626
9074,1055637
6485,1055677
9403,1055677
147,1055678
715,1055678
4641,1055686
7008,1055702
7192,1055710
9566,1055747
7154,1055794
4336,1055812
6768,1055812
6059,1055842
6881,1055848
8836,1055848
7925,1055892
8783,1055892
9459,1055892
3541,1055900
2129,1055922
5292,1055922
6860,1055922
5248,1055924
7025,1055928
8264,1055928
8311,1055928
6647,1055942
1816,1055980
2882,1056019
8188,1056019
10,1056031
7183,1056031
5814,1056073
8136,1056073
8856,1056073
3835,1056091
9483,1056110
571,1056121
2509,1056135
8997,1056135
9444,1056140
0,1056150
2597,1056160
6092,1056160
7386,1056197
1642,1056224
8955,1056233
1459,1056261
2047,1056306
9312,1056306
8551,1056326
9099,1056373
4431,1056376
5315,1056382
8985,1056382
6014,1056405
8962,1056405
9342,1056405
9458,1056405
4168,1056425
9695,1056443
1828,1056448
3077,1056449
8936,1056449
9227,1056449
4182,1056450
7423,1056450
7815,1056450
7980,1056450
8328,1056450
9113,1056457
0,1056475
9275,1056476
304,1056495
1158,1056495
3289,1056495
3486,1056495
4251,1056495
5874,1056495
6513,1056495
7780,1056495
8797,1056495
7821,1056504
9118,1056504
1234,1056508
4056,1056513
6208,1056513
9680,1056514
396,1056516
2441,1056516
9642,1056517
1308,1056520
4383,1056520
4922,1056520
8632,1056520
6208,1056536
3402,1056545
8466,1056554
579,1056573
334,1056600
9487,1056600
0,1056623
3656,1056635
1261,1056636
3356,1056636
3560,1056636
8294,1056636
8420,1056636
1023,1056666
425,1056685
7437,1056685
3154,1056695
3636,1056731
269,1056779
6648,1056808
9017,1056820
283,1056878
2715,1056878
6598,1056878
9080,1056878
9635,1056888
0,1056895
7240,1056903
6129,1056949
8939,1056962
228,1056968
4115,1056968
5355,1056968
8081,1056968
8547,1056968
1461,1056971
9603,1056971
9373,1056972
378,1057028
823,1057028
4056,1057028
5218,1057028
8979,1057028
9046,1057028
3289,1057053
3486,1057053
4251,1057053
4375,1057053
5874,1057053
6513,1057053
7780,1057053
9142,1057125
8953,1057142
9292,1057142
225,1057167
5685,1057167
7839,1057167
9334,1057167
9562,1057167
9685,1057167
9399,1057171
1645,1057210
7798,1057210
387,1057229
3810,1057229
4575,1057229
9345,1057229
4974,1057299
8590,1057300
7470,1057320
7582,1057320
8873,1057323
3852,1057341
5668,1057341
9420,1057341
3126,1057370
7458,1057370
9451,1057370
4963,1057419
3256,1057428
5525,1057483
7716,1057487
9219,1057487
9595,1057487
9194,1057491
7716,1057523
9219,1057523
9595,1057523
2960,1057559
7913,1057559
0,1057560
9234,1057566
9291,1057571
1147,1057625
7772,1057625
4854,1057650
1176,1057655
9678,1057671
1665,1057683
2922,1057683
4288,1057765
1949,1057778
4014,1057778
8209,1057778
8931,1057778
9426,1057778
1421,1057810
7135,1057810
309,1057840
4221,1057840
9289,1057853
1035,1057876
945,1057891
1340,1057891
1943,1057891
7478,1057923
2475,1057924
8886,1057924
7324,1057950
4973,1057957
5890,1057957
6396,1057957
4080,1057962
9136,1057962
9267,1057962
9429,1057962
0,1057973
8140,1057989
3626,1058011
4889,1058014
5933,1058014
6551,1058014
7478,1058031
1512,1058042
1767,1058042
1909,1058042
3527,1058042
3600,1058042
5259,1058042
6391,1058042
8172,1058042
9171,1058042
9545,1058042
9486,1058049
1565,1058052
9011,1058052
2346,1058066
3560,1058066
9320,1058066
9498,1058066
1509,1058115
2159,1058125
9533,1058126
1941,1058140
9297,1058140
8021,1058147
8660,1058147
9145,1058169
1793,1058172
2327,1058172
2715,1058172
4906,1058172
9473,1058193
3383,1058220
7465,1058220
9175,1058220
2180,1058234
4927,1058234
8007,1058239
9504,1058288
3896,1058374
5636,1058374
8864,1058374
9004,1058374
9197,1058374
9475,1058374
9523,1058374
4781,1058389
0,1058396
9192,1058398
5130,1058408
0,1058428
3694,1058474
9380,1058474
2115,1058478
7615,1058508
2579,1058512
2940,1058512
3002,1058512
3445,1058512
4862,1058512
5677,1058512
6107,1058512
9319,1058512
7044,1058518
9144,1058518
9481,1058518
6235,1058521
8689,1058521
0,1058540
5249,1058541
7019,1058541
9003,1058541
9014,1058541
608,1058543
1176,1058556
5770,1058569
9333,1058585
9129,1058596
1515,1058616
1814,1058646
1516,1058653
4376,1058653
9358,1058653
8992,1058701
3369,1058721
568,1058778
9479,1058778
9432,1058779
0,1058782
4761,1058800
5291,1058800
8964,1058801
9173,1058801
7125,1058809
5551,1058842
0,1058879
9425,1058919
8549,1058927
4346,1058930
990,1058994
2108,1059003
1848,1059182
2793,1059197
3613,1059227
4603,1059259
4842,1059259
7783,1059259
562,1059273
9038,1059273
9676,1059273
6970,1059276
7990,1059276
9116,1059276
260,1059288
4029,1059288
6008,1059331
6062,1059331
8475,1059331
9259,1059331
4322,1059346
2333,1059347
8044,1059373
4127,1059434
5445,1059488
3748,1059490
6648,1059490
9638,1059514
8959,1059523
1210,1059546
8409,1059546
9586,1059557
4601,1059565
6944,1059565
9433,1059608
9084,1059611
9463,1059611
683,1059618
895,1059618
9492,1059618
9384,1059629
9610,1059629
3613,1059648
8350,1059651
3817,1059659
5803,1059659
7179,1059659
7652,1059665
6650,1059684
4609,1059701
9463,1059701
8736,1059713
3356,1059741
4431,1059741
7172,1059741
9205,1059741
4116,1059748
8407,1059784
9304,1059808
227,1059884
1024,1059884
6999,1059925
7261,1059925
8176,1059925
9202,1059925
9404,1059925
5971,1059937
2735,1059951
8618,1059951
2207,1059958
0,1059974
2255,1060008
5708,1060064
6023,1060077
7931,1060084
3546,1060098
6579,1060142
3537,1060160
1113,1060202
4056,1060250
7812,1060250
2539,1060252
2672,1060252
2537,1060348
4157,1060348
6488,1060348
4220,1060375
7938,1060392
9301,1060392
6735,1060397
6509,1060403
6579,1060403
6883,1060403
1789,1060450
9283,1060462
9450,1060484
709,1060541
5262,1060541
244,1060567
2340,1060579
5437,1060579
5461,1060580
5138,1060582
8133,1060582
939,1060583
1458,1060583
1794,1060583
2313,1060583
2924,1060583
2983,1060583
3541,1060583
4062,1060583
6975,1060583
7725,1060583
8047,1060583
9296,1060583
9362,1060583
9641,1060583
9686,1060583
8927,1060599
9170,1060599
9368,1060606
0,1060637
6111,1060683
3223,1060692
1723,1060729
1858,1060729
9354,1060729
1188,1060730
5958,1060730
7526,1060730
94,1060757
1028,1060757
2336,1060757
2474,1060757
2886,1060757
4492,1060757
4587,1060757
6637,1060757
8966,1060757
9183,1060757
9325,1060757
9364,1060757
9483,1060757
9587,1060757
9608,1060757
9693,1060757
9006,1060758
9691,1060758
3476,1060770
4644,1060774
7910,1060774
9467,1060774
5973,1060779
8940,1060779
9395,1060795
2700,1060826
5292,1060826
9298,1060861
0,1060926
9480,1060973
3771,1061027
2871,1061058
2985,1061058
3343,1061058
4583,1061058
5135,1061058
7106,1061058
8087,1061058
9107,1061058
9277,1061058
9641,1061058
466,1061117
1739,1061117
4752,1061117
7674,1061117
2654,1061129
2755,1061129
3540,1061129
5859,1061129
3712,1061150
5670,1061154
9176,1061154
1895,1061196
9009,1061196
8060,1061219
105,1061223
5249,1061223
9003,1061223
9014,1061223
5079,1061250
6270,1061258
3732,1061265
6114,1061265
7621,1061265
9206,1061265
9596,1061265
3771,1061308
8338,1061308
2103,1061309
6588,1061309
7250,1061309
7520,1061309
7908,1061309
8677,1061309
319,1061358
1537,1061358
4842,1061358
8027,1061358
4679,1061399
5942,1061399
5200,1061418
9100,1061418
9432,1061471
8054,1061479
466,1061481
9324,1061481
9240,1061491
6194,1061492
2475,1061494
8033,1061514
923,1061525
7156,1061525
1168,1061527
6021,1061545
8260,1061545
3823,1061558
4417,1061558
378,1061618
2571,1061618
3075,1061618
3586,1061618
8211,1061618
382,1061715
1516,1061715
4376,1061715
5726,1061715
6860,1061715
9353,1061715
8965,1061758
9310,1061758
1564,1061801
9490,1061801
9577,1061801
9037,1061820
9213,1061820
9215,1061820
9337,1061825
6213,1061826
0,1061832
5709,1061833
7445,1061833
0,1061842
5143,1061851
8234,1061851
9652,1061885
1803,1061898
2264,1061898
3627,1061900
3823,1061900
9170,1061900
152,1061902
337,1061902
5733,1061903
1641,1061906
9101,1061906
4424,1061918
6450,1061918
2768,1061920
8169,1061920
8962,1061920
5414,1061932
3764,1061983
4708,1061983
7826,1061983
9000,1061983
9150,1061983
9535,1062005
3207,1062131
3073,1062181
4424,1062181
6555,1062181
2855,1062190
3694,1062190
4187,1062190
9189,1062190
9554,1062190
8938,1062259
9075,1062265
9512,1062276
1724,1062310
6263,1062310
9636,1062325
4553,1062331
8211,1062332
5056,1062355
147,1062385
1775,1062385
425,1062441
9517,1062448
9601,1062451
9372,1062461
3339,1062494
7402,1062494
3396,1062505
8920,1062505
2745,1062519
1221,1062583
2245,1062617
9109,1062629
4278,1062662
4701,1062688
7108,1062689
4174,1062751
5376,1062751
8202,1062751
0,1062799
9696,1062820
8981,1062832
4914,1062838
4309,1062847
2883,1062865
7886,1062865
9119,1062883
9656,1062896
532,1062929
2126,1062929
7799,1062929
9599,1062929
829,1062951
9325,1062951
9587,1062951
9693,1062951
7228,1062956
796,1062978
1197,1062978
7484,1062978
