,crid,officer_id,cat_id,recc_finding,recc_outcome,finding_edit,outcome_edit,value,beat,location,add1,add2,city,incident_date,start_date,end_date,investigator_id,final_outcome_class
10204,1059820,4793.0,01C,NS,600.0,Not Sustained,Unsustained,0,1513.0,04,5701.0,W MADISON ST,CHICAGO IL 60644,2012-05-29 00:00:00,2013-01-29,2013-06-12,1.0,not-sustained
10205,1046092,4794.0,,,,Unknown,Unknown,?,2211.0,17,10504.0,S WESTERN AVE,CHICAGO IL 60643,2011-06-11 00:00:00,2011-06-11,,45.0,open-investigation
10206,1056599,4795.0,,,,Unknown,Unknown,?,1611.0,17,6300.0,N MILWAUKEE AVE,CHICAGO IL,2012-08-26 02:00:00,2012-08-26,,1468.0,open-investigation
10207,1046880,4796.0,03G,,600.0,No Affidavit,Unsustained,0,124.0,17,201.0,E RANDOLPH ST,CHICAGO IL,2011-07-09 19:30:00,2011-07-12,2011-08-18,732.0,not-sustained
10209,1062450,4797.0,10U,,600.0,No Affidavit,Unsustained,0,2513.0,17,6921.0,W ARMITAGE AVE,CHICAGO IL 60707,2013-05-19 00:00:00,2013-05-24,2013-08-01,1443.0,not-sustained
10210,1062883,4797.0,04F,NS,600.0,Not Sustained,Unsustained,0,2512.0,17,2618.0,N MOODY AVE,CHICAGO IL,2013-06-14 10:15:00,2013-06-14,2013-12-12,829.0,not-sustained
10211,1055981,4798.0,05Q,,600.0,No Affidavit,Unsustained,0,1423.0,17,2552.0,W DIVISION ST,CHICAGO IL 60622,2011-06-16 20:34:00,2012-08-01,2012-12-04,778.0,not-sustained
10212,1053368,4798.0,09J,UN,600.0,Unfounded,Unsustained,0,1431.0,03,2135.0,N MILWAUKEE AVE,CHICAGO IL 60647,2012-04-16 00:00:00,2012-04-16,2013-10-11,31.0,not-sustained
10213,1054233,4799.0,01B,NS,600.0,Not Sustained,Unsustained,0,632.0,03,8700.0,S STATE ST,CHICAGO IL 60620,2011-10-23 00:00:00,2012-05-23,2014-01-23,1402.0,not-sustained
10214,1053722,4799.0,03B,,600.0,No Affidavit,Unsustained,0,623.0,17,7850.0,S PRAIRIE AVE,CHICAGO IL 60619,2012-05-02 00:00:00,2012-05-02,2012-07-18,697.0,not-sustained
10215,1064202,4799.0,03D,,600.0,No Affidavit,Unsustained,0,623.0,17,8023.0,S STEWART AVE,CHICAGO IL,2013-08-09 20:00:00,2013-08-12,2014-03-06,853.0,not-sustained
10216,1065002,4799.0,03G,,600.0,No Affidavit,Unsustained,0,633.0,17,8900.0,S DAUPHIN AVE,CHICAGO IL,2013-09-18 22:45:00,2013-09-19,2014-02-11,853.0,not-sustained
10217,1066317,4799.0,03D,,600.0,No Affidavit,Unsustained,0,634.0,17,9450.0,S HARVARD AVE,CHICAGO IL,2013-11-25 11:00:00,2013-11-27,2014-02-03,542.0,not-sustained
10218,1055600,4800.0,05A,,600.0,No Affidavit,Unsustained,0,2023.0,17,1039.0,W BERWYN AVE,CHICAGO IL,2012-07-16 19:00:00,2012-07-17,2012-12-04,1440.0,not-sustained
10219,1056482,4800.0,10U,NS,600.0,Not Sustained,Unsustained,0,2024.0,12,5200.0,N LAKE SHORE DR NB,CHICAGO IL 60640,2012-07-31 00:00:00,2012-08-21,2012-10-19,67.0,not-sustained
10220,1070597,4800.0,,,,Unknown,Unknown,?,1612.0,17,5801.0,N NATOMA AVE,CHICAGO IL,2014-07-27 14:47:00,2014-07-27,,970.0,open-investigation
10223,1062795,4802.0,03G,,600.0,No Affidavit,Unsustained,0,2222.0,17,1232.0,W 90TH ST,CHICAGO IL 60620,2011-11-02 15:20:00,2013-06-12,2013-07-09,986.0,not-sustained
10226,1059015,4803.0,03D,,600.0,No Affidavit,Unsustained,0,722.0,17,6300.0,S STEWART AVE,CHICAGO IL 60621,2012-12-12 00:00:00,2012-12-14,2013-02-26,1421.0,not-sustained
10227,1066273,4803.0,01C,UN,600.0,Unfounded,Unsustained,0,213.0,04,3510.0,S MICHIGAN AVE,CHICAGO IL 60653,2013-11-24 08:50:00,2013-11-24,2014-11-10,867.0,not-sustained
10228,1044292,4805.0,10U,,,Unknown,Unknown,?,1831.0,03,340.0,N DEARBORN ST,CHICAGO IL 60654,2011-03-27 16:30:00,2011-03-27,2011-05-13,1231.0,unknown
10230,1063412,4807.0,09K,SU,100.0,Sustained,Reprimand,0,2011.0,04,5400.0,N LINCOLN AVE,CHICAGO IL 60625,2013-07-10 11:00:00,2013-07-10,2014-09-26,12.0,disciplined
10231,1070680,4807.0,04H,,600.0,No Affidavit,Unsustained,0,621.0,17,7800.0,S HALSTED ST,CHICAGO IL,2014-07-31 01:00:00,2014-07-31,2014-10-14,1245.0,not-sustained
10233,1045233,4809.0,04E,,600.0,No Affidavit,Unsustained,0,2011.0,17,5400.0,N LINCOLN AVE,CHICAGO IL,2011-05-06 21:00:00,2011-05-07,2011-06-13,879.0,not-sustained
10234,1048358,4809.0,03G,,600.0,No Affidavit,Unsustained,0,2011.0,17,5700.0,N WESTERN AVE,CHICAGO IL,2011-09-06 20:00:00,2011-09-08,2011-10-17,173.0,not-sustained
10238,1068913,4812.0,03G,,600.0,No Affidavit,Unsustained,0,733.0,17,6900.0,S MORGAN ST,CHICAGO IL 60621,2014-04-19 00:10:00,2014-05-01,2014-06-25,472.0,not-sustained
10240,1055526,4814.0,05F,,600.0,No Affidavit,Unsustained,0,1031.0,20,4452.0,W 28TH ST,CHICAGO IL 60623,2012-07-12 21:00:00,2012-07-13,2013-01-30,1468.0,not-sustained
10241,1063433,4814.0,10J,,600.0,No Affidavit,Unsustained,0,1135.0,17,2800.0,W ROOSEVELT RD,CHICAGO IL 60623,2013-06-26 19:44:00,2013-07-11,2013-11-04,987.0,not-sustained
10242,1066253,4814.0,05B,,600.0,No Affidavit,Unsustained,0,725.0,17,6319.0,S MARSHFIELD AVE,CHICAGO IL 60636,2013-10-03 11:25:00,2013-11-22,2014-08-19,1481.0,not-sustained
10243,1072128,4814.0,,,,Unknown,Unknown,?,825.0,17,6408.0,S OAKLEY AVE,CHICAGO IL 60636,2014-06-29 00:10:00,2014-10-21,,12.0,open-investigation
10244,1060934,4815.0,03G,,600.0,No Affidavit,Unsustained,0,912.0,17,3714.0,S PAULINA ST,CHICAGO IL,2013-03-23 18:30:00,2013-03-23,2013-05-15,1461.0,not-sustained
10245,1056518,4817.0,10U,,600.0,No Affidavit,Unsustained,0,423.0,17,9000.0,S COMMERCIAL AVE,CHICAGO IL 60617,2012-08-22 00:00:00,2012-08-22,2012-11-21,1138.0,not-sustained
10247,1054645,4818.0,05K,SU,3.0,Sustained,3,3,1915.0,17,501.0,W MONTROSE DR,CHICAGO IL 60640,2012-06-10 23:30:00,2012-06-11,2014-02-03,1468.0,disciplined
10249,1067638,4818.0,10Z,,600.0,No Affidavit,Unsustained,0,1231.0,14,1901.0,W HARRISON ST,CHICAGO IL,2014-02-21 17:30:00,2014-02-21,2014-04-15,106.0,not-sustained
10250,1051021,4819.0,04H,UN,600.0,Unfounded,Unsustained,0,422.0,17,3012.0,E 81ST ST,CHICAGO IL 60617,2011-12-24 00:00:00,2012-01-03,2012-10-12,1138.0,not-sustained
10251,1053524,4819.0,05N,NS,600.0,Not Sustained,Unsustained,0,422.0,17,8124.0,S MUSKEGON AVE,CHICAGO IL 60617,2012-04-23 00:00:00,2012-04-24,2014-01-27,1149.0,not-sustained
10252,1067626,4819.0,03D,,600.0,No Affidavit,Unsustained,0,421.0,17,7502.0,S EXCHANGE AVE,CHICAGO IL 60649,2012-03-18 10:55:00,2014-02-21,2014-03-31,12.0,not-sustained
10254,1065335,4819.0,10U,,600.0,No Affidavit,Unsustained,0,421.0,17,7511.0,S SOUTH SHORE DR,CHICAGO IL,2013-10-04 13:51:00,2013-10-04,2014-04-03,510.0,not-sustained
10255,1065354,4819.0,10U,,600.0,No Affidavit,Unsustained,0,424.0,17,8752.0,S HOUSTON AVE,CHICAGO IL,2013-10-04 09:00:00,2013-10-05,2014-03-20,977.0,not-sustained
10260,1049551,4823.0,03B,,600.0,No Affidavit,Unsustained,0,1115.0,17,4137.0,W WILCOX ST,CHICAGO IL 60624,2011-10-24 00:00:00,2011-10-25,2012-01-17,450.0,not-sustained
10261,1071007,4823.0,05Q,,600.0,No Affidavit,Unsustained,0,1113.0,17,4648.0,W WASHINGTON BLVD,CHICAGO IL,2012-08-01 02:14:00,2014-08-15,2014-10-23,24.0,not-sustained
10262,1047647,4824.0,03D,,,Unknown,Unknown,?,2233.0,17,10511.0,S EGGLESTON AVE,CHICAGO IL,2011-08-12 00:06:00,2011-08-12,2011-10-25,743.0,unknown
10263,1060714,4824.0,03B,,600.0,No Affidavit,Unsustained,0,2221.0,17,9001.0,S ASHLAND AVE,CHICAGO IL 60620,2013-03-14 00:00:00,2013-03-14,2013-04-26,743.0,not-sustained
10264,1065037,4825.0,10U,,600.0,No Affidavit,Unsustained,0,1012.0,17,4242.0,W CULLERTON ST,CHICAGO IL,2013-09-20 14:48:00,2013-09-20,2013-10-28,1307.0,not-sustained
10265,1047908,4826.0,05M,UN,600.0,Unfounded,Unsustained,0,313.0,17,730.0,E 62ND ST,CHICAGO IL 60637,2011-08-17 00:00:00,2011-08-22,2014-08-20,705.0,not-sustained
10266,1050253,4826.0,10U,NS,600.0,Not Sustained,Unsustained,0,235.0,17,5819.0,S HARPER AVE,CHICAGO IL 60637,2011-11-19 15:05:00,2011-11-25,2013-07-31,908.0,not-sustained
10267,1045308,4827.0,10U,,600.0,No Affidavit,Unsustained,0,112.0,17,301.0,W JACKSON BLVD,CHICAGO IL 60606,2011-05-10 00:00:00,2011-05-10,2011-07-29,849.0,not-sustained
10269,1061513,4829.0,04E,,600.0,No Affidavit,Unsustained,0,2515.0,04,5555.0,W GRAND AVE,CHICAGO IL 60639,2011-08-23 10:00:00,2013-04-16,2013-06-10,1193.0,not-sustained
10270,1062935,4829.0,05A,NS,600.0,Not Sustained,Unsustained,0,1722.0,17,4334.0,W LELAND AVE,CHICAGO IL,2013-06-16 12:58:00,2013-06-18,2014-01-13,778.0,not-sustained
10271,1052210,4831.0,10U,,600.0,No Affidavit,Unsustained,0,533.0,17,13100.0,S LANGLEY AVE,CHICAGO IL 60627,2012-02-28 16:00:00,2012-02-29,2012-07-09,543.0,not-sustained
10273,1046693,4833.0,03B,EX,600.0,Exonerated,Unsustained,0,323.0,02,7135.0,S STATE ST,CHICAGO IL,2011-07-03 23:30:00,2011-07-05,2011-10-03,404.0,not-sustained
10274,1047908,4833.0,05M,UN,600.0,Unfounded,Unsustained,0,313.0,17,730.0,E 62ND ST,CHICAGO IL 60637,2011-08-17 00:00:00,2011-08-22,2014-08-20,705.0,not-sustained
10275,1049447,4833.0,07A,,600.0,No Affidavit,Unsustained,0,322.0,17,6700.0,S SOUTH CHICAGO AVE,CHICAGO IL,2011-10-20 16:27:00,2011-10-20,2011-12-06,543.0,not-sustained
10276,1051196,4833.0,03C,,600.0,No Affidavit,Unsustained,0,312.0,17,6400.0,S COTTAGE GROVE AVE,CHICAGO IL 60637,2012-01-10 00:00:00,2012-01-11,2012-06-01,1226.0,not-sustained
10277,1051947,4833.0,05A,NS,600.0,Not Sustained,Unsustained,0,312.0,17,6400.0,S DR MARTIN LUTHER KING JR DR,CHICAGO IL 60637,2012-02-16 00:00:00,2012-02-16,2014-10-01,415.0,not-sustained
10278,1052503,4833.0,03C,EX,600.0,Exonerated,Unsustained,0,726.0,17,6600.0,S DAMEN AVE,CHICAGO IL,2012-03-10 00:21:00,2012-03-12,2012-07-13,1226.0,not-sustained
10279,1056291,4833.0,03D,,600.0,No Affidavit,Unsustained,0,513.0,17,10700.0,S MICHIGAN AVE,CHICAGO IL,2012-08-14 00:40:00,2012-08-14,2012-11-15,1226.0,not-sustained
10281,1058020,4833.0,01B,,600.0,No Affidavit,Unsustained,0,634.0,17,100.0,W 95TH ST,CHICAGO IL 60620,2012-10-25 00:00:00,2012-10-25,2013-01-30,1298.0,not-sustained
10282,1058107,4833.0,04E,NS,600.0,Not Sustained,Unsustained,0,614.0,17,1520.0,W 82ND ST,CHICAGO IL 60620,2012-10-25 13:00:00,2012-10-30,2013-01-31,1226.0,not-sustained
10283,1059015,4833.0,03D,,600.0,No Affidavit,Unsustained,0,722.0,17,6300.0,S STEWART AVE,CHICAGO IL 60621,2012-12-12 00:00:00,2012-12-14,2013-02-26,1421.0,not-sustained
10284,1070915,4834.0,10U,,600.0,No Affidavit,Unsustained,0,1733.0,17,3737.0,N KIMBALL AVE,CHICAGO IL 60618,2014-08-10 22:00:00,2014-08-11,2014-10-16,5.0,not-sustained
10286,1071868,4835.0,03D,,600.0,No Affidavit,Unsustained,0,1915.0,17,201.0,W MONTROSE HARBOR DR,CHICAGO IL,2012-09-12 22:49:00,2014-10-07,2014-11-07,1493.0,not-sustained
10287,1066977,4835.0,03D,,600.0,No Affidavit,Unsustained,0,1914.0,17,4407.0,N HAZEL ST,CHICAGO IL 60640,2014-01-11 20:00:00,2014-01-12,2014-02-28,491.0,not-sustained
10290,1047944,4838.0,05H,UN,600.0,Unfounded,Unsustained,0,1923.0,17,1030.0,W WAVELAND AVE,CHICAGO IL,2011-08-19 12:15:00,2011-08-23,2014-03-18,1472.0,not-sustained
10291,1067075,4838.0,,,,Unknown,Unknown,?,1935.0,17,2558.0,N HALSTED ST,CHICAGO IL,2014-01-17 11:37:00,2014-01-17,,419.0,open-investigation
10292,1057135,4839.0,04E,,600.0,No Affidavit,Unsustained,0,1921.0,17,2100.0,W BELMONT AVE,CHICAGO IL,2012-08-25 17:30:00,2012-09-17,2012-11-16,1116.0,not-sustained
10293,1072554,4840.0,,,,Unknown,Unknown,?,833.0,17,7431.0,S CICERO AVE,CHICAGO IL 60629,2014-11-10 23:55:00,2014-11-14,,986.0,open-investigation
10294,1047555,4841.0,03D,,600.0,No Affidavit,Unsustained,0,1522.0,17,5539.0,W MONROE ST,CHICAGO IL,2011-08-08 00:00:00,2011-08-08,2011-11-17,1320.0,not-sustained
10295,1047570,4841.0,05A,NS,600.0,Not Sustained,Unsustained,0,1531.0,17,5120.0,W HURON ST,CHICAGO IL,2011-08-07 11:30:00,2011-08-09,2014-03-18,899.0,not-sustained
10296,1053996,4842.0,10U,,600.0,No Affidavit,Unsustained,0,831.0,17,6512.0,S WASHTENAW AVE,CHICAGO IL 60629,2012-05-05 00:00:00,2012-05-14,2012-11-28,438.0,not-sustained
10298,1048919,4844.0,03C,,600.0,No Affidavit,Unsustained,0,424.0,17,9200.0,S HOUSTON AVE,CHICAGO IL 60617,2011-09-29 00:00:00,2011-09-29,2012-01-04,1138.0,not-sustained
10299,1067475,4845.0,01B,,600.0,No Affidavit,Unsustained,0,2513.0,17,1642.0,N MEADE AVE,CHICAGO IL 60639,2014-02-08 13:10:00,2014-02-12,2014-04-01,1298.0,not-sustained
10300,1046185,4846.0,04B,NS,600.0,Not Sustained,Unsustained,0,1822.0,04,1160.0,N LARRABEE ST,CHICAGO IL 60610,2011-06-11 00:00:00,2011-06-15,2013-05-02,846.0,not-sustained
10302,1065749,4847.0,,,,Unknown,Unknown,?,222.0,17,4700.0,S GREENWOOD AVE,CHICAGO IL,2013-10-27 00:01:00,2013-10-27,,645.0,open-investigation
10303,1048705,4850.0,03G,UN,600.0,Unfounded,Unsustained,0,726.0,17,2020.0,W 65TH ST,CHICAGO IL 60636,2011-09-03 07:00:00,2011-09-21,2012-02-24,9.0,not-sustained
10304,1063622,4850.0,03D,,600.0,No Affidavit,Unsustained,0,731.0,17,7225.0,S VINCENNES AVE,CHICAGO IL 60621,2013-06-04 19:13:00,2013-07-17,2013-09-09,543.0,not-sustained
10305,1067287,4850.0,,,,Unknown,Unknown,?,831.0,17,7259.0,S MOZART ST,CHICAGO IL 60629,2014-01-31 19:35:00,2014-01-31,,899.0,open-investigation
10306,1047295,4851.0,10U,,600.0,No Affidavit,Unsustained,0,113.0,18,200.0,N WELLS ST,CHICAGO IL 60606,2011-07-28 00:00:00,2011-07-28,2011-09-29,266.0,not-sustained
10308,1059251,4851.0,05A,,600.0,No Affidavit,Unsustained,0,131.0,04,1718.0,S STATE ST,CHICAGO IL 60616,2012-12-30 04:00:00,2012-12-31,2013-04-01,1298.0,not-sustained
10309,1061405,4851.0,07B,,600.0,No Affidavit,Unsustained,0,2223.0,17,9236.0,S EGGLESTON AVE,CHICAGO IL 60628,2013-02-02 11:27:00,2013-04-12,2013-07-22,131.0,not-sustained
10310,1064160,4851.0,01B,NS,600.0,Not Sustained,Unsustained,0,3100.0,17,10634.0,S PULASKI RD,OAK LAWN IL,2013-08-10 03:52:00,2013-08-10,2013-12-31,841.0,not-sustained
10312,1068925,4851.0,10U,,600.0,No Affidavit,Unsustained,0,513.0,17,221.0,W 108TH ST,CHICAGO IL,2014-05-02 10:00:00,2014-05-02,2014-07-23,1158.0,not-sustained
10313,1048076,4852.0,03G,EX,600.0,Exonerated,Unsustained,0,1921.0,04,2452.0,W BELMONT AVE,CHICAGO IL 60618,2011-08-07 00:00:00,2011-08-29,2012-04-13,524.0,not-sustained
10315,1049756,4853.0,05A,UN,600.0,Unfounded,Unsustained,0,1811.0,17,1201.0,W WEBSTER AVE,CHICAGO IL 60614,2011-11-01 00:00:00,2011-11-02,2012-06-11,1456.0,not-sustained
10316,1058676,4853.0,03D,,600.0,No Affidavit,Unsustained,0,1812.0,11,2021.0,N BURLING ST,CHICAGO IL,2012-11-25 08:00:00,2012-11-28,2013-03-12,894.0,not-sustained
10317,1049252,4854.0,05H,NS,600.0,Not Sustained,Unsustained,0,832.0,17,6828.0,S ARTESIAN AVE,CHICAGO IL,2011-10-12 10:00:00,2011-10-12,2014-03-27,415.0,not-sustained
10318,1049693,4854.0,10U,,600.0,No Affidavit,Unsustained,0,823.0,17,6223.0,S ALBANY AVE,CHICAGO IL 60629,2011-10-31 08:00:00,2011-10-31,2012-01-20,1091.0,not-sustained
10320,1061353,4855.0,09K,EX,600.0,Exonerated,Unsustained,0,225.0,04,5101.0,S WENTWORTH AVE,CHICAGO IL 60609,2013-04-11 02:40:00,2013-04-11,2013-07-31,1086.0,not-sustained
10321,1062943,4856.0,10T,,600.0,No Affidavit,Unsustained,0,621.0,17,7808.0,S HALSTED ST,CHICAGO IL 60620,2012-11-23 09:25:00,2013-06-18,2013-07-29,1455.0,not-sustained
10324,1061706,4858.0,10U,,600.0,No Affidavit,Unsustained,0,722.0,03,326.0,W 64TH ST,CHICAGO IL 60621,2013-04-23 22:00:00,2013-04-24,2013-06-25,403.0,not-sustained
10325,1050623,4860.0,10M,UN,600.0,Unfounded,Unsustained,0,1224.0,04,2111.0,W LEXINGTON ST,CHICAGO IL 60612,2011-12-11 16:00:00,2011-12-11,2012-05-24,730.0,not-sustained
10326,1053028,4860.0,10J,,600.0,No Affidavit,Unsustained,0,122.0,03,300.0,N LA SALLE ST,CHICAGO IL 60601,2012-04-02 16:40:00,2012-04-03,2012-06-01,730.0,not-sustained
10329,1051283,4862.0,10U,,,Unknown,Unknown,?,2232.0,01,10300.0,S HALSTED ST,CHICAGO IL 60628,2012-01-15 00:00:00,2012-01-17,2012-03-26,1463.0,unknown
10330,1051958,4862.0,10U,,600.0,No Affidavit,Unsustained,0,2223.0,17,9511.0,S PEORIA ST,CHICAGO IL 60643,2012-02-15 17:00:00,2012-02-17,2012-04-17,971.0,not-sustained
10332,1058986,4864.0,03D,,600.0,No Affidavit,Unsustained,0,1923.0,04,3600.0,N HALSTED ST,CHICAGO IL 60613,2012-12-13 13:00:00,2012-12-13,2013-01-11,537.0,not-sustained
10333,1071724,4864.0,10U,EX,600.0,Exonerated,Unsustained,0,1923.0,04,850.0,W ADDISON ST,CHICAGO IL 60613,2014-09-26 01:30:00,2014-09-26,2014-12-15,591.0,not-sustained
10334,1065854,4865.0,03D,,600.0,No Affidavit,Unsustained,0,1414.0,04,2150.0,N CALIFORNIA AVE,CHICAGO IL 60647,2013-11-01 17:00:00,2013-11-02,2014-05-14,566.0,not-sustained
10335,1066109,4865.0,10U,,600.0,No Affidavit,Unsustained,0,1414.0,17,2335.0,N MILWAUKEE AVE,CHICAGO IL 60647,2013-11-15 18:00:00,2013-11-15,2014-01-29,566.0,not-sustained
10339,1061072,4866.0,10U,,600.0,No Affidavit,Unsustained,0,833.0,17,6837.0,S KOMENSKY AVE,CHICAGO IL,2013-03-30 14:30:00,2013-03-30,2013-07-09,1243.0,not-sustained
10340,1067344,4866.0,,,,Unknown,Unknown,?,824.0,17,5630.0,S ROCKWELL ST,CHICAGO IL,2014-02-04 14:00:00,2014-02-04,,251.0,open-investigation
10341,1071211,4866.0,10U,,600.0,No Affidavit,Unsustained,0,814.0,17,5441.0,S LONG AVE,CHICAGO IL,2014-08-26 10:00:00,2014-08-26,2014-11-07,684.0,not-sustained
10342,1061754,4867.0,09K,SU,0.0,Sustained,Reprimand,0,1134.0,04,3151.0,W HARRISON ST,CHICAGO IL,2013-04-25 19:20:00,2013-04-25,2014-04-25,704.0,disciplined
10343,1062300,4868.0,10Z,,600.0,No Affidavit,Unsustained,0,1224.0,17,932.0,W WASHINGTON BLVD,CHICAGO IL,2013-05-18 10:00:00,2013-05-18,2013-07-09,106.0,not-sustained
10344,1044987,4869.0,10V,UN,600.0,Unfounded,Unsustained,0,1133.0,04,1100.0,S HOMAN AVE,CHICAGO IL 60624,2011-03-27 06:55:00,2011-04-27,2011-07-18,1125.0,not-sustained
10348,1049420,4870.0,03G,,600.0,No Affidavit,Unsustained,0,1633.0,17,3913.0,N CENTRAL AVE,CHICAGO IL 60634,2011-10-19 00:01:00,2011-10-19,2012-02-09,239.0,not-sustained
10349,1061241,4871.0,,,,Unknown,Unknown,?,824.0,03,5830.0,S ROCKWELL ST,CHICAGO IL 60629,2013-04-04 15:15:00,2013-04-08,,251.0,open-investigation
10350,1062529,4871.0,05A,,600.0,No Affidavit,Unsustained,0,822.0,17,5209.0,S HOMAN AVE,CHICAGO IL,2013-05-21 12:00:00,2013-05-28,2013-08-09,1298.0,not-sustained
10353,1064739,4872.0,03D,,600.0,No Affidavit,Unsustained,0,711.0,17,433.0,W 60TH ST,CHICAGO IL 60621,2013-09-06 05:00:00,2013-09-09,2013-10-23,467.0,not-sustained
10354,1068603,4872.0,03D,NS,600.0,Not Sustained,Unsustained,0,422.0,17,8024.0,S MARQUETTE AVE,CHICAGO IL 60617,2014-04-11 18:00:00,2014-04-15,2014-12-15,633.0,not-sustained
10355,1059071,4873.0,04E,UN,600.0,Unfounded,Unsustained,0,1814.0,17,1700.0,N STOCKTON DR,CHICAGO IL 60614,2012-12-13 11:40:00,2012-12-17,2013-01-31,964.0,not-sustained
10356,1045518,4874.0,10U,NS,600.0,Not Sustained,Unsustained,0,432.0,17,10445.0,S AVENUE O,CHICAGO IL,2011-05-17 01:00:00,2011-05-19,2011-10-03,1138.0,not-sustained
10357,1046486,4874.0,03G,UN,600.0,Unfounded,Unsustained,0,423.0,17,8250.0,S MARQUETTE AVE,CHICAGO IL 60617,2011-06-26 00:45:00,2011-06-27,2014-08-20,1326.0,not-sustained
10358,1053187,4874.0,10H,,,Unknown,Unknown,?,433.0,17,11337.0,S AVENUE H,CHICAGO IL,2012-04-02 00:05:00,2012-04-10,2014-06-20,45.0,unknown
10359,1054790,4874.0,,,,Unknown,Unknown,?,423.0,17,9359.0,S MANISTEE AVE,CHICAGO IL 60617,2012-06-15 00:10:00,2012-06-15,,1213.0,open-investigation
10361,1057181,4874.0,03G,,600.0,No Affidavit,Unsustained,0,423.0,17,8400.0,S EXCHANGE AVE,CHICAGO IL 60617,2012-09-19 00:00:00,2012-09-19,2012-12-06,1138.0,not-sustained
10362,1062559,4875.0,05L,,600.0,No Affidavit,Unsustained,0,1911.0,17,2452.0,W CUYLER AVE,CHICAGO IL,2013-05-30 06:12:00,2013-05-30,2013-08-09,1298.0,not-sustained
10363,1063087,4875.0,10U,,600.0,No Affidavit,Unsustained,0,1513.0,04,5701.0,W MADISON ST,CHICAGO IL,2013-06-20 09:30:00,2013-06-24,2013-09-27,1323.0,not-sustained
10365,1068329,4876.0,03D,,600.0,No Affidavit,Unsustained,0,2523.0,17,2925.0,N LAWNDALE AVE,CHICAGO IL,2012-10-12 19:00:00,2014-04-01,2014-05-12,567.0,not-sustained
10369,1068115,4876.0,03G,UN,600.0,Unfounded,Unsustained,0,811.0,17,5647.0,S MONITOR AVE,CHICAGO IL,2014-03-21 00:00:00,2014-03-21,2014-11-17,916.0,not-sustained
10371,1045747,4879.0,04E,,600.0,No Affidavit,Unsustained,0,1434.0,17,1844.0,W NORTH AVE,CHICAGO IL,2011-05-29 01:30:00,2011-05-29,2011-08-15,468.0,not-sustained
10372,1059346,4879.0,04E,NS,600.0,Not Sustained,Unsustained,0,1424.0,17,1366.0,N MILWAUKEE AVE,CHICAGO IL 60622,2013-01-04 22:56:00,2013-01-05,2013-07-25,468.0,not-sustained
10373,1067849,4881.0,07B,,600.0,No Affidavit,Unsustained,0,222.0,17,4800.0,S LAKE PARK AVE,CHICAGO IL 60637,2014-02-22 10:45:00,2014-03-07,2014-04-09,207.0,not-sustained
10374,1071013,4882.0,03D,,600.0,No Affidavit,Unsustained,0,911.0,17,2837.0,W 38TH PL,CHICAGO IL,2014-08-15 10:00:00,2014-08-15,2014-09-25,948.0,not-sustained
10377,1048029,4887.0,03D,,600.0,No Affidavit,Unsustained,0,,17,1000.0,N ST. LOUIS,CHICAGO IL,2011-08-03 19:00:00,2011-08-26,2012-02-08,1505.0,not-sustained
10378,1048835,4887.0,01C,NS,600.0,Not Sustained,Unsustained,0,1123.0,17,3502.0,W WALNUT ST,CHICAGO IL,2011-09-21 09:25:00,2011-09-26,2014-03-24,1156.0,not-sustained
10379,1050030,4887.0,03G,,600.0,No Affidavit,Unsustained,0,1121.0,17,656.0,N HOMAN AVE,CHICAGO IL 60624,2011-11-15 00:00:00,2011-11-15,2012-07-19,1505.0,not-sustained
10380,1053926,4887.0,01B,NS,600.0,Not Sustained,Unsustained,0,1121.0,17,728.0,N SPAULDING AVE,CHICAGO IL 60624,2012-05-10 15:38:00,2012-05-10,2014-01-29,562.0,not-sustained
10381,1070664,4888.0,,,,Unknown,Unknown,?,124.0,17,555.0,W HARRISON ST,CHICAGO IL,2014-07-30 09:00:00,2014-07-30,,1141.0,open-investigation
10382,1044171,4889.0,03G,NS,600.0,Not Sustained,Unsustained,0,1421.0,17,1600.0,N WASHTENAW AVE,CHICAGO IL 60647,2011-03-22 00:00:00,2011-03-23,2014-07-01,1060.0,not-sustained
10383,1047271,4889.0,03B,,600.0,No Affidavit,Unsustained,0,1413.0,17,3300.0,W DICKENS AVE,CHICAGO IL 60647,2011-07-27 00:00:00,2011-07-27,2011-10-25,1060.0,not-sustained
10385,1063034,4890.0,,,,Unknown,Unknown,?,722.0,14,326.0,W 64TH ST,CHICAGO IL,2013-05-30 10:00:00,2013-06-21,,543.0,open-investigation
10386,1057427,4891.0,10U,,600.0,No Affidavit,Unsustained,0,2523.0,17,3030.0,N MILWAUKEE AVE,CHICAGO IL,2012-09-29 16:10:00,2012-09-29,2012-12-31,531.0,not-sustained
10387,1066929,4891.0,10U,,600.0,No Affidavit,Unsustained,0,2524.0,17,3917.0,W ALTGELD ST,CHICAGO IL,2014-01-08 15:20:00,2014-01-08,2014-02-24,869.0,not-sustained
10389,1067346,4893.0,10U,,600.0,No Affidavit,Unsustained,0,1935.0,03,616.0,W ARLINGTON PL,CHICAGO IL 60614,2014-02-02 10:30:00,2014-02-06,2014-04-09,526.0,not-sustained
10391,1062825,4895.0,03D,,,Unknown,Unknown,?,1722.0,17,4021.0,W CULLOM AVE,CHICAGO IL,2012-01-01 22:35:00,2013-06-12,2013-07-09,986.0,unknown
