AB,"{'n_estimators': 1, 'algorithm': 'SAMME'}",1,0.5,[ 0.47272048  1.        ],[ 1.  0.],[ 0.48063999]
AB,"{'n_estimators': 1, 'algorithm': 'SAMME'}",2,0.5,[ 0.35625338  0.49450133  1.        ],[ 1.          0.99088146  0.        ],[ 0.26894142  0.4847195 ]
AB,"{'n_estimators': 1, 'algorithm': 'SAMME'}",3,0.5,[ 0.49568627  1.        ],[ 1.  0.],[ 0.49193921]
AB,"{'n_estimators': 1, 'algorithm': 'SAMME.R'}",1,0.5,[ 0.47272048  1.        ],[ 1.  0.],[ 0.46126061]
AB,"{'n_estimators': 1, 'algorithm': 'SAMME.R'}",2,0.5,[ 0.35625338  0.49450133  1.        ],[ 1.          0.99088146  0.        ],[  2.22044605e-16   4.69429474e-01]
AB,"{'n_estimators': 1, 'algorithm': 'SAMME.R'}",3,0.5,[ 0.49568627  1.        ],[ 1.  0.],[ 0.48387702]
AB,"{'n_estimators': 10, 'algorithm': 'SAMME'}",1,0.743447343284,[ 0.47272048  0.60611979  1.        ],[ 1.          0.73596838  0.        ],[ 0.4842144   0.50586442]
AB,"{'n_estimators': 10, 'algorithm': 'SAMME'}",2,0.741229763204,[ 0.35625338  0.43280632  0.49450133  0.59682166  1.        ],[ 1.          0.99848024  0.99088146  0.77051672  0.        ],[ 0.28156598  0.29816683  0.48816829  0.50833143]
AB,"{'n_estimators': 10, 'algorithm': 'SAMME'}",3,0.724719357191,[ 0.49568627  0.57884737  1.        ],[ 1.          0.72310127  0.        ],[ 0.49092705  0.50740492]
AB,"{'n_estimators': 10, 'algorithm': 'SAMME.R'}",1,0.741668280348,"[ 0.34375     0.34106412  0.34115721  0.36635404  0.36656891  0.36678404
  0.40205854  0.40309578  0.40387722  0.404407    0.40428293  0.43551206
  0.43596921  0.4368864   0.47179099  0.4699848   0.46735395  0.46771112
  0.46860643  0.4683058   0.49211218  0.5078162   0.50830565  0.60562459
  0.61283918  0.61137124  0.66634799  0.65801887  0.65871122  0.60714286
  0.66666667  0.65217391  0.55555556  0.68965517  0.53846154  0.45454545
  1.          1.        ]","[ 1.          0.98814229  0.98814229  0.98814229  0.98814229  0.98814229
  0.98814229  0.98814229  0.98814229  0.98656126  0.98498024  0.98498024
  0.98498024  0.98498024  0.98498024  0.97786561  0.96758893  0.96758893
  0.96758893  0.96363636  0.88774704  0.84743083  0.84664032  0.73201581
  0.73201581  0.72252964  0.55098814  0.44110672  0.43636364  0.02687747
  0.02529644  0.02371542  0.01581028  0.01581028  0.0055336   0.00395257
  0.00395257  0.        ]","[ 0.02362382  0.02371565  0.02401087  0.02406463  0.02411635  0.02523692
  0.02534764  0.02625271  0.02707275  0.02713318  0.02752858  0.02758999
  0.02845059  0.02892892  0.12824811  0.14477183  0.43734518  0.44994685
  0.45887491  0.47100602  0.47157701  0.47212523  0.48374372  0.48486546
  0.49386429  0.50605535  0.50662814  0.51831615  0.5188113   0.53047818
  0.54055273  0.55320436  0.56139825  0.5652244   0.58324512  0.59560064
  0.84438714]"
AB,"{'n_estimators': 10, 'algorithm': 'SAMME.R'}",2,0.742413997612,"[ 0.35897436  0.35879945  0.39405762  0.39560108  0.42450695  0.42464424
  0.45492372  0.45508151  0.48029466  0.48602311  0.49431387  0.49450133
  0.49430524  0.49505703  0.49581112  0.49580793  0.49574961  0.49805901
  0.49727626  0.49727202  0.49578483  0.52150046  0.52580195  0.60933661
  0.60885609  0.64266901  0.64893617  0.64951198  0.62745098  0.68
  0.65454545  0.70588235  0.675       1.          1.        ]","[ 1.          0.99924012  0.99772036  0.99772036  0.99772036  0.99772036
  0.99696049  0.99696049  0.99088146  0.99088146  0.99088146  0.99088146
  0.9893617   0.9893617   0.9893617   0.98860182  0.97492401  0.97492401
  0.97112462  0.96960486  0.93844985  0.8662614   0.85942249  0.75379939
  0.75227964  0.556231    0.556231    0.556231    0.04863222  0.0387538
  0.02735562  0.02735562  0.02051672  0.00683891  0.        ]","[ 0.0234767   0.02369011  0.0245273   0.02506102  0.0269607   0.02708455
  0.02851534  0.02864612  0.03147497  0.03328102  0.40780445  0.41801737
  0.4218001   0.42669929  0.42896803  0.43210776  0.44314648  0.45176812
  0.46289969  0.46608507  0.46839213  0.4772623   0.48277198  0.49030694
  0.50269697  0.50296642  0.50609251  0.51710556  0.53724442  0.5412908
  0.55383628  0.55556978  0.58748338  0.97385415]"
