centroid,beat_num,district,distance_value,distance,start_address,start_lat,start_lng,end_address,end_lat,end_lng,time,time_text,date
"(41.972868091, -87.6516923477)",2413,24,18577,11.5 mi,"800-840 W Margate Terrace, Chicago, IL 60640, USA",41.972453,-87.6516704,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,2870,48 mins,02/25/2016
"(41.972868091, -87.6516923477)",2413,24,13579,8.4 mi,"800-840 W Margate Terrace, Chicago, IL 60640, USA",41.972453,-87.6516704,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2897,48 mins,02/25/2016
"(41.9745861739, -87.890051646)",1711,17,34075,21.2 mi,"International Terminal 5, Chicago, IL 60666, USA",41.9745693,-87.88998029999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,5839,1 hour 37 mins,02/25/2016
"(41.9745861739, -87.890051646)",1711,17,24474,15.2 mi,"International Terminal 5, Chicago, IL 60666, USA",41.9745693,-87.88998029999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,4670,1 hour 18 mins,02/25/2016
"(41.9749431312, -87.8998354634)",2013,20,34988,21.7 mi,"Terminal 3, Chicago, IL 60666, USA",41.9767126,-87.9015517,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,4025,1 hour 7 mins,02/25/2016
"(41.9749431312, -87.8998354634)",2013,20,25387,15.8 mi,"Terminal 3, Chicago, IL 60666, USA",41.9767126,-87.9015517,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2882,48 mins,02/25/2016
"(41.97479748, -87.9066322732)",2012,20,35020,21.8 mi,"1-99 Upper Level T2 St, Chicago, IL 60666, USA",41.9767851,-87.9048488,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,4021,1 hour 7 mins,02/25/2016
"(41.97479748, -87.9066322732)",2012,20,25419,15.8 mi,"1-99 Upper Level T2 St, Chicago, IL 60666, USA",41.9767851,-87.9048488,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2878,48 mins,02/25/2016
"(41.9726720758, -87.6628394798)",3100,31,18195,11.3 mi,"1333-1345 W Argyle St, Chicago, IL 60640, USA",41.9726191,-87.6628374,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,2614,44 mins,02/25/2016
"(41.9726720758, -87.6628394798)",3100,31,9892,6.1 mi,"1333-1345 W Argyle St, Chicago, IL 60640, USA",41.9726191,-87.6628374,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2624,44 mins,02/25/2016
"(41.9724106883, -87.67605235)",2011,20,19568,12.2 mi,"1854-1898 W Argyle St, Chicago, IL 60640, USA",41.9724456,-87.676053,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,3255,54 mins,02/25/2016
"(41.9724106883, -87.67605235)",2011,20,8841,5.5 mi,"1854-1898 W Argyle St, Chicago, IL 60640, USA",41.9724456,-87.676053,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1698,28 mins,02/25/2016
"(41.9723201654, -87.693776082)",1623,16,20640,12.8 mi,"5011 N Rockwell St, Chicago, IL 60625, USA",41.9724119,-87.69377899999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,3281,55 mins,02/25/2016
"(41.9723201654, -87.693776082)",1623,16,10557,6.6 mi,"5011 N Rockwell St, Chicago, IL 60625, USA",41.9724119,-87.69377899999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2686,45 mins,02/25/2016
"(41.9065723948, -87.6970096581)",2032,20,16418,10.2 mi,"1400-1498 N California Ave, Chicago, IL 60622, USA",41.9066887,-87.6970596,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3485,58 mins,02/25/2016
"(41.9065723948, -87.6970096581)",2032,20,3727,2.3 mi,"1400-1498 N California Ave, Chicago, IL 60622, USA",41.9066887,-87.6970596,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1541,26 mins,02/25/2016
"(41.9001610693, -87.6387068114)",1213,12,9673,6.0 mi,"1000 N Sedgwick St, Chicago, IL 60610, USA",41.9004491,-87.6388345,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1843,31 mins,02/25/2016
"(41.9001610693, -87.6387068114)",1213,12,2885,1.8 mi,"1000 N Sedgwick St, Chicago, IL 60610, USA",41.9004491,-87.6388345,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1213,20 mins,02/25/2016
"(41.8993599345, -87.6615457699)",2031,20,10075,6.3 mi,"920 N Elizabeth St, Chicago, IL 60642, USA",41.8993395,-87.66154569999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2115,35 mins,02/25/2016
"(41.8993599345, -87.6615457699)",2031,20,928,0.6 mi,"920 N Elizabeth St, Chicago, IL 60642, USA",41.8993395,-87.66154569999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,447,7 mins,02/25/2016
"(41.8994859582, -87.6808388811)",1423,14,12283,7.6 mi,"2114-2116 W Augusta Blvd, Chicago, IL 60622, USA",41.89947480000001,-87.68083879999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,2786,46 mins,02/25/2016
"(41.8994859582, -87.6808388811)",1423,14,1573,1.0 mi,"2114-2116 W Augusta Blvd, Chicago, IL 60622, USA",41.89947480000001,-87.68083879999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,675,11 mins,02/25/2016
"(41.8992777741, -87.6980363556)",1212,12,15723,9.8 mi,"999 N Mozart St, Chicago, IL 60622, USA",41.8992663,-87.6980339,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3396,57 mins,02/25/2016
"(41.8992777741, -87.6980363556)",1212,12,2984,1.9 mi,"999 N Mozart St, Chicago, IL 60622, USA",41.8992663,-87.6980339,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,995,17 mins,02/25/2016
"(41.8964015116, -87.7114721503)",1211,12,14785,9.2 mi,"823-831 N Homan Ave, Chicago, IL 60651, USA",41.8964022,-87.7114501,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2102,35 mins,02/25/2016
"(41.8964015116, -87.7114721503)",1211,12,3793,2.4 mi,"823-831 N Homan Ave, Chicago, IL 60651, USA",41.8964022,-87.7114501,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1042,17 mins,02/25/2016
"(41.8981435336, -87.7212866341)",1121,11,16559,10.3 mi,"929-931 N Hamlin Ave, Chicago, IL 60651, USA",41.8981441,-87.7212784,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3002,50 mins,02/25/2016
"(41.8981435336, -87.7212866341)",1121,11,4803,3.0 mi,"929-931 N Hamlin Ave, Chicago, IL 60651, USA",41.8981441,-87.7212784,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1345,22 mins,02/25/2016
"(41.8950881217, -87.7359229569)",1112,11,16596,10.3 mi,"4365-4399 W Chicago Ave, Chicago, IL 60651, USA",41.8951111,-87.7358017,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,3720,1 hour 2 mins,02/25/2016
"(41.8950881217, -87.7359229569)",1112,11,5710,3.5 mi,"4365-4399 W Chicago Ave, Chicago, IL 60651, USA",41.8951111,-87.7358017,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1386,23 mins,02/25/2016
"(41.8977016469, -87.750771899)",1524,15,18785,11.7 mi,"4956 W Walton St, Chicago, IL 60651, USA",41.8977118,-87.750755,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3139,52 mins,02/25/2016
"(41.8977016469, -87.750771899)",1524,15,7250,4.5 mi,"4956 W Walton St, Chicago, IL 60651, USA",41.8977118,-87.750755,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1862,31 mins,02/25/2016
"(41.8966803086, -87.760546479)",1111,11,18684,11.6 mi,"5366-5398 W Iowa St, Chicago, IL 60651, USA",41.8967161,-87.7605464,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3062,51 mins,02/25/2016
"(41.8966803086, -87.760546479)",1111,11,7984,5.0 mi,"5366-5398 W Iowa St, Chicago, IL 60651, USA",41.8967161,-87.7605464,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1978,33 mins,02/25/2016
"(41.896555308, -87.7703173)",1531,15,19575,12.2 mi,"863-899 N Menard Ave, Chicago, IL 60651, USA",41.89655519999999,-87.7703088,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3546,59 mins,02/25/2016
"(41.896555308, -87.7703173)",1531,15,8762,5.4 mi,"863-899 N Menard Ave, Chicago, IL 60651, USA",41.89655519999999,-87.7703088,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2182,36 mins,02/25/2016
"(41.8981840893, -87.6227683045)",1511,15,8316,5.2 mi,"835 N Michigan Ave, Chicago, IL 60611, USA",41.8981873,-87.6226272,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1479,25 mins,02/25/2016
"(41.8981840893, -87.6227683045)",1511,15,3911,2.4 mi,"835 N Michigan Ave, Chicago, IL 60611, USA",41.8981873,-87.6226272,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1614,27 mins,02/25/2016
"(41.8964988209, -87.6312052486)",1833,18,7913,4.9 mi,"753-799 N Clark St, Chicago, IL 60654, USA",41.8964983,-87.6312399,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1280,21 mins,02/25/2016
"(41.8964988209, -87.6312052486)",1833,18,3066,1.9 mi,"70-98 W Chicago Ave, Chicago, IL 60654, USA",41.896698,-87.6310577,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1079,18 mins,02/25/2016
"(41.8917285704, -87.6360449722)",1832,18,7760,4.8 mi,"308-318 W Grand Ave, Chicago, IL 60654, USA",41.8915818,-87.6360411,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1427,24 mins,02/25/2016
"(41.8917285704, -87.6360449722)",1832,18,3303,2.1 mi,"308-318 W Grand Ave, Chicago, IL 60654, USA",41.8915818,-87.6360411,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1269,21 mins,02/25/2016
"(41.8924008799, -87.6162996479)",1831,18,8350,5.2 mi,"420 E Ohio St, Chicago, IL 60611, USA",41.89265270000001,-87.6163076,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1868,31 mins,02/25/2016
"(41.8924008799, -87.6162996479)",1831,18,4999,3.1 mi,"420 E Ohio St, Chicago, IL 60611, USA",41.89265270000001,-87.6163076,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2169,36 mins,02/25/2016
"(41.8905014157, -87.6489201072)",1834,18,8697,5.4 mi,"451-453 N Green St, Chicago, IL 60642, USA",41.890504,-87.648753,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1763,29 mins,02/25/2016
"(41.8905014157, -87.6489201072)",1834,18,2038,1.3 mi,"451-453 N Green St, Chicago, IL 60642, USA",41.890504,-87.648753,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,756,13 mins,02/25/2016
"(41.8908253414, -87.6644598908)",1223,12,10650,6.6 mi,"1459-1461 W Grand Ave, Chicago, IL 60642, USA",41.8910017,-87.66446359999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2028,34 mins,02/25/2016
"(41.8908253414, -87.6644598908)",1223,12,899,0.6 mi,"1459-1461 W Grand Ave, Chicago, IL 60642, USA",41.8910017,-87.66446359999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,355,6 mins,02/25/2016
"(41.8921449363, -87.6892665472)",1214,12,12519,7.8 mi,"644 N Campbell Ave, Chicago, IL 60612, USA",41.8921212,-87.6892663,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,3057,51 mins,02/25/2016
"(41.8921449363, -87.6892665472)",1214,12,2267,1.4 mi,"644 N Campbell Ave, Chicago, IL 60612, USA",41.8921212,-87.6892663,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,757,13 mins,02/25/2016
"(41.8853184362, -87.7209693444)",1222,12,14282,8.9 mi,"3800-3818 W Lake St, Chicago, IL 60624, USA",41.885292,-87.72097169999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2040,34 mins,02/25/2016
"(41.8853184362, -87.7209693444)",1222,12,5870,3.6 mi,"3800-3818 W Lake St, Chicago, IL 60624, USA",41.885292,-87.72097169999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1331,22 mins,02/25/2016
"(41.887424364, -87.7504273834)",1215,12,17518,10.9 mi,"369-399 N Lavergne Ave, Chicago, IL 60644, USA",41.8874242,-87.7504194,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2229,37 mins,02/25/2016
"(41.887424364, -87.7504273834)",1215,12,9106,5.7 mi,"369-399 N Lavergne Ave, Chicago, IL 60644, USA",41.8874242,-87.7504194,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1989,33 mins,02/25/2016
"(41.8867263002, -87.760195624)",122,1,17590,10.9 mi,"329-331 N Long Ave, Chicago, IL 60644, USA",41.886724,-87.7603067,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2294,38 mins,02/25/2016
"(41.8867263002, -87.760195624)",122,1,9178,5.7 mi,"329-331 N Long Ave, Chicago, IL 60644, USA",41.886724,-87.7603067,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2054,34 mins,02/25/2016
"(41.8866082966, -87.7699790929)",1221,12,18392,11.4 mi,"301 N Menard Ave, Chicago, IL 60644, USA",41.8866219,-87.769971,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2229,37 mins,02/25/2016
"(41.8866082966, -87.7699790929)",1221,12,9980,6.2 mi,"301 N Menard Ave, Chicago, IL 60644, USA",41.8866219,-87.769971,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1989,33 mins,02/25/2016
"(41.8844787685, -87.7116175207)",1532,15,14305,8.9 mi,"3401 W Lake St, Chicago, IL 60624, USA",41.8845529,-87.7116099,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2036,34 mins,02/25/2016
"(41.8844787685, -87.7116175207)",1532,15,5893,3.7 mi,"3401 W Lake St, Chicago, IL 60624, USA",41.8845529,-87.7116099,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1327,22 mins,02/25/2016
"(41.8791571594, -87.6196208829)",1122,11,6534,4.1 mi,"322-344 E Jackson Dr, Chicago, IL 60605, USA",41.8792694,-87.6194338,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,1433,24 mins,02/25/2016
"(41.8791571594, -87.6196208829)",1122,11,5438,3.4 mi,"322-344 E Jackson Dr, Chicago, IL 60605, USA",41.8792694,-87.6194338,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1968,33 mins,02/25/2016
"(41.8855828348, -87.6275235422)",1114,11,6474,4.0 mi,"1-33 E Lake St, Chicago, IL 60601, USA",41.8857651,-87.62751949999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1009,17 mins,02/25/2016
"(41.8855828348, -87.6275235422)",1114,11,4629,2.9 mi,"1-33 E Lake St, Chicago, IL 60601, USA",41.8857384,-87.62783809999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1420,24 mins,02/25/2016
"(41.8836919269, -87.6791573065)",1523,15,10933,6.8 mi,"116A N Hoyne Ave, Chicago, IL 60612, USA",41.8836927,-87.67913349999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2279,38 mins,02/25/2016
"(41.8836919269, -87.6791573065)",1523,15,2445,1.5 mi,"116A N Hoyne Ave, Chicago, IL 60612, USA",41.8836927,-87.67913349999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1120,19 mins,02/25/2016
"(41.8847595849, -87.6963753298)",1512,15,12287,7.6 mi,"201-237 N California Ave, Chicago, IL 60612, USA",41.8847599,-87.69638119999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,1677,28 mins,02/25/2016
"(41.8847595849, -87.6963753298)",1512,15,3875,2.4 mi,"201-237 N California Ave, Chicago, IL 60612, USA",41.8847599,-87.69638119999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,985,16 mins,02/25/2016
"(41.8814530841, -87.6343454974)",1123,11,6501,4.0 mi,"201-299 W Arcade Pl, Chicago, IL 60606, USA",41.8812778,-87.6343427,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1298,22 mins,02/25/2016
"(41.8814530841, -87.6343454974)",1123,11,4649,2.9 mi,"201-299 W Arcade Pl, Chicago, IL 60606, USA",41.8812778,-87.6343427,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1218,20 mins,02/25/2016
"(41.8848540422, -87.7306941422)",114,1,15164,9.4 mi,"252 N Keeler Ave, Chicago, IL 60624, USA",41.88485410000001,-87.7306892,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2284,38 mins,02/25/2016
"(41.8848540422, -87.7306941422)",114,1,6751,4.2 mi,"252 N Keeler Ave, Chicago, IL 60624, USA",41.88485410000001,-87.7306892,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2044,34 mins,02/25/2016
"(41.8822581208, -87.740437309)",111,1,17050,10.6 mi,"100-198 N Kenton Ave, Chicago, IL 60624, USA",41.88225629999999,-87.7401474,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2495,42 mins,02/25/2016
"(41.8822581208, -87.740437309)",111,1,8638,5.4 mi,"100-198 N Kenton Ave, Chicago, IL 60624, USA",41.88225629999999,-87.7401474,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2255,38 mins,02/25/2016
"(41.8805323992, -87.6415539823)",333,3,8346,5.2 mi,"555 W Monroe St, Chicago, IL 60661, USA",41.8805469,-87.6415541,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,1700,28 mins,02/25/2016
"(41.8805323992, -87.6415539823)",333,3,3639,2.3 mi,"555 W Monroe St, Chicago, IL 60661, USA",41.8805469,-87.6415541,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1771,30 mins,02/25/2016
"(41.8826468388, -87.6600652851)",1113,11,10542,6.6 mi,"1301-1321 W Washington Blvd, Chicago, IL 60607, USA",41.8829421,-87.66006949999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,1972,33 mins,02/25/2016
"(41.8826468388, -87.6600652851)",1113,11,2375,1.5 mi,"1301-1321 W Washington Blvd, Chicago, IL 60607, USA",41.8829421,-87.66006949999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,897,15 mins,02/25/2016
"(41.8813518703, -87.6276340819)",121,1,5953,3.7 mi,"54 S State St, Chicago, IL 60603, USA",41.8813013,-87.6277891,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,897,15 mins,02/25/2016
"(41.8813518703, -87.6276340819)",121,1,4523,2.8 mi,"54 S State St, Chicago, IL 60603, USA",41.8813013,-87.6277891,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,1374,23 mins,02/25/2016
"(41.8706468994, -87.6506497326)",1224,12,7557,4.7 mi,"901-945 S Morgan St, Chicago, IL 60607, USA",41.87055590000001,-87.65064629999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1579,26 mins,02/25/2016
"(41.8706468994, -87.6506497326)",1224,12,4580,2.8 mi,"901-945 S Morgan St, Chicago, IL 60607, USA",41.87055590000001,-87.65064629999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2025,34 mins,02/25/2016
"(41.8740220663, -87.7597082138)",112,1,19024,11.8 mi,"5409 W Congress Pkwy, Chicago, IL 60644, USA",41.8738762,-87.7597053,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3303,55 mins,02/25/2016
"(41.8740220663, -87.7597082138)",112,1,10612,6.6 mi,"5409 W Congress Pkwy, Chicago, IL 60644, USA",41.8738762,-87.7597053,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2732,46 mins,02/25/2016
"(41.8738220074, -87.7695013235)",131,1,19989,12.4 mi,"245 S Golf Dr, Chicago, IL 60644, USA",41.8745447,-87.7687375,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,3382,56 mins,02/25/2016
"(41.8738220074, -87.7695013235)",131,1,11577,7.2 mi,"245 S Golf Dr, Chicago, IL 60644, USA",41.8745447,-87.7687375,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2811,47 mins,02/25/2016
"(41.879504374, -87.7305375609)",1232,12,15716,9.8 mi,"100-128 S Keeler Ave, Chicago, IL 60624, USA",41.8795043,-87.73052030000001,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2687,45 mins,02/25/2016
"(41.879504374, -87.7305375609)",1232,12,7998,5.0 mi,"100-128 S Keeler Ave, Chicago, IL 60624, USA",41.8795043,-87.73052030000001,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2314,39 mins,02/25/2016
"(41.8283368939, -87.6973189607)",911,9,6448,4.0 mi,"2901-2917 W 36th St, Chicago, IL 60632, USA",41.8281555,-87.69731139999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1507,25 mins,02/25/2016
"(41.8283368939, -87.6973189607)",911,9,10914,6.8 mi,"2901-2917 W 36th St, Chicago, IL 60632, USA",41.8281555,-87.69731139999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2715,45 mins,02/25/2016
"(41.8275129511, -87.6122215067)",1522,15,2168,1.3 mi,"567 E 37th St, Chicago, IL 60653, USA",41.82752319999999,-87.61222219999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,891,15 mins,02/25/2016
"(41.8275129511, -87.6122215067)",1522,15,12519,7.8 mi,"567 E 37th St, Chicago, IL 60653, USA",41.82752319999999,-87.61222219999999,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,3475,58 mins,02/25/2016
"(41.822668213, -87.6245501811)",215,2,1327,0.8 mi,"3900-3998 S Wabash Ave, Chicago, IL 60653, USA",41.8226654,-87.624792,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,419,7 mins,02/25/2016
"(41.822668213, -87.6245501811)",215,2,12586,7.8 mi,"3900-3998 S Wabash Ave, Chicago, IL 60653, USA",41.8226654,-87.624792,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2341,39 mins,02/25/2016
"(41.8128466873, -87.7143841978)",1513,15,8666,5.4 mi,"4408-4514 S Drake Ave, Chicago, IL 60632, USA",41.81289599999999,-87.7125559,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,2837,47 mins,02/25/2016
"(41.8128466873, -87.7143841978)",1513,15,12611,7.8 mi,"4408-4514 S Drake Ave, Chicago, IL 60632, USA",41.81289599999999,-87.7125559,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,3579,1 hour 0 mins,02/25/2016
"(41.8203728749, -87.6058452101)",1115,11,2769,1.7 mi,"817 E 41st St, Chicago, IL 60653, USA",41.8204997,-87.6058468,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,907,15 mins,02/25/2016
"(41.8203728749, -87.6058452101)",1115,11,13428,8.3 mi,"817 E 41st St, Chicago, IL 60653, USA",41.8204997,-87.6058468,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,3251,54 mins,02/25/2016
"(41.8078295213, -87.7330519795)",212,2,19054,11.8 mi,"4401-4431 W 47th St, Chicago, IL 60632, USA",41.80767060000001,-87.7334595,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.8310051,-87.62706659999999,2018,34 mins,02/25/2016
"(41.8078295213, -87.7330519795)",212,2,16242,10.1 mi,"4401-4431 W 47th St, Chicago, IL 60632, USA",41.80767060000001,-87.7334595,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,3668,1 hour 1 min,02/25/2016
"(41.8162597942, -87.6427157336)",213,2,3527,2.2 mi,"646-648 W 43rd St, Chicago, IL 60609, USA",41.8162307,-87.642715,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1523,25 mins,02/25/2016
"(41.8162597942, -87.6427157336)",213,2,11229,7.0 mi,"646-648 W 43rd St, Chicago, IL 60609, USA",41.8162307,-87.642715,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,3324,55 mins,02/25/2016
"(41.8158551655, -87.6697329972)",821,8,5367,3.3 mi,"1743 W 43rd St, Chicago, IL 60609, USA",41.8158226,-87.66973250000001,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1722,29 mins,02/25/2016
"(41.8158551655, -87.6697329972)",821,8,9696,6.0 mi,"1743 W 43rd St, Chicago, IL 60609, USA",41.8158226,-87.66973250000001,"1615 W Chicago Ave, Chicago, IL 60622, USA",41.8960587,-87.66795669999999,2247,37 mins,02/25/2016
"(41.8191731259, -87.6942577945)",214,2,8498,5.3 mi,"2725 W 41st St, Chicago, IL 60632, USA",41.8192801,-87.69426059999999,"Iit Tower, 10 W 35th St, Chicago, IL 60616, USA",41.83100170000001,-87.6272046,1995,33 mins,02/25/2016
