officer_id,centrality_score
5333,0.0002241399
7630,0.0003362098
3185,0.0006724196
2393,0.0005603497
1092,0.0002241399
3565,0.0004482797
1363,0.0001120699
3422,0
8341,0.0003362098
666,0.001568979
861,0.0003362098
611,0.0019051888
4625,0.0008965595
8242,0.0003362098
4720,0.001568979
6829,0.0011206993
1127,0.0010086294
8561,0.0003362098
7290,0.0006724196
3604,0.0002241399
8428,0.0001120699
2596,0.0012327692
6480,0.0010086294
5693,0.0017931189
3961,0.0011206993
2145,0.0005603497
1639,0.0019051888
2715,0.0002241399
2562,0.0002241399
8162,0.0003362098
1928,0.003250028
7482,0
7936,0.001568979
8902,0.0026896784
5872,0.0002241399
5235,0.0005603497
5537,0.0004482797
1151,0
4514,0
4478,0.0003362098
7872,0.0011206993
3991,0
7154,0
4006,0.0002241399
788,0.0001120699
1665,0.0010086294
4060,0.0012327692
5975,0.0003362098
7324,0.0005603497
7435,0.0008965595
657,0.0011206993
4178,0.0007844895
4073,0.0005603497
8154,0
7514,0.0003362098
3749,0.0002241399
1883,0.0004482797
881,0
1912,0.0003362098
6154,0.0012327692
4789,0
322,0.0002241399
1405,0.0002241399
4047,0.0001120699
2624,0.0019051888
5691,0.0001120699
1166,0.0080690351
6319,0.0001120699
3546,0.0005603497
3309,0.0007844895
1467,0.0002241399
8742,0.0071724756
2727,0.0001120699
8275,0.001568979
3350,0.0006724196
1989,0.0012327692
6509,0.0005603497
1277,0.0001120699
6363,0.0001120699
2197,0.0002241399
3314,0.0005603497
5613,0.0014569091
2117,0.0003362098
5332,0.0013448392
1036,0.0003362098
1070,0.0003362098
8869,0.0002241399
6860,0.0010086294
8722,0
6609,0.0001120699
4245,0.0005603497
6768,0.0002241399
1991,0.0003362098
8407,0.0004482797
2273,0.0062759162
1480,0.0012327692
8499,0.0033620979
3603,0.0001120699
8036,0.0002241399
5675,0.0003362098
8438,0.0001120699
2836,0.0001120699
6978,0.0002241399
5259,0.0011206993
8179,0.0002241399
7438,0.0001120699
3393,0.001568979
6539,0
4040,0.0017931189
1651,0
7078,0.0011206993
7844,0
4873,0.0001120699
471,0.0006724196
554,0.0004482797
6494,0.0001120699
895,0.001568979
8245,0.0001120699
2330,0.0034741679
703,0
734,0.0001120699
7241,0.0004482797
2079,0.0004482797
5642,0.0014569091
1462,0.0002241399
2400,0.0006724196
8373,0.001681049
1819,0.0002241399
897,0.003250028
2894,0.001681049
481,0.0001120699
6314,0.0006724196
2878,0.0001120699
2188,0
1069,0.0025776084
2325,0
8506,0.0001120699
4489,0.0004482797
7760,0.0005603497
2988,0.0006724196
6613,0.0005603497
3963,0.0001120699
7045,0.0005603497
4140,0
439,0.0006724196
545,0.0002241399
1578,0
4802,0.001568979
4863,0.0003362098
113,0.0004482797
3193,0.0002241399
6002,0.0011206993
7783,0.0004482797
339,0.0001120699
4127,0.0019051888
813,0.0010086294
2862,0.0019051888
6578,0.0003362098
8059,0.0024655385
5418,0.0002241399
6890,0.0013448392
6062,0.0014569091
1542,0.0003362098
4124,0.0034741679
7369,0.0011206993
4012,0.0010086294
4902,0.0002241399
8704,0.0002241399
209,0
2569,0.0017931189
7615,0.0003362098
234,0
8661,0.0010086294
3633,0
6205,0.0011206993
3471,0.001568979
7552,0.0011206993
6563,0.0003362098
4926,0.0019051888
8843,0.0002241399
628,0.0008965595
3396,0
740,0.0001120699
4314,0.0002241399
2519,0.0007844895
4039,0
4494,0.0004482797
6631,0.0001120699
2608,0.0007844895
1572,0.0024655385
1027,0.0002241399
744,0.0001120699
8274,0.0001120699
7691,0.0026896784
7278,0.0007844895
3605,0
3181,0.0011206993
8691,0.0045948672
4036,0.0001120699
5788,0.0004482797
5369,0.0011206993
1834,0.0021293287
2583,0.0001120699
405,0.0003362098
1357,0.0024655385
5870,0.0035862378
318,0
3125,0
7749,0
364,0.0004482797
2929,0.0006724196
8120,0
4149,0.0002241399
503,0.0012327692
2726,0
2302,0.0007844895
7271,0.0012327692
305,0
2349,0.0020172588
3504,0.0002241399
7579,0.0002241399
864,0.0043707273
1423,0.0002241399
2652,0.0001120699
4829,0.0002241399
856,0.0002241399
6409,0.0002241399
5980,0.001681049
5869,0.0002241399
4527,0.0003362098
8395,0.0008965595
7744,0.0002241399
179,0.0034741679
4119,0.0044827973
1729,0.0005603497
4778,0.0006724196
147,0.0002241399
5410,0.0003362098
1175,0.0003362098
333,0.0001120699
8196,0.0010086294
2456,0.0007844895
8467,0.0004482797
4560,0.0002241399
1714,0.001681049
8226,0.0002241399
7915,0.0010086294
2855,0.0031379581
3124,0.0006724196
8586,0.0001120699
3411,0.0005603497
4338,0.0005603497
2113,0
1937,0.0006724196
6654,0
351,0.0014569091
5741,0.0003362098
6850,0.0003362098
4627,0.0002241399
3627,0.0004482797
3970,0.0001120699
4589,0.0001120699
4501,0
5036,0.0006724196
186,0.0017931189
5372,0.0003362098
3207,0.0007844895
4061,0
2084,0.0001120699
6403,0.0030258882
658,0.0004482797
346,0.0003362098
8651,0.0001120699
2112,0.0024655385
4982,0.0006724196
2435,0.0024655385
7986,0.0004482797
4406,0
6151,0.0002241399
1864,0.0002241399
4108,0.0002241399
3790,0.0011206993
2948,0.0004482797
1525,0.0048190071
171,0.0001120699
4220,0.0004482797
4974,0.0002241399
7777,0.0057155665
1831,0.0017931189
246,0.0006724196
2284,0.0002241399
6499,0.0013448392
3219,0.0002241399
7809,0.0002241399
3038,0.0006724196
8476,0
8901,0.0001120699
961,0
4780,0
1254,0.0001120699
7694,0.0008965595
7496,0.0005603497
3323,0.0002241399
4266,0.0001120699
5554,0.0007844895
8617,0.0003362098
6789,0.0019051888
7897,0
1461,0.0002241399
3310,0.0002241399
7058,0.0008965595
5355,0.0030258882
5390,0.0020172588
6933,0.0001120699
7404,0
2591,0.0036983077
5571,0.0017931189
7703,0
1123,0.0013448392
779,0.0006724196
5327,0.0007844895
7360,0.0001120699
8785,0.0002241399
6627,0.001568979
4776,0.0004482797
1560,0.0001120699
1438,0.0004482797
8474,0.0001120699
1871,0.0003362098
6078,0.0002241399
1294,0.0039224476
6805,0
8384,0.0001120699
3645,0.0021293287
398,0.0001120699
6153,0
3668,0.0008965595
1702,0.0017931189
206,0.0002241399
3820,0.0005603497
8075,0.0012327692
6108,0.0017931189
6655,0.0011206993
7666,0.0002241399
3964,0.0002241399
7224,0.0011206993
7364,0.0002241399
646,0.0002241399
7473,0.0003362098
7561,0.0002241399
4418,0.0013448392
7972,0.0001120699
4659,0.0004482797
4358,0.0002241399
8199,0.0001120699
8576,0.0001120699
397,0.0021293287
3251,0
982,0.0002241399
6254,0.0004482797
8553,0
5304,0.0002241399
5823,0.0001120699
735,0.0004482797
6458,0
4282,0
191,0.0001120699
4554,0.0002241399
567,0.0028017483
73,0
3906,0.0007844895
4619,0
7577,0.0006724196
6778,0.0001120699
5501,0
1741,0.0031379581
2980,0
2711,0.0019051888
8098,0.0001120699
8035,0.0001120699
828,0.0002241399
3433,0.0001120699
7845,0.0004482797
609,0.0006724196
697,0.0001120699
8442,0.0021293287
4722,0.0013448392
3432,0.0004482797
2844,0.0004482797
2495,0.0019051888
3647,0.0003362098
731,0
4919,0.0001120699
2293,0
3741,0.0020172588
2015,0.0017931189
6018,0.0019051888
4700,0
1737,0.0022413986
8426,0.001568979
6911,0.0036983077
7434,0.0001120699
8139,0.0002241399
8468,0.0014569091
7109,0.001681049
4411,0.0004482797
2473,0.0002241399
4553,0.0006724196
8079,0.0002241399
1322,0.0002241399
6105,0.0001120699
1284,0.0003362098
348,0.0014569091
6735,0.0013448392
128,0.0001120699
732,0.0004482797
4815,0.0002241399
4923,0.0031379581
1921,0.0034741679
6332,0.0003362098
741,0.0003362098
531,0.0001120699
1934,0
6545,0.0002241399
4705,0.0003362098
2028,0.0001120699
639,0.0001120699
8852,0.0007844895
6709,0.0003362098
975,0.0042586574
7766,0.0003362098
3484,0
8144,0.0002241399
7137,0.0007844895
8216,0
5842,0.0001120699
5053,0.0004482797
5321,0
6535,0
3699,0.0006724196
8194,0.0001120699
8825,0.0001120699
585,0.0005603497
5049,0.0001120699
3417,0.0013448392
2927,0
5082,0
8066,0.0036983077
4082,0.0007844895
6909,0.0002241399
3408,0.0014569091
7830,0.001681049
8344,0.0021293287
3060,0.0022413986
2913,0
2840,0.0002241399
7646,0.0057155665
3730,0
3754,0.0004482797
4656,0.0001120699
6206,0.0060517763
4366,0.0012327692
5784,0.0001120699
3648,0
1829,0.0002241399
7507,0.0041465875
7751,0.0001120699
5657,0.0001120699
8657,0.0001120699
3750,0.0001120699
5442,0.001568979
4399,0.001681049
5220,0.0005603497
1414,0.0012327692
1164,0.0022413986
7947,0.0014569091
3206,0
2433,0.0005603497
2680,0.0008965595
4221,0.0006724196
6450,0.0001120699
3121,0.0012327692
8038,0.0003362098
1350,0.001568979
1397,0
3453,0.0012327692
1403,0.0010086294
8897,0.0001120699
175,0
3693,0.0019051888
3694,0.0006724196
3954,0.0002241399
4260,0.0005603497
5873,0.0008965595
3190,0.0004482797
7908,0.0022413986
2657,0.0005603497
4845,0
2556,0.0010086294
487,0.0003362098
5136,0.0001120699
2038,0.0023534686
7100,0.0013448392
3037,0.0002241399
6527,0.0024655385
6027,0.0003362098
4261,0.0002241399
6624,0.0001120699
4189,0.0010086294
4202,0.0002241399
8916,0.0003362098
2609,0.0002241399
3245,0.0008965595
803,0.0001120699
4387,0.0014569091
8482,0
8477,0.0002241399
5144,0.0006724196
1904,0.0029138182
8347,0.0002241399
4869,0.0017931189
1141,0.0022413986
6889,0.0002241399
2566,0.0024655385
7298,0.0002241399
7046,0.0053793567
7003,0.0001120699
4671,0.0002241399
4633,0.0001120699
8241,0.0001120699
2356,0.0001120699
8221,0.0007844895
3264,0.0001120699
1794,0.0033620979
6318,0.0004482797
4691,0.0007844895
5797,0.0001120699
2752,0.0007844895
7355,0.0004482797
1318,0.0010086294
4743,0
2620,0.0003362098
4274,0
3406,0.0001120699
6719,0.0003362098
5903,0.0010086294
1853,0.0002241399
235,0.0006724196
2987,0.0003362098
931,0.0014569091
2459,0.0006724196
492,0
527,0.0019051888
4438,0.001681049
4769,0.0012327692
7645,0.0002241399
4267,0
8161,0.0004482797
1489,0
5043,0.0043707273
8295,0.0001120699
7236,0
2776,0.001568979
7597,0.0002241399
7317,0.0035862378
2738,0.0001120699
6928,0
1417,0.0007844895
4015,0.0001120699
3936,0.0001120699
5198,0.0007844895
4804,0.0028017483
5272,0.0002241399
7414,0.0005603497
2873,0.0007844895
215,0.0001120699
5291,0.0017931189
2837,0
6133,0.0008965595
7012,0.0005603497
3615,0.0002241399
929,0.0002241399
4927,0.0010086294
1801,0.0008965595
1945,0.0022413986
996,0.0012327692
227,0.0006724196
8386,0
3914,0.0048190071
7087,0.0003362098
1030,0.0008965595
6973,0.0044827973
5550,0.0005603497
212,0.0002241399
3705,0.0007844895
893,0.0004482797
5808,0.0029138182
1969,0.0004482797
6253,0.0004482797
2420,0.0033620979
8596,0.0001120699
6534,0.0003362098
4292,0.0004482797
4316,0
6859,0.0019051888
1205,0.0004482797
2370,0.0011206993
6173,0.0001120699
3255,0
6367,0.0001120699
1066,0.0002241399
1609,0.0013448392
7208,0.0002241399
8894,0.0043707273
6337,0.0004482797
7990,0.0003362098
1276,0
1085,0.0019051888
5492,0
5926,0.001568979
3480,0.0007844895
7686,0
1280,0.0001120699
7713,0.0007844895
855,0.0010086294
7150,0.0005603497
5293,0.0002241399
4958,0.0002241399
8313,0.0001120699
5901,0.0056034966
6615,0.0001120699
3373,0.0008965595
6644,0.0002241399
1196,0
1563,0.0014569091
4263,0.0005603497
3888,0
342,0
4009,0.0045948672
1715,0.0001120699
4871,0.0005603497
8660,0.0028017483
2820,0.0007844895
7162,0.0029138182
8053,0.0033620979
3850,0.0002241399
4543,0
8884,0.0001120699
808,0.0004482797
1983,0.0006724196
6698,0.0036983077
2933,0.0006724196
3211,0
1588,0.0002241399
7886,0.0001120699
6185,0.0008965595
1032,0
1215,0.0010086294
4484,0.0003362098
983,0
3835,0.0004482797
3023,0.0001120699
4041,0.0020172588
1006,0
3875,0.0013448392
8652,0.0010086294
6081,0.003250028
443,0
201,0.0001120699
4992,0.0022413986
5041,0.0002241399
1705,0
8650,0.0005603497
5997,0.0004482797
6036,0
2407,0.0035862378
7980,0.0025776084
5582,0.0001120699
1745,0.0001120699
4329,0.0017931189
5048,0.0003362098
2187,0.0001120699
7895,0.0002241399
1537,0.0010086294
2745,0.0001120699
3747,0
7153,0.0006724196
268,0.0038103777
7813,0.0003362098
4142,0.0002241399
5137,0.0007844895
5911,0.0002241399
4259,0.001681049
4503,0.0008965595
5393,0.0011206993
225,0
2431,0.0003362098
3701,0.0013448392
1034,0.0043707273
77,0
8293,0.001568979
6577,0.0005603497
4774,0.0005603497
3721,0.0021293287
343,0.0043707273
3102,0.0002241399
5578,0
4183,0.0002241399
7832,0.0001120699
3824,0.0001120699
3465,0.0003362098
8919,0
7743,0.0001120699
4339,0.0006724196
5615,0.0002241399
4020,0.0002241399
7860,0.0020172588
