stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTETomek,3,"[ 0.34771755  0.39816765  0.49651568  0.6203384   0.63477339  0.70305164
  1.        ]","[ 1.          0.96948718  0.95        0.92128205  0.61410256  0.30717949
  0.        ]",[ 0.2973933   0.30043857  0.30069984  0.60902041  0.61007963  0.61016237],0.81020767793
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTEEEN,6,"[ 0.34771755  0.37866457  0.40645023  0.44055738  0.48233909  0.55062623
  0.6203384   0.60607287  0.60933723  0.6203384   0.63477339  0.70305164
  1.        ]","[ 1.          0.99025641  0.97589744  0.96064103  0.94538462  0.93564103
  0.92128205  0.76769231  0.61410256  0.46064103  0.30705128  0.15358974
  0.        ]","[ 0.2890196   0.28913032  0.28942607  0.2973933   0.30043857  0.30069984
  0.57318971  0.5738138   0.57557471  0.60902041  0.61007963  0.61016237]",0.81020767793
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTE borderline 2,9,"[ 0.34771755  0.3676852   0.38445098  0.40366355  0.42536976  0.45762158
  0.48622807  0.52025617  0.57182611  0.6203384   0.61134507  0.61400425
  0.6203384   0.62603241  0.63914088  0.6203384   0.63477339  0.57854036
  1.        ]","[ 1.          0.99350427  0.98393162  0.97376068  0.96358974  0.95709402
  0.94752137  0.93735043  0.9308547   0.92128205  0.81888889  0.71649573
  0.61418803  0.51179487  0.40948718  0.30709402  0.20470085  0.10230769
  0.        ]","[ 0.2890196   0.28913032  0.28942607  0.2973933   0.30043857  0.30069984
  0.30281853  0.30404167  0.30538669  0.57318971  0.5738138   0.57557471
  0.60902041  0.61007963  0.61016237  0.61152223  0.61255542  0.61257449]",0.81020767793
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME', 'n_estimators': 1, 'learning_rate': 0.001}",ROS,12,"[ 0.36268948  0.37883742  0.39208304  0.40685857  0.42305119  0.44623751
  0.46592464  0.48833925  0.52062654  0.54895288  0.58193445  0.61875803
  0.61212233  0.61405207  0.6182367   0.61134507  0.61400425  0.61758638
  0.62603241  0.60933723  0.6203384   0.63477339  0.57854036  1.        ]","[ 1.          0.99512821  0.98794872  0.98032051  0.97269231  0.96782051
  0.96064103  0.95301282  0.94814103  0.94096154  0.93333333  0.92615385
  0.84935897  0.7725641   0.69583333  0.61416667  0.53737179  0.46057692
  0.38384615  0.30705128  0.23032051  0.15352564  0.07673077  0.        ]","[ 0.2890196   0.28913032  0.28942607  0.2973933   0.30043857  0.30069984
  0.30281853  0.30404167  0.30538669  0.31692881  0.31753342  0.57318971
  0.5738138   0.57557471  0.58785813  0.60882864  0.60902041  0.61007963
  0.61016237  0.61022923  0.61152223  0.61255542  0.61257449]",0.810900809204
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTE,15,"[ 0.35959283  0.37215006  0.38223419  0.39326695  0.40510577  0.41784234
  0.43124914  0.45048008  0.46649162  0.48948783  0.50943813  0.53751243
  0.56166236  0.58915358  0.61907213  0.6138567   0.61548448  0.61875803
  0.6137719   0.61589097  0.61850109  0.62388487  0.61400425  0.6203384
  0.62603241  0.63477339  0.61485793  0.63477339  0.57854036  1.        ]","[ 1.          0.99610256  0.99035897  0.98425641  0.97815385  0.97205128
  0.96630769  0.96241026  0.95666667  0.95276923  0.94666667  0.94276923
  0.93702564  0.93092308  0.92517949  0.86374359  0.80230769  0.74092308
  0.67558974  0.61415385  0.55271795  0.49133333  0.42989744  0.36851282
  0.30707692  0.24564103  0.18420513  0.12282051  0.06138462  0.        ]","[ 0.2890196   0.28913032  0.28942607  0.2973933   0.29943898  0.30013704
  0.30043857  0.30069984  0.3012304   0.30281853  0.30404167  0.30538669
  0.31692881  0.31753342  0.57318971  0.5738138   0.57557471  0.58785813
  0.60882864  0.60902041  0.61007963  0.61016237  0.61022923  0.61152223
  0.6121321   0.61255542  0.61257449  0.61306788  0.61353236]",0.810762182949
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTE borderline 1,18,"[ 0.35755761  0.36782842  0.37596372  0.38475508  0.39406518  0.40394132
  0.41418685  0.42534311  0.43695652  0.45338075  0.46687301  0.48595518
  0.50681174  0.52472161  0.54950743  0.57053022  0.59408808  0.61928207
  0.61498646  0.61638525  0.61907213  0.6151673   0.61691168  0.61895943
  0.62291361  0.61589097  0.6203384   0.62388487  0.62850502  0.63477339
  0.62267291  0.63477339  0.61485793  0.57854036  0.57854036  1.        ]","[ 1.          0.99675214  0.99196581  0.98688034  0.98179487  0.9767094
  0.97192308  0.96683761  0.96205128  0.95880342  0.95401709  0.95076923
  0.94752137  0.9424359   0.93918803  0.93440171  0.92931624  0.92452991
  0.87333333  0.82213675  0.77098291  0.71653846  0.66534188  0.6141453
  0.56299145  0.51179487  0.46064103  0.40944444  0.35824786  0.30705128
  0.2558547   0.20470085  0.15350427  0.10230769  0.05115385  0.        ]","[ 0.2890196   0.28913032  0.28942607  0.2973933   0.29943898  0.29968606
  0.29977862  0.30013704  0.30043857  0.30069984  0.3012304   0.30156913
  0.30281853  0.30404167  0.30538669  0.31692881  0.31753342  0.57318971
  0.5738138   0.57557471  0.58785813  0.60882864  0.60902041  0.61007963
  0.61016237  0.61022923  0.61152223  0.61207139  0.6121321   0.61255542
  0.61257449  0.61300661  0.61306788  0.61353236  0.61361318]",0.810669765446
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME', 'n_estimators': 1, 'learning_rate': 0.001}",None,21,"[ 0.35611792  0.36480583  0.37162125  0.37892358  0.38658726  0.39445214
  0.40548836  0.41451351  0.42403643  0.4338572   0.44449154  0.45548925
  0.47087449  0.48345396  0.50104704  0.52008478  0.5363028   0.55846765
  0.57706954  0.59767431  0.6194323   0.6207921   0.62317812  0.61928207
  0.61498646  0.61638525  0.61907213  0.6151673   0.61691168  0.61895943
  0.62291361  0.61589097  0.6203384   0.62388487  0.62850502  0.63477339
  0.62267291  0.63477339  0.61485793  0.57854036  0.57854036  1.        ]","[ 1.          0.99721612  0.99311355  0.98875458  0.9843956   0.98029304
  0.97750916  0.97315018  0.96879121  0.96468864  0.96032967  0.95622711
  0.95344322  0.94934066  0.94655678  0.94377289  0.93941392  0.93663004
  0.93252747  0.9281685   0.92406593  0.88018315  0.836337    0.79245421
  0.74857143  0.70468864  0.66084249  0.61417582  0.57029304  0.52641026
  0.4825641   0.43868132  0.39483516  0.35095238  0.3070696   0.26318681
  0.21930403  0.17545788  0.13157509  0.08769231  0.04384615  0.        ]","[ 0.2890196   0.28913032  0.28942607  0.29498959  0.29594022  0.29656338
  0.2973933   0.29943898  0.29968606  0.29977862  0.30013704  0.30043857
  0.30069984  0.3012304   0.30156913  0.30281853  0.30404167  0.30538669
  0.31692881  0.31753342  0.53787645  0.54165178  0.54282534  0.57318971
  0.5738138   0.57557471  0.58785813  0.60882864  0.60902041  0.61007963
  0.61016237  0.61022923  0.61152223  0.61207139  0.6121321   0.61255542
  0.61257449  0.61300661  0.61306788  0.61353236  0.61361318]",0.810603752944
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTETomek,3,"[ 0.34771755  0.39816765  0.46882188  0.6203384   0.63477339  0.57854036
  1.        ]","[ 1.          0.96948718  0.94076923  0.92128205  0.61410256  0.30692308
  0.        ]",[ 0.07230679  0.0753345   0.07712533  0.72199968  0.7233208   0.72449643],0.81020767793
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTEEEN,6,"[ 0.34771755  0.37866457  0.40716351  0.44055738  0.48233909  0.5332648
  0.6203384   0.60607287  0.61336577  0.6203384   0.63477339  0.57854036
  1.        ]","[ 1.          0.99025641  0.975       0.96064103  0.94538462  0.93102564
  0.92128205  0.76769231  0.61423077  0.46064103  0.30705128  0.15346154
  0.        ]","[ 0.04619565  0.04806248  0.05443189  0.07230679  0.0753345   0.07712533
  0.6466291   0.65102881  0.65104586  0.72199968  0.7233208   0.72449643]",0.81020767793
stage-1,non-demo,no_affidavit,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 1, 'learning_rate': 0.001}",SMOTE borderline 2,9,"[ 0.34771755  0.3676852   0.38485984  0.40366355  0.42536976  0.44946444
  0.48622807  0.52025617  0.57182611  0.6203384   0.61134507  0.61633463
  0.6203384   0.62603241  0.60933723  0.6203384   0.63477339  0.57854036
  1.        ]","[ 1.          0.99350427  0.98333333  0.97376068  0.96358974  0.95401709
  0.94752137  0.93735043  0.9308547   0.92128205  0.81888889  0.7165812
  0.61418803  0.51179487  0.40940171  0.30709402  0.20470085  0.10230769
  0.        ]","[ 0.04619565  0.04806248  0.05443189  0.07230679  0.0753345   0.07712533
  0.08674352  0.08910035  0.09093509  0.6466291   0.65102881  0.65104586
  0.72199968  0.7233208   0.72449643  0.72621114  0.72846832  0.72872681]",0.81020767793
