crid,lat,lng
1053651,41.9076881,-87.76617130000001
1053943,41.9088594,-87.76584249999999
1058911,41.7706861,-87.68380739999999
1072831,41.77306,-87.58791099999999
1060348,41.779162,-87.708877
1056845,41.6580424,-87.53748560000001
1067165,41.75585520000001,-87.6603255
1063437,41.8449502,-87.69466179999999
1062555,41.7027455,-87.56441129999999
1048721,41.8363214,-87.6519289
1062488,41.8950279,-87.6558331
1062114,41.779162,-87.708877
1052452,41.891137,-87.6544579
1056743,41.8608718,-87.6957137
1044424,41.948123,-87.655531
1054773,41.9111665,-87.6316792
1069003,41.9072291,-87.63652429999999
1067639,41.9026374,-87.76543389999999
1051151,41.622711,-87.52712
1055799,41.783028,-87.66094799999999
1061098,41.788798,-87.661143
1045276,41.7218008,-87.6237586
1048755,41.8857506,-87.6302187
1054317,41.9069831,-87.7661028
1059419,41.629686,-87.555193
1045233,41.97967999999999,-87.69303599999999
1047344,41.9908333,-87.70720870000001
1054136,41.7740053,-87.7157302
1048591,41.7070355,-87.6321861
1069675,41.9920442,-87.7806195
1056746,41.9921698,-87.765737
1065365,41.9529897,-87.76701600000001
1060335,41.9410168,-87.71106879999999
1053767,41.97967999999999,-87.69303599999999
1072913,41.7054198,-87.6193747
1053223,41.7762109,-87.6374226
1044945,41.9828201,-87.77924929999999
1067091,41.779162,-87.708877
1058284,41.73137699999999,-87.609376
1043940,41.7908204,-87.6356136
1055076,41.9049506,-87.76576589999999
1050599,41.7769093,-87.80203209999999
1047297,41.8449502,-87.69466179999999
1066301,41.773531,-87.59115
1069980,41.97967999999999,-87.69303599999999
1045740,41.6300624,-87.54515549999999
1047926,41.749046,-87.67388199999999
1058284,41.73137699999999,-87.609376
1044875,41.7727463,-87.6245004
1046670,41.792251,-87.6442469
1055315,41.7503954,-87.659823
1055076,41.9049506,-87.76576589999999
1057346,41.8948517,-87.7654088
1046801,41.7777359,-87.6459132
1071407,41.8155625,-87.68498269999999
1072120,41.7054898,-87.8099506
1048591,41.7070355,-87.6321861
1060940,41.9401605,-87.6541926
1052773,41.931962,-87.6908802
1071955,41.6839129,-87.7011356
1051151,41.622711,-87.52712
1051421,41.7650064,-87.65798819999999
1064150,41.8973173,-87.72637600000002
1062797,41.7650064,-87.65798819999999
1058430,41.798266,-87.675173
1062365,41.6230127,-87.5290338
1055798,41.7660612,-87.57505119999999
1049215,41.9594725,-87.7413819
1071407,41.8155625,-87.68498269999999
1057211,41.8235161,-87.6930253
1054253,41.6842171,-87.70306939999999
1052092,41.7362956,-87.62419679999999
1059207,41.8360349,-87.7267881
1047464,41.9524022,-87.82206339999999
1072275,41.7403269,-87.5864477
1046939,41.692588,-87.6231019
1045276,41.7218008,-87.6237586
1070715,41.8449502,-87.69466179999999
1062970,41.779162,-87.708877
1056170,41.7924003,-87.7818982
1064515,41.8968498,-87.6283617
1061765,41.779162,-87.708877
1067223,41.779162,-87.708877
1052515,41.8449502,-87.69466179999999
1050863,41.779162,-87.708877
1063248,41.736043,-87.689429
1058898,41.8310225,-87.6266249
1068790,41.8968498,-87.6283617
1072223,41.889882,-87.7235039
1071407,41.8155625,-87.68498269999999
1062731,41.8431648,-87.69598490000001
1050257,41.7640577,-87.581718
1061585,41.77750169999999,-87.60392739999999
1066682,41.7135232,-87.69415389999999
1071641,41.6351281,-87.564048
1067165,41.75585520000001,-87.6603255
1070610,41.779162,-87.708877
1055076,41.9049506,-87.76576589999999
1068318,41.8163718,-87.63583320000001
1046970,41.7666268,-87.6249455
1047898,41.97967999999999,-87.69303599999999
1066593,41.7082292,-87.53040779999999
1063161,41.7078149,-87.701112
1065336,41.9077122,-87.6369083
1062797,41.7650064,-87.65798819999999
1064069,41.9273489,-87.6538925
1063437,41.8449502,-87.69466179999999
1050376,41.7218008,-87.6237586
1064495,41.7650648,-87.5742808
1071959,41.852264,-87.728578
1053781,41.6972645,-87.6287005
1067473,41.744263,-87.60667699999999
1052092,41.7362956,-87.62419679999999
1050393,41.6842364,-87.7018178
1063437,41.8449502,-87.69466179999999
1047508,41.749938,-87.674973
1049374,41.947873,-87.767168
1047237,41.7652248,-87.6371248
1069003,41.9072291,-87.63652429999999
1055082,41.7502086,-87.673814
1055799,41.783028,-87.66094799999999
1059397,41.7634316,-87.57620709999999
1064150,41.8973173,-87.72637600000002
1044123,41.8948517,-87.7654088
1068039,41.891137,-87.6544567
1046670,41.792251,-87.6442469
1072935,41.8537642,-87.6955258
1053084,41.859915,-87.704701
1068996,41.779162,-87.708877
1071981,41.779162,-87.708877
1072283,41.7070544,-87.6306534
1071020,41.779162,-87.708877
1059397,41.7634316,-87.57620709999999
1061202,41.7658874,-87.5970804
1046078,41.94044179999999,-87.6543701
1068786,41.8435757,-87.6946466
1069232,41.805468,-87.661572
1071597,41.780039,-87.63014989999999
1045486,41.7745767,-87.78972449999999
1070601,41.6233315,-87.53003179999999
1067091,41.779162,-87.708877
1069980,41.97967999999999,-87.69303599999999
1053943,41.9088594,-87.76584249999999
1053061,41.908472,-87.766212
1066620,41.9401605,-87.6541926
1065183,41.73938,-87.7090769
1065947,41.7148076,-87.7020457
1062435,41.8441171,-87.69466279999999
1063004,41.8926001,-87.72600899999999
1051151,41.622711,-87.52712
1062886,41.9958228,-87.71557729999999
1048561,41.97522910000001,-87.7577396
1073929,41.5790528,-87.6630769
1071597,41.780039,-87.63014989999999
1058898,41.8310225,-87.6266249
1061098,41.788798,-87.661143
1072275,41.7403269,-87.5864477
1071641,41.6351281,-87.564048
1050257,41.7640577,-87.581718
1061585,41.77750169999999,-87.60392739999999
1069003,41.9072291,-87.63652429999999
1053930,41.7067053,-87.64974509999999
1072585,41.751019,-87.5514998
1053844,41.748671,-87.67339299999999
1056419,41.9080474,-87.7656421
1064495,41.7650648,-87.5742808
1047237,41.7652248,-87.6371248
1059888,41.8968498,-87.6283617
1044955,41.7648056,-87.65749679999999
1056419,41.9080474,-87.7656421
1068665,41.7706861,-87.68380739999999
1044343,41.6889155,-87.6273154
1066507,41.8033746,-87.6473551
1071109,41.7975796,-87.64932139999999
1055076,41.9049506,-87.76576589999999
1057578,41.6534927,-87.5366379
1054773,41.9111665,-87.6316792
1066288,41.8449502,-87.69466179999999
1073081,41.8449502,-87.69466179999999
1067957,41.779162,-87.708877
1057248,41.77094839999999,-87.62520119999999
1057566,41.93580410000001,-87.7667365
1063076,41.8669122,-87.66506989999999
1072935,41.8537642,-87.6955258
1048125,41.7467444,-87.6597221
1066156,41.7338793,-87.6596364
1055315,41.7503954,-87.659823
1064150,41.8973173,-87.72637600000002
1063004,41.8926001,-87.72600899999999
1064150,41.8973173,-87.72637600000002
1062181,41.807314,-87.64484000000002
1067091,41.779162,-87.708877
1051630,41.8348969,-87.61421829999999
1053099,41.779162,-87.708877
1073929,41.5790528,-87.6630769
1064337,41.964277,-87.642853
1065828,41.7264471,-87.6594306
1053117,41.8449502,-87.69466179999999
1052735,41.8449502,-87.69466179999999
1064495,41.7650648,-87.5742808
1066215,41.7510347,-87.62454470000002
1047062,41.9395864,-87.68565509999999
1053844,41.748671,-87.67339299999999
1067543,41.7217992,-87.62504109999999
1062365,41.6230127,-87.5290338
1065674,41.630119,-87.547247
1062365,41.6230127,-87.5290338
1063151,41.622543,-87.528452
1064227,41.62301009999999,-87.5290253
1070891,41.7118773,-87.6645692
1069786,41.8976552,-87.7658034
1068726,41.6286896,-87.54281540000001
1057765,41.8646756,-87.6958672
1046670,41.792251,-87.6442469
1044142,41.952568,-87.766634
1044230,41.798053,-87.648653
1044584,41.62302589999999,-87.52907599999999
1044780,41.779162,-87.708877
1045228,41.7218008,-87.6237586
1045775,41.791705,-87.71966599999999
1046127,41.84397939999999,-87.6959632
1046195,41.8431648,-87.69598490000001
1046581,41.8665748,-87.69019399999999
1046903,41.8581853,-87.6144626
1046987,41.62302589999999,-87.52907599999999
1047229,41.7554482,-87.5570846
1047610,41.797426,-87.66379099999999
1047883,41.629686,-87.555193
1048009,41.9963983,-87.66036609999999
1048250,41.729403,-87.583046
1048432,41.807605,-87.66163
1050164,41.8737893,-87.76496130000001
1048508,41.7696695,-87.6178693
1048579,41.7868907,-87.593919
1048706,41.779162,-87.708877
1049147,41.781213,-87.6608653
1049343,41.9023521,-87.7653682
1049563,41.7767316,-87.7167128
1049828,41.8871029,-87.7648865
1050082,41.7649625,-87.6588316
1050125,41.750989,-87.55615399999999
1050497,41.6938058,-87.5373932
1050550,41.8986013,-87.7657943
1051106,41.8491435,-87.63288589999999
1051315,41.846307,-87.726422
1051843,41.692588,-87.6231019
1051881,41.8966797,-87.765463
1052029,41.779162,-87.708877
1052043,41.629686,-87.555193
1052221,41.854204,-87.68063699999999
1052396,41.692588,-87.6231019
1052741,41.9533096,-87.76702879999999
1052895,41.7665637,-87.5804285
1053201,41.692588,-87.6231019
1053207,41.779162,-87.708877
1053646,41.7587606,-87.5867263
1053960,41.8948517,-87.7654088
1054021,41.779162,-87.708877
1054057,41.8286709,-87.702248
1054166,41.750976,-87.6245809
1054198,41.9110665,-87.6366745
1054214,42.008478,-87.9224785
1054241,41.629686,-87.555193
1054302,41.6924599,-87.6130869
1054369,41.692588,-87.6231019
1054691,41.778062,-87.774592
1054765,41.6971338,-87.53195219999999
1054815,41.766354,-87.674185
1054943,41.8658999,-87.7448496
1055035,41.9040797,-87.7660064
1055044,41.6908933,-87.6293189
1055337,41.7349869,-87.699591
1055460,41.9008152,-87.6236081
1055527,41.9667358,-87.7036426
1055781,41.9973778,-87.6912756
1055846,41.90942,-87.636898
1055872,41.8441171,-87.69466279999999
1056347,41.625194,-87.7278819
1056409,41.96758020000001,-87.64775829999999
1056481,41.7964488,-87.6295501
1056511,41.7790986,-87.7064549
1056629,41.9019696,-87.7656229
1056942,41.8869002,-87.7258524
1073032,42.0285941,-87.8358057
1057138,41.97967999999999,-87.69303599999999
1057316,41.779162,-87.708877
1057349,41.7908266,-87.661127
1057449,41.752037,-87.66069
1057535,41.784056,-87.71073899999999
1057586,41.629686,-87.555193
1057849,41.6224316,-87.52719669999999
1058143,41.9064248,-87.72169439999999
1058211,41.8991424,-87.72586179999999
1058390,41.8795214,-87.62445919999999
1058523,41.9824225,-87.69464649999999
1058795,41.779162,-87.708877
1059095,41.779113,-87.711598
1059163,41.8661409,-87.7276191
1059202,41.9089222,-87.76582909999999
1059282,41.779162,-87.708877
1060088,41.701971,-87.525386
1060100,41.9092475,-87.8101547
1066925,41.96255720000001,-87.7675962
1060785,41.8608718,-87.6957137
1060909,41.8368406,-87.7268024
1061766,41.779162,-87.708877
1061792,41.7754226,-88.7738753
1061862,41.7472681,-87.5561927
1061957,42.0178132,-87.6745277
1062000,41.7706861,-87.68380739999999
1062207,41.9470112,-87.65480579999999
1062222,41.629686,-87.555193
1062318,41.9919758,-87.6646157
1062452,41.7792194,-87.70489309999999
1062916,41.7723904,-87.5898483
1063667,42.0027514,-87.70635349999999
1063752,41.8986013,-87.7657943
1064112,41.624053,-87.531137
1064287,41.7669889,-87.66045930000001
1064372,41.8902187,-87.7236459
1064498,41.7009212,-87.6287756
1064774,41.627891,-87.553218
1064889,41.773192,-87.6368399
1072315,41.8953542,-87.7260829
1065070,41.9937078,-87.7113607
1065185,41.7009212,-87.6287756
1065300,41.8449502,-87.69466179999999
1065320,41.7362956,-87.62419679999999
1065418,41.976673,-87.7575501
1065538,41.925124,-87.6532503
1066548,41.7779214,-87.7944469
1066611,41.90589,-87.7660755
1066981,41.7218008,-87.6237586
1067074,41.9715649,-87.7635255
1067134,41.779162,-87.708877
1067375,41.7510347,-87.62454470000002
1067400,41.9717224,-87.7686209
1067631,41.895895,-87.76508299999999
1067650,41.9655304,-87.648635
1067881,41.8998406,-87.7653028
1068248,41.9111665,-87.6316792
1068011,41.9038415,-87.7656861
1068213,41.779162,-87.708877
1068240,41.7612957,-87.66038929999999
1068294,41.693682,-87.62924699999999
1068403,41.97967999999999,-87.69303599999999
1068406,41.97967999999999,-87.69303599999999
1068417,41.945569,-87.6542932
1069150,41.98791629999999,-87.70114430000001
1069231,41.8053946,-87.66145809999999
1069317,41.885962,-87.764553
1069369,41.9824225,-87.69464649999999
1069389,41.6232838,-87.528684
1069427,41.8658999,-87.7448496
1069497,41.8957668,-87.76543389999999
1069574,41.9275633,-87.6315987
1070025,41.97967999999999,-87.69303599999999
1070045,41.76912919999999,-87.6249839
1070344,41.86741500000001,-87.7643622
1070431,41.70187600000001,-87.62971399999999
1070497,41.858179,-87.6760278
1070586,41.8539191,-87.6804992
1070855,41.7025549,-87.5319871
1070977,41.7957205,-87.5809049
1071019,41.740998,-87.69841799999999
1071161,41.9911199,-87.7086871
1071187,41.894066,-87.765692
1071449,41.750991,-87.55149910000002
1071683,41.778022,-87.776669
1071851,41.8608718,-87.6957137
1071979,41.9089137,-87.7666541
1071995,41.6242668,-87.53262029999999
1072215,41.8688246,-87.6984148
1072634,41.892329,-87.7653143
1072806,41.6052842,-87.6946907
1072873,41.6929629,-87.68029709999999
1072877,41.6965414,-87.65484959999999
1072991,41.7017609,-87.5281844
1073168,41.8567775,-87.7090442
