pared_non-demo,non-demo,no_affidavit,GB,"{'subsample': 0.1, 'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 5}",ROS,0.766045235008,0.757221236989
non-demo,non-demo,no_affidavit,GB,"{'learning_rate': 0.1, 'subsample': 0.1, 'max_depth': 5, 'n_estimators': 100}",ROS,0.751863068212,0.7520149206
with_demo,with_demo,no_affidavit,GB,"{'max_depth': 5, 'learning_rate': 0.1, 'n_estimators': 100, 'subsample': 0.1}",ROS,0.766506575832,0.768997976599
